timestamp_s,signal,x_g,y_g,z_g,label,anomaly_type,source,profile_name,recording_index
4.809990059584379e-07,1.082037411552854,-0.10919999999999999,-0.0156,-1.0764,0,normal,profile_calibration,home,3
0.00208699799986789,1.082037411552854,-0.10919999999999999,-0.0156,-1.0764,0,normal,profile_calibration,home,3
0.004077661998962867,1.0193260126181418,-0.10139999999999999,-0.023399999999999997,-1.014,0,normal,profile_calibration,home,3
0.006087326999477227,1.0193260126181418,-0.10139999999999999,-0.023399999999999997,-1.014,0,normal,profile_calibration,home,3
0.00806469599956472,1.0193260126181418,-0.10139999999999999,-0.023399999999999997,-1.014,0,normal,profile_calibration,home,3
0.010055490000013378,1.0193260126181418,-0.10139999999999999,-0.023399999999999997,-1.014,0,normal,profile_calibration,home,3
0.012061895999067929,1.0193260126181418,-0.10139999999999999,-0.023399999999999997,-1.014,0,normal,profile_calibration,home,3
0.014061116000448237,1.0310319587675252,-0.050699999999999995,-0.0195,-1.0295999999999998,0,normal,profile_calibration,home,3
0.016058985000199755,1.0310319587675252,-0.050699999999999995,-0.0195,-1.0295999999999998,0,normal,profile_calibration,home,3
0.018054334999760613,1.0310319587675252,-0.050699999999999995,-0.0195,-1.0295999999999998,0,normal,profile_calibration,home,3
0.0200552959995548,1.0310319587675252,-0.050699999999999995,-0.0195,-1.0295999999999998,0,normal,profile_calibration,home,3
0.02206636799928674,1.0310319587675252,-0.050699999999999995,-0.0195,-1.0295999999999998,0,normal,profile_calibration,home,3
0.02405855100005283,1.043167987430596,-0.0624,0.0,-1.0413,0,normal,profile_calibration,home,3
0.0260546230001637,1.043167987430596,-0.0624,0.0,-1.0413,0,normal,profile_calibration,home,3
0.0280551399991964,1.043167987430596,-0.0624,0.0,-1.0413,0,normal,profile_calibration,home,3
0.030053971999222995,1.043167987430596,-0.0624,0.0,-1.0413,0,normal,profile_calibration,home,3
0.03207270999882894,1.043167987430596,-0.0624,0.0,-1.0413,0,normal,profile_calibration,home,3
0.03405615299925557,1.008170744467424,-0.058499999999999996,0.023399999999999997,-1.0062,0,normal,profile_calibration,home,3
0.03605481799968402,1.008170744467424,-0.058499999999999996,0.023399999999999997,-1.0062,0,normal,profile_calibration,home,3
0.038054241998906946,1.008170744467424,-0.058499999999999996,0.023399999999999997,-1.0062,0,normal,profile_calibration,home,3
0.04005410999889136,1.008170744467424,-0.058499999999999996,0.023399999999999997,-1.0062,0,normal,profile_calibration,home,3
0.04206212700046308,1.008170744467424,-0.058499999999999996,0.023399999999999997,-1.0062,0,normal,profile_calibration,home,3
0.04405681000025652,1.0635636793347167,-0.0741,0.0195,-1.0608,0,normal,profile_calibration,home,3
0.04605430799892929,1.0635636793347167,-0.0741,0.0195,-1.0608,0,normal,profile_calibration,home,3
0.048054713999590604,1.0635636793347167,-0.0741,0.0195,-1.0608,0,normal,profile_calibration,home,3
0.05005397099921538,1.0635636793347167,-0.0741,0.0195,-1.0608,0,normal,profile_calibration,home,3
0.05206150699996215,1.0635636793347167,-0.0741,0.0195,-1.0608,0,normal,profile_calibration,home,3
0.0540554119997978,1.120142191866729,-0.0819,0.0624,-1.1154,0,normal,profile_calibration,home,3
0.05605540999931691,1.120142191866729,-0.0819,0.0624,-1.1154,0,normal,profile_calibration,home,3
0.05805411199980881,1.120142191866729,-0.0819,0.0624,-1.1154,0,normal,profile_calibration,home,3
0.06005483199987793,1.120142191866729,-0.0819,0.0624,-1.1154,0,normal,profile_calibration,home,3
0.06206173799910175,1.1250469190216024,-0.13649999999999998,0.054599999999999996,-1.1154,0,normal,profile_calibration,home,3
0.06405592100054491,1.1250469190216024,-0.13649999999999998,0.054599999999999996,-1.1154,0,normal,profile_calibration,home,3
0.06605425300040224,1.1250469190216024,-0.13649999999999998,0.054599999999999996,-1.1154,0,normal,profile_calibration,home,3
0.06805478800015408,1.1250469190216024,-0.13649999999999998,0.054599999999999996,-1.1154,0,normal,profile_calibration,home,3
0.07005397099965194,1.1250469190216024,-0.13649999999999998,0.054599999999999996,-1.1154,0,normal,profile_calibration,home,3
0.07206146899989108,1.188527799422462,-0.1482,0.058499999999999996,-1.1778,0,normal,profile_calibration,home,3
0.07405598600053054,1.188527799422462,-0.1482,0.058499999999999996,-1.1778,0,normal,profile_calibration,home,3
0.07605535499897087,1.188527799422462,-0.1482,0.058499999999999996,-1.1778,0,normal,profile_calibration,home,3
0.07805392699992808,1.188527799422462,-0.1482,0.058499999999999996,-1.1778,0,normal,profile_calibration,home,3
0.0800546469999972,1.188527799422462,-0.1482,0.058499999999999996,-1.1778,0,normal,profile_calibration,home,3
0.08206160800000362,1.151695819216168,-0.19499999999999998,0.0195,-1.1349,0,normal,profile_calibration,home,3
0.08405675399990287,1.151695819216168,-0.19499999999999998,0.0195,-1.1349,0,normal,profile_calibration,home,3
0.0860540489993582,1.151695819216168,-0.19499999999999998,0.0195,-1.1349,0,normal,profile_calibration,home,3
0.08805480599949078,1.151695819216168,-0.19499999999999998,0.0195,-1.1349,0,normal,profile_calibration,home,3
0.09005395299936936,1.151695819216168,-0.19499999999999998,0.0195,-1.1349,0,normal,profile_calibration,home,3
0.0920613210000738,1.1813459865763287,-0.1833,0.046799999999999994,-1.1661,0,normal,profile_calibration,home,3
0.09405535599944415,1.1813459865763287,-0.1833,0.046799999999999994,-1.1661,0,normal,profile_calibration,home,3
0.09605559500050731,1.1813459865763287,-0.1833,0.046799999999999994,-1.1661,0,normal,profile_calibration,home,3
0.0980539640004281,1.1813459865763287,-0.1833,0.046799999999999994,-1.1661,0,normal,profile_calibration,home,3
0.10005494299912243,1.1813459865763287,-0.1833,0.046799999999999994,-1.1661,0,normal,profile_calibration,home,3
0.1020614970002498,1.18707441215789,-0.2379,0.0429,-1.1622,0,normal,profile_calibration,home,3
0.10405673599962029,1.18707441215789,-0.2379,0.0429,-1.1622,0,normal,profile_calibration,home,3
