epoch,loss,val_loss
1,1.0662593841552734,1.2462455034255981
2,1.0106921195983887,1.2102253437042236
3,0.9933666586875916,1.193389892578125
4,0.9829358458518982,1.1773929595947266
5,0.9724721908569336,1.1611177921295166
6,0.9617012739181519,1.1440773010253906
7,0.9499845504760742,1.1263266801834106
8,0.9379732012748718,1.1093326807022095
9,0.9263050556182861,1.092833161354065
10,0.9133343696594238,1.0746785402297974
11,0.8987522125244141,1.0557578802108765
12,0.8835099935531616,1.037198781967163
13,0.8683207631111145,1.0187619924545288
14,0.8533039689064026,1.0003739595413208
15,0.8378835320472717,0.9807838201522827
16,0.8213912844657898,0.9593137502670288
17,0.8028771877288818,0.934795081615448
18,0.7817268371582031,0.9074596166610718
19,0.7586696743965149,0.8776885867118835
20,0.7335031032562256,0.8443523049354553
21,0.7061372995376587,0.8085841536521912
22,0.6769686937332153,0.7717191576957703
23,0.6463615894317627,0.7336326837539673
24,0.6157171726226807,0.6963271498680115
25,0.5855202078819275,0.660285234451294
26,0.5562960505485535,0.6264110207557678
27,0.5284679532051086,0.5950977802276611
28,0.5024169087409973,0.5670075416564941
29,0.478471577167511,0.5423540472984314
30,0.456998735666275,0.5198462009429932
31,0.4381212294101715,0.4998677372932434
32,0.4219481647014618,0.4824889600276947
33,0.408170610666275,0.4675120413303375
34,0.3962792456150055,0.4539763033390045
35,0.38584253191947937,0.44183826446533203
36,0.3765845000743866,0.4309665560722351
37,0.36824947595596313,0.4210745096206665
38,0.3607596158981323,0.412118136882782
39,0.353887140750885,0.4037264883518219
40,0.3474947512149811,0.39590686559677124
41,0.3416360020637512,0.38868284225463867
42,0.33623093366622925,0.38204896450042725
43,0.3312889337539673,0.37596502900123596
44,0.32678842544555664,0.370402455329895
45,0.32276469469070435,0.3653913736343384
46,0.3191315233707428,0.3609294593334198
47,0.31581342220306396,0.35684722661972046
48,0.31275102496147156,0.35306495428085327
49,0.30987805128097534,0.3496052324771881
50,0.30719560384750366,0.3463209569454193
51,0.30467456579208374,0.3432794213294983
52,0.30227628350257874,0.34039944410324097
53,0.30000874400138855,0.3377978205680847
54,0.2978571653366089,0.33537885546684265
55,0.29583442211151123,0.33308449387550354
56,0.29390883445739746,0.3308137059211731
57,0.2920752167701721,0.32869404554367065
58,0.29032763838768005,0.3267742991447449
59,0.288682758808136,0.32485294342041016
60,0.2871147096157074,0.3230026066303253
61,0.28563448786735535,0.3212430775165558
62,0.28420358896255493,0.319487988948822
63,0.2828576862812042,0.3177493214607239
64,0.2815459370613098,0.3161761164665222
65,0.28027477860450745,0.31460997462272644
66,0.27904367446899414,0.3130093514919281
67,0.27786263823509216,0.31151601672172546
68,0.2767174243927002,0.310084730386734
69,0.27559778094291687,0.30866551399230957
70,0.27451321482658386,0.3072921633720398
71,0.2734648585319519,0.30598020553588867
72,0.2724403142929077,0.30468007922172546
73,0.2714352011680603,0.3033956289291382
74,0.27044788002967834,0.3021208643913269
75,0.26949357986450195,0.3009204566478729
76,0.26855841279029846,0.29975616931915283
77,0.2676290273666382,0.29861077666282654
78,0.2667248249053955,0.29754048585891724
79,0.26584240794181824,0.2964341640472412
80,0.26496440172195435,0.2953304946422577
81,0.2641070783138275,0.29430413246154785
82,0.2632831037044525,0.2932559847831726
83,0.26247870922088623,0.2922130823135376
84,0.2617189884185791,0.29125750064849854
85,0.2609652578830719,0.29032543301582336
86,0.26023069024086,0.2894168198108673
87,0.2595100402832031,0.28849825263023376
88,0.25880908966064453,0.28769153356552124
89,0.2581329643726349,0.2868674695491791
90,0.25747886300086975,0.2860511541366577
91,0.2568403482437134,0.28528258204460144
92,0.25621315836906433,0.2845529317855835
93,0.2555862069129944,0.2838391065597534
94,0.25497883558273315,0.28310149908065796
95,0.2543782889842987,0.28235000371932983
96,0.2537800073623657,0.28168073296546936
97,0.25320467352867126,0.28097444772720337
98,0.2526099979877472,0.2802651524543762
99,0.2520267367362976,0.27967891097068787
100,0.2514500021934509,0.2789347469806671
