monotonic_ns,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes
94696192249110,0.0,241074176,240386048
94696292433371,0.0,241074176,240386048
94696392616577,9.981629808643024,241074176,240386048
94696492816451,0.0,241074176,240386048
94696592999898,0.0,241074176,240386048
94696693208846,0.0,241074176,240386048
94696793407516,0.0,241074176,240386048
94696893583186,0.0,241074176,240386048
94696993760670,0.0,241074176,240386048
94697093960599,0.0,241074176,240386048
94697194173566,0.0,241074176,240386048
94697294383421,0.0,241074176,240386048
94697394575165,0.0,241074176,240386048
94697494784780,0.0,241074176,240386048
94697594984136,0.0,241074176,240386048
94697695176344,9.980843766225576,241074176,240386048
94697795362422,0.0,241074176,240386048
94697895556296,0.0,241074176,240386048
94697995777764,0.0,241074176,240386048
94698095962564,0.0,241074176,240386048
94698196171124,0.0,241074176,240386048
94698296348109,0.0,241074176,240386048
94698396551872,0.0,241074176,240386048
94698496737173,0.0,241074176,240386048
94698596921622,0.0,241074176,240386048
94698697123553,0.0,241074176,240386048
94698797278335,0.0,241074176,240386048
94698897453266,9.982522698891264,241074176,240386048
94698997618641,0.0,241074176,240386048
94699097768534,0.0,241074176,240386048
94699197949187,0.0,241074176,240386048
94699298115507,0.0,241074176,240386048
94699398294122,0.0,241074176,240386048
94699498479461,0.0,241074176,240386048
94699598680226,0.0,241074176,240386048
94699698879121,0.0,241074176,240386048
94699799072515,0.0,241074176,240386048
94699899242835,0.0,241074176,240386048
94699999549490,0.0,241074176,240386048
94700099798052,0.0,241074176,240386048
94700200023669,9.977535179954787,241074176,240386048
94700300237453,0.0,241074176,240386048
94700400446348,0.0,241074176,240386048
94700500673151,0.0,241074176,240386048
94700600884805,0.0,241074176,240386048
94700701123386,0.0,241074176,240386048
94700801335745,0.0,241074176,240386048
94700901542955,0.0,241074176,240386048
94701001781722,0.0,241074176,240386048
94701102010765,0.0,241074176,240386048
94701202242680,0.0,241074176,240386048
94701302438686,0.0,241074176,240386048
94701402641674,9.979581875018946,241074176,240386048
94701502875645,0.0,241074176,240386048
94701603057707,0.0,241074176,240386048
94701703285456,0.0,241074176,240386048
94701803514223,0.0,241074176,240386048
