window_index,window_complete_monotonic_ns,decision_monotonic_ns,draw_completed_monotonic_ns,decision_to_gui_draw_ms,window_to_gui_draw_ms,gui_messages_dropped
1,13323030169959,13323053234741,13323234829287,181.594546,204.659328,0
2,13323648053947,13323667777152,13323835921463,168.144311,187.867516,0
3,13324266252677,13324286386103,13324446765148,160.379045,180.512471,0
4,13324883561164,13324903043368,13325045005784,141.962416,161.44462,0
5,13325501864745,13325531770404,13325699172326,167.401922,197.307581,0
6,13326119910956,13326140079254,13326270991029,130.911775,151.080073,0
7,13326736626499,13326757493223,13326918359268,160.866045,181.732769,0
8,13327355358766,13327376733176,13327534559811,157.826635,179.201045,0
9,13327973480718,13327994123201,13328138860138,144.736937,165.37942,0
10,13328589995317,13328608460001,13328734985846,126.525845,144.990529,0
11,13329209287363,13329229838290,13329395524006,165.685716,186.236643,0
12,13329826604795,13329845884314,13329995698960,149.814646,169.094165,0
13,13330444753025,13330467355899,13330629387038,162.031139,184.634013,0
14,13331062737218,13331086819908,13331250317438,163.49753,187.58022,0
15,13331679644003,13331699572430,13331840555122,140.982692,160.911119,0
16,13332297684326,13332321283312,13332520525117,199.241805,222.840791,0
17,13332915305204,13332935919854,13333092109542,156.189688,176.804338,0
18,13333534786732,13333558396385,13333704508305,146.11192,169.721573,0
19,13334152051832,13334171279869,13334336307641,165.027772,184.255809,0
20,13334769326340,13334790404009,13334942683601,152.279592,173.357261,0
21,13335388361794,13335419717343,13335661130392,241.413049,272.768598,0
22,13336006836081,13336028335639,13336215755765,187.420126,208.919684,0
23,13336624036903,13336650763022,13336839513169,188.750147,215.476266,0
24,13337240759466,13337262408932,13337421134235,158.725303,180.374769,0
25,13337860242921,13337880703589,13338035069962,154.366373,174.827041,0
26,13338477424874,13338497559264,13338644643907,147.084643,167.219033,0
27,13339095780790,13339123207669,13339282587028,159.379359,186.806238,0
28,13339712648928,13339733607986,13339887191894,153.583908,174.542966,0
29,13340331215660,13340352847311,13340514453357,161.606046,183.237697,0
30,13340948539335,13340968536744,13341115553980,147.017236,167.014645,0
31,13341566479493,13341590037034,13341763895056,173.858022,197.415563,0
32,13342184363502,13342211456325,13342387882497,176.426172,203.518995,0
33,13342802168604,13342824708182,13342974589587,149.881405,172.420983,0
34,13343420325836,13343440159152,13343628693854,188.534702,208.368018,0
35,13344038141661,13344059836126,13344221941377,162.105251,183.799716,0
36,13344655961245,13344678810008,13344805691724,126.881716,149.730479,0
37,13345274299681,13345294508275,13345455659043,161.150768,181.359362,0
38,13345892536710,13345911492543,13346066198749,154.706206,173.662039,0
39,13346510793591,13346531043092,13346668204744,137.161652,157.411153,0
40,13347128435712,13347158299555,13347372461376,214.161821,244.025664,0
41,13347746785333,13347771806487,13347938325113,166.518626,191.53978,0
42,13348364074880,13348384678456,13348561730795,177.052339,197.655915,0
43,13348981918057,13349000907242,13349163266975,162.359733,181.348918,0
44,13349600612031,13349620658218,13349767160601,146.502383,166.54857,0
45,13350217755449,13350237958709,13350457850331,219.891622,240.094882,0
46,13350835942941,13350855553627,13350988149812,132.596185,152.206871,0
47,13351453137637,13351473581360,13351622207135,148.625775,169.069498,0
48,13352072178908,13352094228707,13352270751935,176.523228,198.573027,0
49,13352688761992,13352708360844,13352849729278,141.368434,160.967286,0
50,13353307312800,13353337471607,13353513461038,175.989431,206.148238,0
51,13353925966626,13353945550090,13354114567607,169.017517,188.600981,0
52,13354543894582,13354563828379,13354718054660,154.226281,174.160078,0
53,13355161096482,13355180816556,13355356303358,175.486802,195.206876,0
54,13355778843474,13355798894790,13355936676462,137.781672,157.832988,0
55,13356397254968,13356417805155,13356573618696,155.813541,176.363728,0
56,13357015205961,13357035654611,13357218629716,182.975105,203.423755,0
57,13357633006769,13357673006901,13357819980711,146.97381,186.973942,0
58,13358250286799,13358270633041,13358407576767,136.943726,157.289968,0
59,13358868924237,13358896452079,13359067751784,171.299705,198.827547,0
60,13359486640712,13359506488898,13359653603727,147.114829,166.963015,0
61,13360104794780,13360129791582,13360285598605,155.807023,180.803825,0
62,13360723131830,13360743086849,13360880483021,137.396172,157.351191,0
63,13361341277342,13361362568326,13361528641711,166.073385,187.364369,0
64,13361959477040,13361977897632,13362119546715,141.649083,160.069675,0
65,13362576688015,13362597283424,13362759452675,162.169251,182.76466,0
66,13363195155417,13363217568105,13363350485032,132.916927,155.329615,0
67,13363813128467,13363834636006,13363984554486,149.91848,171.426019,0
68,13364430522794,13364487331553,13364627062986,139.731433,196.540192,0
69,13365047800454,13365067382325,13365215350396,147.968071,167.549942,0
70,13365666919913,13365688337193,13365856144617,167.807424,189.224704,0
71,13366284769037,13366303598777,13366445372435,141.773658,160.603398,0
72,13366903044198,13366923500681,13367081702429,158.201748,178.658231,0
73,13367521279508,13367540280267,13367665583112,125.302845,144.303604,0
74,13368138945243,13368159257134,13368339839144,180.58201,200.893901,0
75,13368756936201,13368776702276,13368931613687,154.911411,174.677486,0
76,13369373615565,13369400680629,13369588373794,187.693165,214.758229,0
