window_index,window_complete_monotonic_ns,decision_monotonic_ns,draw_completed_monotonic_ns,decision_to_gui_draw_ms,window_to_gui_draw_ms,gui_messages_dropped
1,12341019021835,12341044065932,12341158045974,113.980042,139.024139,0
2,12341637168481,12341639140593,12341779243641,140.103048,142.07516,0
3,12342254355721,12342256047722,12342373271116,117.223394,118.915395,0
4,12342872098684,12342874221685,12342987399023,113.177338,115.300339,0
5,12343490014314,12343491979407,12343595914596,103.935189,105.900282,0
6,12344108577742,12344110288483,12344191084278,80.795795,82.506536,0
7,12344726799318,12344728423337,12344826362154,97.938817,99.562836,0
8,12345344434116,12345346091339,12345456596437,110.505098,112.162321,0
9,12345963006583,12345966112232,12346073287458,107.175226,110.280875,0
10,12346581336679,12346583027717,12346675038626,92.010909,93.701947,0
11,12347198980961,12347200835462,12347326290378,125.454916,127.309417,0
12,12347817146856,12347819035486,12347922106601,103.071115,104.959745,0
13,12348434802658,12348436883566,12348563550649,126.667083,128.747991,0
14,12349053082183,12349054726850,12349166779819,112.052969,113.697636,0
15,12349669422931,12349671238098,12349751253208,80.01511,81.830277,0
16,12350288450957,12350290106143,12350378901107,88.794964,90.45015,0
17,12350905414132,12350907138429,12351040208347,133.069918,134.794215,0
18,12351524622975,12351526499901,12351633198814,106.698913,108.575839,0
19,12352141617466,12352143284596,12352247211805,103.927209,105.594339,0
20,12352760632236,12352762613033,12352882399190,119.786157,121.766954,0
21,12353377195765,12353378864654,12353484174086,105.309432,106.978321,0
22,12353995261870,12353997413018,12354108349932,110.936914,113.088062,0
23,12354614572993,12354616399864,12354696144253,79.744389,81.57126,0
24,12355231498802,12355233739414,12355384029042,150.289628,152.53024,0
25,12355849410335,12355851081428,12356039745175,188.663747,190.33484,0
26,12356467796608,12356469551998,12356554364610,84.812612,86.568002,0
27,12357085732160,12357087806679,12357192479371,104.672692,106.747211,0
28,12357704007361,12357705605380,12357784933769,79.328389,80.926408,0
29,12358321452526,12358323580971,12358438894776,115.313805,117.44225,0
30,12358940117098,12358941894932,12359019210117,77.315185,79.093019,0
31,12359557685412,12359559692468,12359690161925,130.469457,132.476513,0
32,12360174875245,12360176504319,12360287186105,110.681786,112.31086,0
33,12360793866801,12360795743931,12360862670059,66.926128,68.803258,0
34,12361411184672,12361413281821,12361490038247,76.756426,78.853575,0
35,12362029849359,12362031443971,12362153812686,122.368715,123.963327,0
36,12362647231639,12362648894918,12362738060291,89.165373,90.828652,0
37,12363264861864,12363266601346,12363376988281,110.386935,112.126417,0
38,12363882630553,12363884772387,12363980065707,95.29332,97.435154,0
39,12364500168631,12364501894298,12364625686310,123.792012,125.517679,0
40,12365118299599,12365123946360,12365225301200,101.35484,107.001601,0
41,12365735847049,12365737577142,12365823338311,85.761169,87.491262,0
42,12366354380537,12366356319944,12366454587358,98.267414,100.206821,0
