window_index,window_complete_monotonic_ns,decision_monotonic_ns,draw_completed_monotonic_ns,decision_to_gui_draw_ms,window_to_gui_draw_ms,gui_messages_dropped
69,10049589332623,10049590701709,10049653515510,62.813801,64.182887,0
70,10050207599497,10050208554302,10050265091364,56.537062,57.491867,0
71,10050824242022,10050826868970,10050959813821,132.944851,135.571799,0
72,10051443131880,10051444203537,10051515027926,70.824389,71.896046,0
73,10052061759104,10052063051504,10052130422104,67.3706,68.663,0
74,10052679078668,10052680091751,10052737099539,57.007788,58.020871,0
75,10053297135663,10053299781705,10053403230392,103.448687,106.094729,0
76,10053915321639,10053916298666,10054030375760,114.077094,115.054121,0
77,10054534147601,10054535218925,10054594804864,59.585939,60.657263,0
78,10055151791496,10055152779468,10055207441050,54.661582,55.649554,0
79,10055769358611,10055770306064,10055864454319,94.148255,95.095708,0
80,10056388612813,10056389688378,10056510894125,121.205747,122.281312,0
81,10057006242371,10057007911589,10057078778866,70.867277,72.536495,0
82,10057622975919,10057625979519,10057713796330,87.816811,90.820411,0
83,10058242373082,10058244103116,10058338366001,94.262885,95.992919,0
84,10058860532344,10058861561575,10058941069574,79.507999,80.53723,0
85,10059478431232,10059479409888,10059561801745,82.391857,83.370513,0
86,10060096101191,10060097519370,10060181908428,84.389058,85.807237,0
87,10060714374857,10060716822267,10060792782105,75.959838,78.407248,0
88,10061332179055,10061334082294,10061437030456,102.948162,104.851401,0
89,10061950399681,10061952655367,10062054539057,101.88369,104.139376,0
90,10062568298137,10062569272812,10062675948821,106.676009,107.650684,0
91,10063187261564,10063195070186,10063464787594,269.717408,277.52603,0
92,10063803475928,10063804710531,10063909179854,104.469323,105.703926,0
93,10064422383796,10064424275478,10064540522013,116.246535,118.138217,0
94,10065040482840,10065042486098,10065113737247,71.251149,73.254407,0
95,10065657545801,10065659444965,10065727473919,68.028954,69.928118,0
96,10066276220422,10066278202532,10066376761914,98.559382,100.541492,0
97,10066894189462,10066896319610,10067039875674,143.556064,145.686212,0
98,10067513051730,10067515546585,10067739073779,223.527194,226.022049,0
99,10068130820840,10068139373839,10068325498860,186.125021,194.67802,0
100,10068748403113,10068753030116,10068941033838,188.003722,192.630725,0
101,10069366279666,10069368994800,10069552236703,183.241903,185.957037,0
102,10069983762362,10069986298346,10070120905296,134.60695,137.142934,0
103,10070603131998,10070604966884,10070768394747,163.427863,165.262749,0
104,10071219476868,10071221329809,10071317426724,96.096915,97.949856,0
105,10071837786548,10071841072650,10071983619592,142.546942,145.833044,0
106,10072456331896,10072458190894,10072546819337,88.628443,90.487441,0
107,10073074590370,10073076381867,10073180304997,103.92313,105.714627,0
108,10073692335857,10073694233448,10073770314394,76.080946,77.978537,0
109,10074309928953,10074311698727,10074401998796,90.300069,92.069843,0
110,10074928304165,10074930555703,10075031985403,101.4297,103.681238,0
111,10075545269289,10075546993378,10075637496337,90.502959,92.227048,0
112,10076164762453,10076166490931,10076265394183,98.903252,100.63173,0
113,10076782982604,10076784960214,10076957295260,172.335046,174.312656,0
114,10077401790574,10077404697859,10077531432404,126.734545,129.64183,0
115,10078018717657,10078022493726,10078142852976,120.35925,124.135319,0
116,10078635920573,10078637763756,10078765526994,127.763238,129.606421,0
117,10079254212424,10079256196664,10079343808837,87.612173,89.596413,0
118,10079871741230,10079873421170,10079981815354,108.394184,110.074124,0
119,10080490019726,10080491672092,10080586263918,94.591826,96.244192,0
120,10081107956645,10081109665622,10081219485892,109.82027,111.529247,0
121,10081726079044,10081728246507,10081827693022,99.446515,101.613978,0
122,10082345394083,10082347932753,10082470552242,122.619489,125.158159,0
123,10082961913652,10082963755112,10083086294730,122.539618,124.381078,0
124,10083580203586,10083581984231,10083680536997,98.552766,100.333411,0
125,10084197806348,10084199775642,10084324364370,124.588728,126.558022,0
126,10084817187604,10084819255788,10084936506971,117.251183,119.319367,0
127,10085433881317,10085435721074,10085515911719,80.190645,82.030402,0
128,10086053319886,10086055091605,10086163076061,107.984456,109.756175,0
129,10086670871568,10086672644898,10086751976369,79.331471,81.104801,0
130,10087288442341,10087291712536,10087384766142,93.053606,96.323801,0
131,10087906291430,10087908222057,10088019233298,111.011241,112.941868,0
132,10088526044034,10088528446776,10088699316637,170.869861,173.272603,0
133,10089141935085,10089143997844,10089282763523,138.765679,140.828438,0
134,10089760080599,10089762282821,10089892068961,129.78614,131.988362,0
135,10090378011480,10090379923959,10090491390906,111.466947,113.379426,0
136,10090997206611,10090999294610,10091118163972,118.869362,120.957361,0
137,10091614660504,10091616496816,10091703209756,86.71294,88.549252,0
138,10092232662994,10092234458639,10092351607041,117.148402,118.944047,0
139,10092850764130,10092852553701,10092955326203,102.772502,104.562073,0
140,10093468571690,10093470586670,10093582396600,111.80993,113.82491,0
141,10094087455386,10094089552126,10094159687036,70.13491,72.23165,0
142,10094705330592,10094707133922,10094794218012,87.08409,88.88742,0
143,10095322891553,10095325279795,10095445237868,119.958073,122.346315,0
144,10095941766264,10095943746059,10096037473428,93.727369,95.707164,0
145,10096559080035,10096560771772,10096662540079,101.768307,103.460044,0
146,10097177021496,10097179193385,10097258195851,79.002466,81.174355,0
147,10097796519227,10097798395595,10097892933952,94.538357,96.414725,0
148,10098413604215,10098415609825,10098544973032,129.363207,131.368817,0
149,10099031852360,10099033896692,10099148958185,115.061493,117.105825,0
150,10099650280783,10099652122761,10099729147950,77.025189,78.867167,0
151,10100269170949,10100271130966,10100384381721,113.250755,115.210772,0
152,10100885531037,10100887286496,10100964375130,77.088634,78.844093,0
153,10101504403441,10101506051400,10101611095881,105.044481,106.69244,0
154,10102122819378,10102124522929,10102207805653,83.282724,84.986275,0
155,10102739752560,10102741729095,10102850820369,109.091274,111.067809,0
156,10103358075900,10103361683542,10103441470032,79.78649,83.394132,0
157,10103981727711,10103983580060,10104071305894,87.725834,89.578183,0
158,10104595623919,10104597565954,10104714333385,116.767431,118.709466,0
159,10105211899813,10105213656106,10105334959575,121.303469,123.059762,0
160,10105832182832,10105834527555,10105919138400,84.610845,86.955568,0
161,10106449510714,10106457207279,10106577052625,119.845346,127.541911,0
162,10107065734474,10107067598675,10107166696086,99.097411,100.961612,0
163,10107686189806,10107687919080,10107770626852,82.707772,84.437046,0
164,10108303376017,10108305128031,10108423715273,118.587242,120.339256,0
165,10108921518012,10108923284101,10109015178228,91.894127,93.660216,0
166,10109538179104,10109539829451,10109651744303,111.914852,113.565199,0
167,10110158260706,10110160346205,10110250884543,90.538338,92.623837,0
168,10110774441940,10110776242955,10110907586989,131.344034,133.145049,0
169,10111391980722,10111393775145,10111502448061,108.672916,110.467339,0
170,10112013023514,10112014757362,10112142294918,127.537556,129.271404,0
171,10112628169643,10112630184901,10112738783057,108.598156,110.613414,0
172,10113246904839,10113248858226,10113372636102,123.777876,125.731263,0
173,10113864288318,10113871441712,10113972198042,100.75633,107.909724,0
174,10114483555961,10114485181493,10114572377116,87.195623,88.821155,0
175,10115100503545,10115102479525,10115201665379,99.185854,101.161834,0
176,10115718526545,10115720488321,10115859758382,139.270061,141.231837,0
177,10116336918269,10116338616728,10116459914064,121.297336,122.995795,0
178,10116955475308,10116958391296,10117053124537,94.733241,97.649229,0
179,10117572708668,10117574474239,10117655230381,80.756142,82.521713,0
180,10118191847321,10118193593225,10118282639492,89.046267,90.792171,0
181,10118809340588,10118811314475,10118933443447,122.128972,124.102859,0
182,10119426939041,10119428710296,10119524296359,95.586063,97.357318,0
183,10120046003116,10120047981540,10120166966392,118.984852,120.963276,0
184,10120663902123,10120665727102,10120779773801,114.046699,115.871678,0
185,10121281461091,10121283482978,10121357719620,74.236642,76.258529,0
186,10121899046427,10121901073666,10122040495671,139.422005,141.449244,0
187,10122517181397,10122518842355,10122617588592,98.746237,100.407195,0
188,10123134834787,10123136637340,10123252607795,115.970455,117.773008,0
189,10123753369887,10123754942901,10123866291335,111.348434,112.921448,0
190,10124372239508,10124374163839,10124468364630,94.200791,96.125122,0
191,10124988878275,10124990714976,10125105433994,114.719018,116.555719,0
192,10125607405854,10125609273647,10125687231634,77.957987,79.82578,0
193,10126225289833,10126228188172,10126444072612,215.88444,218.782779,0
194,10126843310960,10126844286246,10126932122279,87.836033,88.811319,0
195,10127461392865,10127462402336,10127541039829,78.637493,79.646964,0
196,10128081748454,10128084675090,10128214835366,130.160276,133.086912,0
197,10128698222824,10128699186147,10128778438811,79.252664,80.215987,0
198,10129317545569,10129320662132,10129463352457,142.690325,145.806888,0
199,10129934429311,10129936940591,10130029092419,92.151828,94.663108,0
200,10130550991030,10130551936205,10130642047571,90.111366,91.056541,0
201,10131169086614,10131170678109,10131281781779,111.10367,112.695165,0
202,10131788768653,10131789873440,10131915847217,125.973777,127.078564,0
203,10132406731659,10132408422340,10132471060438,62.638098,64.328779,0
204,10133024648570,10133025908729,10133081778863,55.870134,57.130293,0
205,10133641300655,10133645631951,10133737482330,91.850379,96.181675,0
206,10134259049971,10134260059572,10134357470424,97.410852,98.420453,0
207,10134878542373,10134879508622,10134995423536,115.914914,116.881163,0
208,10135496426558,10135497400400,10135580250518,82.850118,83.82396,0
209,10136113210288,10136114687523,10136190086727,75.399204,76.876439,0
210,10136731968070,10136733238525,10136816648352,83.409827,84.680282,0
211,10137349926326,10137351138151,10137446117537,94.979386,96.191211,0
212,10137968366881,10137969877561,10138086340719,116.463158,117.973838,0
213,10138585375294,10138586342172,10138643897208,57.555036,58.521914,0
214,10139204293295,10139205275767,10139306494037,101.21827,102.200742,0
215,10139823291055,10139824282304,10139914918709,90.636405,91.627654,0
216,10140440942433,10140441945404,10140524220498,82.275094,83.278065,0
217,10141058047379,10141059006702,10141133898604,74.891902,75.851225,0
218,10141676234777,10141677143099,10141738334369,61.19127,62.099592,0
219,10142294123968,10142295133569,10142349243391,54.109822,55.119423,0
220,10142912193789,10142913143167,10143008899651,95.756484,96.705862,0
221,10143531105023,10143532565628,10143628797782,96.232154,97.692759,0
222,10144148674968,10144149633050,10144245240569,95.607519,96.565601,0
223,10144767208511,10144768208649,10144871415361,103.206712,104.20685,0
224,10145384761527,10145385851981,10145439059220,53.207239,54.297693,0
225,10146002509692,10146003896018,10146101650796,97.754778,99.141104,0
226,10146621135659,10146622261595,10146724339759,102.078164,103.2041,0
227,10147240096351,10147241069785,10147336487320,95.417535,96.390969,0
228,10147857930753,10147858867687,10147975052599,116.184912,117.121846,0
229,10148474467589,10148476384938,10148548641465,72.256527,74.173876,0
230,10149095614443,10149100719504,10149232474638,131.755134,136.860195,0
231,10149711544642,10149712521557,10149802469342,89.947785,90.9247,0
232,10150329949101,10150330976276,10150412860086,81.88381,82.910985,0
233,10150946687822,10150948139964,10151013932307,65.792343,67.244485,0
234,10151566043287,10151567088110,10151624374290,57.28618,58.331003,0
235,10152183397012,10152184371557,10152282772412,98.400855,99.3754,0
236,10152800872810,10152801849670,10152884646266,82.796596,83.773456,0
237,10153419445450,10153420396940,10153495521397,75.124457,76.075947,0
238,10154037080322,10154038010571,10154105563187,67.552616,68.482865,0
239,10154655606015,10154656926582,10154737927921,81.001339,82.321906,0
240,10155272886567,10155273910909,10155355021286,81.110377,82.134719,0
241,10155892289821,10155893288200,10155960746037,67.457837,68.456216,0
242,10156509688261,10156510707936,10156570744934,60.036998,61.056673,0
243,10157127867373,10157129100920,10157222599622,93.498702,94.732249,0
244,10157745206013,10157746177762,10157836737773,90.560011,91.53176,0
245,10158364055536,10158365054211,10158445513823,80.459612,81.458287,0
246,10158981990476,10158983018799,10159050854140,67.835341,68.863664,0
247,10159599407114,10159601847190,10159667644680,65.79749,68.237566,0
248,10160217286181,10160218508284,10160288769607,70.261323,71.483426,0
249,10160836209959,10160837207949,10160902070098,64.862149,65.860139,0
250,10161454131228,10161455136996,10161509196333,54.059337,55.065105,0
251,10162072211405,10162073207376,10162163814497,90.607121,91.603092,0
252,10162690624120,10162691572591,10162771908867,80.336276,81.284747,0
253,10163307483155,10163308399422,10163376957323,68.557901,69.474168,0
254,10163925475253,10163926484799,10163992050157,65.565358,66.574904,0
255,10164545244106,10164546200948,10164603719887,57.518939,58.475781,0
256,10165162618976,10165163576058,10165256177380,92.601322,93.558404,0
257,10165781031482,10165782244473,10165896491974,114.247501,115.460492,0
258,10166398187477,10166399530821,10166477857617,78.326796,79.67014,0
259,10167016051884,10167017035466,10167112871203,95.835737,96.819319,0
260,10167634360590,10167635394524,10167736876938,101.482414,102.516348,0
261,10168253108095,10168254313272,10168341965274,87.652002,88.857179,0
262,10168871580856,10168872633753,10169058395641,185.761888,186.814785,0
263,10169489252813,10169490212302,10169579554577,89.342275,90.301764,0
264,10170106179300,10170107148141,10170195044571,87.89643,88.865271,0
265,10170724566408,10170725543361,10170804097824,78.554463,79.531416,0
266,10171342382974,10171343530577,10171408578558,65.047981,66.195584,0
267,10171961336771,10171962537596,10172030982291,68.444695,69.64552,0
268,10172578427940,10172579642080,10172682738875,103.096795,104.310935,0
269,10173197920999,10173198898970,10173292943709,94.044739,95.02271,0
270,10173815872395,10173816844921,10173903434025,86.589104,87.56163,0
271,10174433051395,10174434093848,10174507481324,73.387476,74.429929,0
272,10175050343710,10175051423960,10175116066493,64.642533,65.722783,0
273,10175668444493,10175672451934,10175788552558,116.100624,120.108065,0
274,10176286512164,10176287468654,10176398600570,111.131916,112.088406,0
275,10176904459185,10176906269311,10177009244808,102.975497,104.785623,0
276,10177523058562,10177524606667,10177613700791,89.094124,90.642229,0
277,10178141982867,10178143213840,10178266910822,123.696982,124.927955,0
278,10178760325628,10178764954204,10178828625210,63.671006,68.299582,0
279,10179378026125,10179378937428,10179441441647,62.504219,63.415522,0
280,10179995803139,10180000664494,10180258021650,257.357156,262.218511,0
281,10180614423511,10180617128774,10180728132447,111.003673,113.708936,0
282,10181230960902,10181233317662,10181323575702,90.25804,92.6148,0
283,10181849541698,10181851790068,10181964779035,112.988967,115.237337,0
284,10182467902213,10182469649671,10182550737339,81.087668,82.835126,0
285,10183085624425,10183087302772,10183213365495,126.062723,127.74107,0
286,10183703594435,10183705643970,10183820796103,115.152133,117.201668,0
287,10184322712101,10184324494190,10184422007270,97.51308,99.295169,0
288,10184939522803,10184941271614,10185059474604,118.20299,119.951801,0
289,10185558945303,10185560760837,10185687880511,127.119674,128.935208,0
290,10186177571833,10186179590887,10186327696141,148.105254,150.124308,0
291,10186794688738,10186797203203,10186948767875,151.564672,154.079137,0
292,10187411930680,10187414194903,10187513832481,99.637578,101.901801,0
293,10188029701607,10188031449844,10188137431141,105.981297,107.729534,0
294,10188648766970,10188650559651,10188737523106,86.963455,88.756136,0
295,10189267527070,10189269734903,10189404195692,134.460789,136.668622,0
296,10189885236827,10189887124472,10189988037374,100.912902,102.800547,0
297,10190503396456,10190505365954,10190628374890,123.008936,124.978434,0
298,10191121509937,10191123157580,10191203211756,80.054176,81.701819,0
299,10191738822058,10191740527646,10191866915683,126.388037,128.093625,0
300,10192356329939,10192358072046,10192446343066,88.27102,90.013127,0
301,10192975768334,10192977542497,10193075425948,97.883451,99.657614,0
302,10193592816635,10193594598168,10193707658651,113.060483,114.842016,0
303,10194211589209,10194213511391,10194291603957,78.092566,80.014748,0
304,10194828837583,10194830624598,10194955105637,124.481039,126.268054,0
305,10195446935964,10195448758127,10195550282329,101.524202,103.346365,0
306,10196065208364,10196067038471,10196181097869,114.059398,115.889505,0
307,10196683145204,10196684890144,10196798063942,113.173798,114.918738,0
308,10197302136015,10197304967038,10197414231341,109.264303,112.095326,0
