window_index,window_complete_monotonic_ns,decision_monotonic_ns,draw_completed_monotonic_ns,decision_to_gui_draw_ms,window_to_gui_draw_ms,gui_messages_dropped
1,2181132087008,2181163501689,2181457710719,294.20903,325.623711,0
2,2181756764539,2181781784404,2182050509429,268.725025,293.74489,0
3,2182365974700,2182385761519,2182602603269,216.84175,236.628569,0
4,2182982233752,2183002320736,2183216168895,213.848159,233.935143,0
5,2183599368138,2183622783474,2183852632252,229.848778,253.264114,0
6,2184216629141,2184236964513,2184420641337,183.676824,204.012196,0
7,2184835300900,2184855293866,2185076124530,220.830664,240.82363,0
8,2185450876218,2185472131845,2185718333206,246.201361,267.456988,0
9,2186068918603,2186092800568,2186346882075,254.081507,277.963472,0
10,2186685457074,2186705785872,2186912500951,206.715079,227.043877,0
11,2187302588697,2187324598487,2187557217983,232.619496,254.629286,0
12,2187920048990,2187939975679,2188155182401,215.206722,235.133411,0
13,2188537449176,2188584847571,2188925940717,341.093146,388.491541,0
14,2189154894980,2189174257192,2189371343569,197.086377,216.448589,0
15,2189770986035,2189792621550,2190001324590,208.70304,230.338555,0
16,2190389534418,2190410409345,2190632488906,222.079561,242.954488,0
17,2191005812040,2191025146993,2191240371224,215.224231,234.559184,0
18,2191622983754,2191655837987,2191867873385,212.035398,244.889631,0
19,2192240264345,2192259591391,2192481044684,221.453293,240.780339,0
20,2192857107275,2192894174005,2193220480083,326.306078,363.372808,0
21,2193480191715,2193501661842,2193792920291,291.258449,312.728576,0
22,2194092262459,2194132069547,2194495663248,363.593701,403.400789,0
23,2194757365540,2194802327286,2195040937018,238.609732,283.571478,0
24,2195325979728,2195345415219,2195506347338,160.932119,180.36761,0
25,2195945269727,2195995583983,2196514897176,519.313193,569.627449,0
26,2196803440855,2196804309258,2197191047687,386.738429,387.606832,0
27,2197343601188,2197343992815,2197483826846,139.834031,140.225658,0
28,2197910426922,2197926157710,2198063584607,137.426897,153.157685,0
29,2198527584454,2198544118498,2198708508866,164.390368,180.924412,0
30,2199143113631,2199162488771,2199285704799,123.216028,142.591168,0
31,2199761615703,2199777171697,2199928998152,151.826455,167.382449,0
32,2200378785845,2200394508930,2200511914619,117.405689,133.128774,0
33,2200994560294,2201010190343,2201152574479,142.384136,158.014185,0
34,2201612084424,2201630190960,2201820486666,190.295706,208.402242,0
35,2202230464983,2202246259735,2202404163830,157.904095,173.698847,0
36,2202847031573,2202863182397,2203010358975,147.176578,163.327402,0
37,2203464898588,2203480473175,2203644947720,164.474545,180.049132,0
38,2204080856785,2204097148165,2204241963164,144.814999,161.106379,0
39,2204699050863,2204715484649,2204877820876,162.336227,178.770013,0
40,2205314599554,2205330892045,2205462281375,131.38933,147.681821,0
41,2205932508145,2205950075019,2206112374507,162.299488,179.866362,0
42,2206550309519,2206565800866,2206713077487,147.276621,162.767968,0
43,2207166579000,2207189983140,2207403187873,213.204733,236.608873,0
44,2207784481420,2207800979836,2207976198449,175.218613,191.717029,0
45,2208401494333,2208417553937,2208562722776,145.168839,161.228443,0
46,2209017731680,2209033394805,2209159561131,126.166326,141.829451,0
47,2209635882818,2209653357471,2209794528555,141.171084,158.645737,0
48,2210253181894,2210269095517,2210431669902,162.574385,178.488008,0
49,2210870422121,2210886406226,2211043888305,157.482079,173.466184,0
50,2211486126306,2211501683969,2211619990208,118.306239,133.863902,0
51,2212103234953,2212118793875,2212265445918,146.652043,162.210965,0
52,2212720602194,2212744032799,2212928232415,184.199616,207.630221,0
53,2213337727573,2213353483031,2213520316402,166.833371,182.588829,0
54,2213955353139,2213971087394,2214083334742,112.247348,127.981603,0
55,2214572266046,2214587972264,2214728877267,140.905003,156.611221,0
56,2215190520509,2215206570059,2215346606011,140.035952,156.085502,0
57,2215807867647,2215823619013,2215959290637,135.671624,151.42299,0
58,2216423381466,2216438874278,2216594470748,155.59647,171.089282,0
59,2217040741207,2217056221112,2217193240898,137.019786,152.499691,0
60,2217659146076,2217674756795,2217808245081,133.488286,149.099005,0
61,2218275841128,2218298954866,2218491398176,192.44331,215.557048,0
62,2218892285295,2218917038358,2219058282479,141.244121,165.997184,0
63,2219509275613,2219524961128,2219696136083,171.174955,186.86047,0
64,2220127331950,2220143692499,2220291380108,147.687609,164.048158,0
65,2220743860798,2220766361317,2220892796328,126.435011,148.93553,0
66,2221361600350,2221377282255,2221523649891,146.367636,162.049541,0
67,2221978258709,2221994090205,2222169990570,175.900365,191.731861,0
68,2222596852673,2222612480782,2222759387955,146.907173,162.535282,0
69,2223213500616,2223230195738,2223390672032,160.476294,177.171416,0
70,2223830530950,2223853363042,2224030240721,176.877679,199.709771,0
71,2224448514081,2224464540670,2224625180094,160.639424,176.666013,0
72,2225063925322,2225079653116,2225217243747,137.590631,153.318425,0
73,2225681593778,2225697491942,2225863606510,166.114568,182.012732,0
