window_index,window_complete_monotonic_ns,decision_monotonic_ns,draw_completed_monotonic_ns,decision_to_gui_draw_ms,window_to_gui_draw_ms,gui_messages_dropped
1,11896053142281,11896169619191,11896373866697,204.247506,320.724416,0
2,11896670856113,11896678647373,11896834586562,155.939189,163.730449,0
3,11897289549409,11897291446520,11897384223357,92.776837,94.673948,0
4,11897907890817,11897910083725,11898033427229,123.343504,125.536412,0
5,11898525745171,11898527422208,11898630022323,102.600115,104.277152,0
6,11899142468988,11899144208358,11899228370658,84.1623,85.90167,0
7,11899760947084,11899762669584,11899879321181,116.651597,118.374097,0
8,11900378371644,11900380143848,11900476144036,96.000188,97.772392,0
9,11900997023427,11900998691149,11901087266190,88.575041,90.242763,0
10,11901615122674,11901616961600,11901746138957,129.177357,131.016283,0
11,11902233419829,11902235114162,11902344514296,109.400134,111.094467,0
12,11902850798466,11902852806448,11902921933284,69.126836,71.134818,0
13,11903469995790,11903471768771,11903563476998,91.708227,93.481208,0
14,11904087983892,11904090001521,11904210960545,120.959024,122.976653,0
15,11904706529365,11904708473310,11904799990296,91.516986,93.460931,0
16,11905324874432,11905327251877,11905503996293,176.744416,179.121861,0
17,11905942041648,11905944399630,11906059912265,115.512635,117.870617,0
18,11906560256143,11906563413143,11906664195852,100.782709,103.939709,0
19,11907178376842,11907180943231,11907314456867,133.513636,136.080025,0
20,11907795696171,11907797350431,11907934639957,137.289526,138.943786,0
21,11908413533946,11908415421446,11908518156915,102.735469,104.622969,0
22,11909032493815,11909034262574,11909154592803,120.330229,122.098988,0
23,11909649209499,11909651198480,11909744197597,92.999117,94.988098,0
24,11910266959647,11910268734480,11910356834485,88.100005,89.874838,0
25,11910887111684,11910890938944,11911004050025,113.111081,116.938341,0
26,11911503018834,11911504789630,11911607463211,102.673581,104.444377,0
27,11912122019818,11912123899855,11912234750695,110.85084,112.730877,0
28,11912739752525,11912741647414,11912849309977,107.662563,109.557452,0
29,11913359149344,11913362672696,11913450859109,88.186413,91.709765,0
30,11913975334830,11913977091590,11914095148264,118.056674,119.813434,0
31,11914593573818,11914595239762,11914676503360,81.263598,82.929542,0
32,11915211620602,11915213334324,11915316701498,103.367174,105.080896,0
33,11915831121517,11915832818443,11915936746506,103.928063,105.624989,0
34,11916448253859,11916450026303,11916530219828,80.193525,81.965969,0
35,11917066031757,11917067816646,11917163306894,95.490248,97.275137,0
36,11917684634230,11917686734138,11917783868979,97.134841,99.234749,0
37,11918303398278,11918305952112,11918462722754,156.770642,159.324476,0
38,11918920881771,11918922816605,11919037755151,114.938546,116.87338,0
39,11919539153543,11919541177599,11919636664014,95.486415,97.510471,0
40,11920156454131,11920158529853,11920286769290,128.239437,130.315159,0
41,11920775537516,11920777454146,11920940375808,162.921662,164.838292,0
42,11921393833939,11921400139735,11921521658931,121.519196,127.824992,0
43,11922011113140,11922022431067,11922162207616,139.776549,151.094476,0
44,11922634492805,11922636388028,11922807268191,170.880163,172.775386,0
45,11923253380619,11923255305508,11923364843926,109.538418,111.463307,0
46,11923865567249,11923870081471,11924068555119,198.473648,202.98787,0
47,11924483394305,11924484910361,11924565960276,81.049915,82.565971,0
48,11925100721325,11925101764696,11925185844667,84.079971,85.123342,0
49,11925721360940,11925722986569,11925898729142,175.742573,177.368202,0
50,11926337139239,11926338954850,11926432744804,93.789954,95.605565,0
51,11926956457410,11926958071077,11927048424067,90.35299,91.966657,0
52,11927573168471,11927574784860,11927678807426,104.022566,105.638955,0
53,11928192646625,11928204576348,11928333655973,129.079625,141.009348,0
54,11928821217744,11928823300319,11928953784480,130.484161,132.566736,0
55,11929427934010,11929429669381,11929534477373,104.807992,106.543363,0
56,11930046944093,11930048637982,11930162057975,113.419993,115.113882,0
57,11930663301658,11930665076047,11930746788704,81.712657,83.487046,0
58,11931282992001,11931284667575,11931358394861,73.727286,75.40286,0
59,11931900821012,11931902514827,11932009807357,107.29253,108.986345,0
60,11932519567469,11932521645358,11932655313299,133.667941,135.74583,0
61,11933136102518,11933139593796,11933264955051,125.361255,128.852533,0
62,11933754289847,11933757357125,11933900679585,143.32246,146.389738,0
63,11934371999342,11934373727935,11934469020724,95.292789,97.021382,0
64,11934991200654,11934993236821,11935163744952,170.508131,172.544298,0
65,11935608792300,11935610433170,11935733225537,122.792367,124.433237,0
66,11936227877354,11936229836817,11936339578626,109.741809,111.701272,0
67,11936845629149,11936847932687,11936969576923,121.644236,123.947774,0
68,11937463501316,11937465952909,11937650286135,184.333226,186.784819,0
69,11938080869057,11938081815909,11938282025156,200.209247,201.156099,0
70,11938700344596,11938701442300,11938785796366,84.354066,85.45177,0
71,11939318503358,11939319680043,11939416923055,97.243012,98.419697,0
72,11939935452639,11939936757935,11940049745653,112.987718,114.293014,0
73,11940554716550,11940555716643,11940635691283,79.97464,80.974733,0
74,11941172994759,11941174074574,11941258296085,84.221511,85.301326,0
75,11941789308968,11941790262561,11941896675945,106.413384,107.366977,0
76,11942408619753,11942410137790,11942505418710,95.28092,96.798957,0
77,11943027034538,11943028022816,11943129011625,100.988809,101.977087,0
78,11943645085620,11943646092398,11943742351893,96.259495,97.266273,0
79,11944261528684,11944262484740,11944387839387,125.354647,126.310703,0
80,11944879863009,11944880853195,11944981310486,100.457291,101.447477,0
81,11945497747594,11945499022113,11945614222536,115.200423,116.474942,0
