timestamp,window_index,reconstruction_error,threshold,predicted_label,inference_time_ms,measured_sampling_rate_hz,status,error,threshold_source,runtime_backend,window_start_timestamp,window_complete_monotonic_ns,decision_monotonic_ns,queue_wait_ms,preprocessing_time_ms,decision_latency_ms,window_formation_time_ms,total_window_pipeline_time_ms,queue_pending_windows,windows_dropped,gap_count,overrun_count,saturated_count,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,isolation_forest_score,isolation_forest_threshold,isolation_forest_predicted_label,isolation_forest_inference_time_ms,isolation_forest_status,isolation_forest_runtime,rms_score,rms_threshold,rms_predicted_label,rms_inference_time_ms,rms_status,rms_runtime
2026-09-18T19:12:46.891+02:00,1,0.2579408449848059,0.47720259914362284,0,0.258167,207.42657940636613,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:12:46.258+02:00,15219073867882,15219094687938,2.825148,1.010444,20.820056,612.264833,633.084889,0,0,0,0,0,10.573493700774396,241238016,238764032,0.3787874981917177,0.4833547401595273,0,16.633852,NORMAL,scikit-learn IsolationForest.score_samples,0.4893734273824939,1.296361072562011,0,0.059055,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:12:47.508+02:00,2,0.2460476079004188,0.47720259914362284,0,0.218611,207.52987882016632,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:12:46.876+02:00,15219691833271,15219711651716,0.800481,0.847797,19.818445,611.960074,631.778519,0,0,0,0,0,55.103211580845716,241369088,238764032,0.38639612429197456,0.4833547401595273,0,17.819668,NORMAL,scikit-learn IsolationForest.score_samples,0.4951434144391562,1.296361072562011,0,0.095444,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:12:48.125+02:00,3,0.2872913474572821,0.47720259914362284,0,0.223019,207.70383738138466,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:12:47.494+02:00,15220309611494,15220329202569,0.73413,0.825648,19.591075,611.447538,631.038613,0,0,0,0,0,56.67752219346813,241369088,238764032,0.3899028343576473,0.4833547401595273,0,17.679093,NORMAL,scikit-learn IsolationForest.score_samples,0.5309027679371405,1.296361072562011,0,0.0995,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:12:48.744+02:00,4,0.2460949869637914,0.47720259914362284,0,0.249445,207.55883991579284,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:12:48.112+02:00,15220927870032,15220947635829,0.669148,0.905408,19.765797,611.874686,631.640483,0,0,0,0,0,56.593181934516316,241418240,238764032,0.38790670806068384,0.4833547401595273,0,17.795816,NORMAL,scikit-learn IsolationForest.score_samples,0.5244566568060597,1.296361072562011,0,0.114648,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:12:49.362+02:00,5,0.2510141239764995,0.47720259914362284,0,0.255741,207.33037671727016,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:12:48.730+02:00,15221546106127,15221566220961,0.657944,0.896704,20.114834,612.548928,632.663762,0,0,0,0,0,54.96637502327925,241516544,238764032,0.38764403643717854,0.4833547401595273,0,18.188575,NORMAL,scikit-learn IsolationForest.score_samples,0.5108928718681005,1.296361072562011,0,0.08824,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:12:49.980+02:00,6,0.29577506838841333,0.47720259914362284,0,0.235482,207.60112457561874,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:12:49.348+02:00,15222163894166,15222183858092,0.692444,0.73463,19.963926,611.750058,631.713984,0,0,0,0,0,50.191034606384925,241582080,239288320,0.38667006334049997,0.4833547401595273,0,18.187482,NORMAL,scikit-learn IsolationForest.score_samples,0.5215367237352975,1.296361072562011,0,0.09226,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:12:50.599+02:00,7,0.2670522240528186,0.47720259914362284,0,0.253314,207.2227982789393,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:12:49.966+02:00,15222782850132,15222802673225,0.703685,0.858796,19.823093,612.866929,632.690022,0,0,0,0,0,54.94222490545262,241631232,239288320,0.38448354189060296,0.4833547401595273,0,17.872557,NORMAL,scikit-learn IsolationForest.score_samples,0.5427447421495682,1.296361072562011,0,0.102482,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:12:51.221+02:00,8,0.2433828067633126,0.47720259914362284,0,0.256518,208.9617078575303,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:12:50.588+02:00,15223399351357,15223425090710,0.598352,0.866518,25.739353,607.766855,633.506208,0,0,0,0,0,56.23406344717261,241696768,239288320,0.39203408037382076,0.4833547401595273,0,23.90276,NORMAL,scikit-learn IsolationForest.score_samples,0.5132316880882543,1.296361072562011,0,0.087444,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:12:51.841+02:00,9,0.2730100873052379,0.47720259914362284,0,0.279334,209.8241698569413,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:12:51.210+02:00,15224018848249,15224044346621,0.745371,1.015981,25.498372,605.268688,630.76706,0,0,0,0,0,58.13177187018039,241729536,239288320,0.3899632335913625,0.4833547401595273,0,23.31113,NORMAL,scikit-learn IsolationForest.score_samples,0.5174171743128999,1.296361072562011,0,0.113611,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:12:52.452+02:00,10,0.30984998032832795,0.47720259914362284,0,0.253537,207.47166498210024,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:12:51.820+02:00,15224635697402,15224655689236,0.738389,0.893407,19.991834,612.131782,632.123616,0,0,0,0,0,58.888959375595704,241745920,239288320,0.3961363168569497,0.4833547401595273,0,17.976186,NORMAL,scikit-learn IsolationForest.score_samples,0.5741763730461936,1.296361072562011,0,0.099963,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
