window_index,window_complete_monotonic_ns,decision_monotonic_ns,draw_completed_monotonic_ns,decision_to_gui_draw_ms,window_to_gui_draw_ms,gui_messages_dropped
1,15905870666972,15905895100484,15906143842478,248.741994,273.175506,0
2,15906488549408,15906507770270,15906774722754,266.952484,286.173346,0
3,15907107631105,15907128426763,15907355131820,226.705057,247.500715,0
4,15907724557708,15907743960421,15907949802542,205.842121,225.244834,0
5,15908342551830,15908364793675,15908551482045,186.68837,208.930215,0
6,15908960056415,15908981027796,15909174265855,193.238059,214.20944,0
7,15909578994594,15909602843550,15909834200925,231.357375,255.206331,0
8,15910196727179,15910216621430,15910434739409,218.117979,238.01223,0
9,15910814763469,15910835836850,15911049476715,213.639865,234.713246,0
10,15911433266758,15911454523528,15911625575003,171.051475,192.308245,0
11,15912051283585,15912071462077,15912243851255,172.389178,192.56767,0
12,15912669256931,15912688265829,15912877091294,188.825465,207.834363,0
13,15913285665257,15913305885859,15913527255655,221.369796,241.590398,0
14,15913904284399,15913923758872,15914141089425,217.330553,236.805026,0
15,15914522409430,15914542883088,15914734909814,192.026726,212.500384,0
16,15915139661053,15915159946248,15915398579682,238.633434,258.918629,0
17,15915758585548,15915778438706,15916080048079,301.609373,321.462531,0
18,15916374610245,15916399796757,15916606677916,206.881159,232.067671,0
19,15916993080443,15917014485731,15917241159178,226.673447,248.078735,0
20,15917611196956,15917630821836,15917836068661,205.246825,224.871705,0
21,15918230194506,15918250950906,15918454876508,203.925602,224.682002,0
22,15918846297852,15918872351106,15919078163228,205.812122,231.865376,0
23,15919465439403,15919486419951,15919683496494,197.076543,218.057091,0
24,15920082362564,15920104204668,15920299435988,195.23132,217.073424,0
25,15920700114115,15920720476440,15920935695029,215.218589,235.580914,0
26,15921318058591,15921341276399,15921547025021,205.748622,228.96643,0
27,15921937470939,15921957782801,15922140314615,182.531814,202.843676,0
28,15922553984230,15922573859425,15922768346227,194.486802,214.361997,0
29,15923172934319,15923192225365,15923401818971,209.593606,228.884652,0
30,15923790341314,15923808917879,15924037099253,228.181374,246.757939,0
31,15924408196236,15924426715967,15924601974185,175.258218,193.777949,0
32,15925025351139,15925043843333,15925208144286,164.300953,182.793147,0
33,15925644117635,15925662967533,15925860423947,197.456414,216.306312,0
34,15926261944724,15926283054142,15926521741743,238.687601,259.797019,0
35,15926878679238,15926899868230,15927123912750,224.04452,245.233512,0
36,15927497937216,15927522062043,15927700125337,178.063294,202.188121,0
37,15928114664638,15928133148036,15928329424135,196.276099,214.759497,0
38,15928733680431,15928752520515,15928963464992,210.944477,229.784561,0
39,15929350923520,15929370552530,15929606655594,236.103064,255.732074,0
40,15930062999787,15930063658158,15930253366253,189.708095,190.366466,0
41,15930601074632,15930621532883,15930842500902,220.968019,241.42627,0
42,15931219812945,15931238287380,15931445788336,207.500956,225.975391,0
43,15931837207553,15931863731770,15932085139289,221.407519,247.931736,0
44,15932453971494,15932475157727,15932665120230,189.962503,211.148736,0
45,15933071686695,15933092094316,15933301971700,209.877384,230.285005,0
46,15933690488693,15933711411407,15933900266484,188.855077,209.777791,0
47,15934307522227,15934328275052,15934550928035,222.652983,243.405808,0
48,15934925289706,15934947354717,15935153798322,206.443605,228.508616,0
49,15935543082445,15935566218623,15935774840747,208.622124,231.758302,0
50,15936161745073,15936183027231,15936364412638,181.385407,202.667565,0
51,15936778576255,15936798625710,15937011386281,212.760571,232.810026,0
52,15937397477976,15937416701893,15937656573496,239.871603,259.09552,0
53,15938014686604,15938035082984,15938214449483,179.366499,199.762879,0
54,15938633044399,15938652869316,15938843393117,190.523801,210.348718,0
55,15939250363712,15939270081944,15939456018242,185.936298,205.65453,0
56,15939868406081,15939888143165,15940092237343,204.094178,223.831262,0
57,15940486695247,15940517548670,15940716208733,198.660063,229.513486,0
58,15941104601190,15941159660940,15941344282497,184.621557,239.681307,0
59,15941722670170,15941742732699,15941957312808,214.580109,234.642638,0
60,15942339501113,15942360414106,15942574715418,214.301312,235.214305,0
61,15942957155613,15942975865418,15943219516838,243.65142,262.361225,0
62,15943575910168,15943595066048,15943798819059,203.753011,222.908891,0
63,15944193362593,15944213229085,15944435924383,222.695298,242.56179,0
64,15944810153092,15944830580991,15945012354621,181.77363,202.201529,0
65,15945427889962,15945447478528,15945670587123,223.108595,242.697161,0
66,15946046794370,15946067264343,15946276869802,209.605459,230.075432,0
67,15946663723943,15946682342564,15946895915691,213.573127,232.191748,0
68,15947281381054,15947310056791,15947566763477,256.706686,285.382423,0
69,15947899125869,15947918445990,15948111232625,192.786635,212.106756,0
70,15948517225832,15948540213252,15948754462972,214.24972,237.23714,0
71,15949134775555,15949154616380,15949339087807,184.471427,204.312252,0
72,15949752954167,15949771280861,15949992573715,221.292854,239.619548,0
73,15950371105130,15950391835807,15950594366559,202.530752,223.261429,0
74,15950989692483,15951010634901,15951325432173,314.797272,335.73969,0
75,15951610747097,15951639721537,15951939032987,299.31145,328.28589,0
76,15952227825838,15952248105237,15952497017698,248.912461,269.19186,0
77,15952842640523,15952869157444,15953123500277,254.342833,280.859754,0
78,15953461160635,15953499636192,15953787928432,288.29224,326.767797,0
79,15954078905914,15954122576603,15954518766917,396.190314,439.861003,0
80,15954777516031,15954801132654,15954977362578,176.229924,199.846547,0
81,15955313674713,15955329515980,15955461078122,131.562142,147.403409,0
82,15955932029196,15955948729075,15956119599348,170.870273,187.570152,0
83,15956548880253,15956564497242,15956715330116,150.832874,166.449863,0
