timestamp,window_index,reconstruction_error,threshold,predicted_label,inference_time_ms,measured_sampling_rate_hz,status,error,threshold_source,runtime_backend,window_start_timestamp,window_complete_monotonic_ns,decision_monotonic_ns,queue_wait_ms,preprocessing_time_ms,decision_latency_ms,window_formation_time_ms,total_window_pipeline_time_ms,queue_pending_windows,windows_dropped,gap_count,overrun_count,saturated_count,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,isolation_forest_score,isolation_forest_threshold,isolation_forest_predicted_label,isolation_forest_inference_time_ms,isolation_forest_status,isolation_forest_runtime,rms_score,rms_threshold,rms_predicted_label,rms_inference_time_ms,rms_status,rms_runtime
2026-09-18T18:55:10.995+02:00,1,0.2810167795187084,0.47720259914362284,0,0.218389,207.38814349834269,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T18:55:10.359+02:00,14163174771555,14163198776748,2.121429,0.909167,24.005193,612.378306,636.383499,0,0,0,0,0,13.491270500414174,242450432,240435200,0.3914046918077177,0.4833547401595273,0,20.52267,NORMAL,scikit-learn IsolationForest.score_samples,0.5435856225318124,1.296361072562011,0,0.189315,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T18:55:11.609+02:00,2,0.28563845255752085,0.47720259914362284,0,0.148148,207.08347078634588,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T18:55:10.976+02:00,14163793319128,14163812644334,0.365111,0.519019,19.325206,613.279271,632.604477,0,0,0,0,0,55.39278034057752,242581504,240435200,0.390408463009594,0.4833547401595273,0,18.165519,NORMAL,scikit-learn IsolationForest.score_samples,0.5490250988959062,1.296361072562011,0,0.101852,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T18:55:12.233+02:00,3,0.2767362600439585,0.47720259914362284,0,0.297982,208.3512366379225,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T18:55:11.597+02:00,14164410168902,14164436443727,0.829057,0.954186,26.274825,609.547618,635.822443,0,0,0,0,0,62.520849200404705,242581504,240435200,0.3887007151901446,0.4833547401595273,0,24.044229,NORMAL,scikit-learn IsolationForest.score_samples,0.5491283184915547,1.296361072562011,0,0.115056,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T18:55:12.845+02:00,4,0.28576610853043705,0.47720259914362284,0,0.24126,207.65361010256723,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T18:55:12.214+02:00,14165028996660,14165048837848,0.811131,0.880445,19.841188,611.595435,631.436623,0,0,0,0,0,60.420456386634605,242581504,240435200,0.3911219826404913,0.4833547401595273,0,17.775241,NORMAL,scikit-learn IsolationForest.score_samples,0.5687201141035321,1.296361072562011,0,0.097815,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T18:55:13.470+02:00,5,0.29450928199849596,0.47720259914362284,0,0.260241,207.65264822496195,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T18:55:12.832+02:00,14165647320158,14165673335057,3.77156,0.886538,26.014899,611.598268,637.613167,0,0,0,0,0,57.64556093005672,242597888,240435200,0.3920025404168092,0.4833547401595273,0,20.906467,NORMAL,scikit-learn IsolationForest.score_samples,0.5635931234574882,1.296361072562011,0,0.120926,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T18:55:14.080+02:00,6,0.3032394492674939,0.47720259914362284,0,0.196463,208.61986806787556,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T18:55:13.451+02:00,14166263867395,14166283341879,0.399945,0.500075,19.474484,608.762728,628.237212,0,0,0,0,0,49.18566983564841,242663424,240959488,0.39086895670843347,0.4833547401595273,0,18.301723,NORMAL,scikit-learn IsolationForest.score_samples,0.5552273193763768,1.296361072562011,0,0.0565,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T18:55:14.697+02:00,7,0.2911293366308345,0.47720259914362284,0,0.143556,207.8900708472501,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T18:55:14.067+02:00,14166882053301,14166901272729,0.581019,0.470853,19.219428,610.899787,630.119215,0,0,0,0,0,55.015510450182795,242761728,240959488,0.3858171848505882,0.4833547401595273,0,17.902982,NORMAL,scikit-learn IsolationForest.score_samples,0.5322743449703048,1.296361072562011,0,0.098759,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T18:55:15.319+02:00,8,0.2984041053123481,0.47720259914362284,0,0.283704,208.14938268219754,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T18:55:14.686+02:00,14167499968558,14167522890324,0.892242,0.966723,22.921766,610.13873,633.060496,0,0,0,0,0,54.697476382226185,242827264,240959488,0.3946939460754205,0.4833547401595273,0,20.644726,NORMAL,scikit-learn IsolationForest.score_samples,0.566015583340418,1.296361072562011,0,0.099055,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T18:55:15.941+02:00,9,0.2541981465816196,0.47720259914362284,0,0.387889,208.8157302119444,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T18:55:15.307+02:00,14168118934502,14168144775733,0.905038,1.057038,25.841231,608.191729,634.03296,0,0,0,0,0,56.28109172528515,242860032,240959488,0.386551091040993,0.4833547401595273,0,23.354877,NORMAL,scikit-learn IsolationForest.score_samples,0.5285710760184525,1.296361072562011,0,0.095241,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T18:55:16.552+02:00,10,0.32185967270245897,0.47720259914362284,0,0.232945,208.85262022624516,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T18:55:15.924+02:00,14168736115425,14168756066872,0.659278,0.856445,19.951447,608.084303,628.03575,0,0,0,0,0,55.6185076178591,242892800,240959488,0.3937603138017468,0.4833547401595273,0,18.044316,NORMAL,scikit-learn IsolationForest.score_samples,0.5634531480836091,1.296361072562011,0,0.128926,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
