window_index,window_complete_monotonic_ns,decision_monotonic_ns,draw_completed_monotonic_ns,decision_to_gui_draw_ms,window_to_gui_draw_ms,gui_messages_dropped
1,14163174771555,14163198776748,14163526963304,328.186556,352.191749,0
2,14163793319128,14163812644334,14164047887346,235.243012,254.568218,0
3,14164410168902,14164436443727,14164697771397,261.32767,287.602495,0
4,14165028996660,14165048837848,14165256374368,207.53652,227.377708,0
5,14165647320158,14165673335057,14165893915442,220.580385,246.595284,0
6,14166263867395,14166283341879,14166514091572,230.749693,250.224177,0
7,14166882053301,14166901272729,14167110654788,209.382059,228.601487,0
8,14167499968558,14167522890324,14167758197891,235.307567,258.229333,0
9,14168118934502,14168144775733,14168358956982,214.181249,240.02248,0
10,14168736115425,14168756066872,14168926149629,170.082757,190.034204,0
11,14169352844514,14169373718629,14169582041908,208.323279,229.197394,0
12,14169971087586,14169991268571,14170170145115,178.876544,199.057529,0
13,14170589603492,14170611240034,14170811953954,200.71392,222.350462,0
14,14171207454101,14171227542104,14171451703142,224.161038,244.249041,0
15,14171826302878,14171857841764,14172143246311,285.404547,316.943433,0
16,14172442480689,14172461821599,14172693441885,231.620286,250.961196,0
17,14173061296947,14173081601561,14173289445081,207.84352,228.148134,0
18,14173679352260,14173701021765,14173921482095,220.46033,242.129835,0
19,14174297774333,14174319996227,14174586283088,266.286861,288.508755,0
20,14174914227385,14174934504203,14175185611436,251.107233,271.384051,0
21,14175532746495,14175552531349,14175791827792,239.296443,259.081297,0
22,14176150806937,14176174976704,14176370076562,195.099858,219.269625,0
23,14176767467434,14176788853402,14176963495589,174.642187,196.028155,0
24,14177385257673,14177405160657,14177616526459,211.365802,231.268786,0
25,14178004808154,14178023832101,14178253385922,229.553821,248.577768,0
26,14178622388652,14178645383751,14178863652078,218.268327,241.263426,0
27,14179240537113,14179269917478,14179482394781,212.477303,241.857668,0
28,14179858131556,14179884927862,14180104115357,219.187495,245.983801,0
29,14180475441757,14180496339576,14180665459091,169.119515,190.017334,0
30,14181094007034,14181114226148,14181298504698,184.27855,204.497664,0
31,14181710048549,14181733272981,14181958896594,225.623613,248.848045,0
32,14182328556585,14182348406606,14182527995151,179.588545,199.438566,0
33,14182947047269,14182966500623,14183170526972,204.026349,223.479703,0
34,14183565230415,14183586608716,14183805291600,218.682884,240.061185,0
35,14184182195357,14184203301750,14184429935790,226.63404,247.740433,0
36,14184800262078,14184819796099,14185002281684,182.485585,202.019606,0
37,14185418972781,14185440596045,14185634970458,194.374413,215.997677,0
38,14186036587409,14186059752767,14186318997564,259.244797,282.410155,0
39,14186654178962,14186677805710,14186989348730,311.54302,335.169768,0
40,14187288873553,14187328079725,14187681252734,353.173009,392.379181,0
41,14187897497356,14187930344169,14188247723511,317.379342,350.226155,0
42,14188508837514,14188535387098,14188773399836,238.012738,264.562322,0
43,14189128199366,14189240585580,14189595917536,355.331956,467.71817,0
44,14189742628527,14189758598119,14189883646994,125.048875,141.018467,0
45,14190361166304,14190377103025,14190549950489,172.847464,188.784185,0
46,14190979283229,14190995715247,14191149147097,153.43185,169.863868,0
47,14191596414764,14191613791690,14191740353326,126.561636,143.938562,0
48,14192215373097,14192231120836,14192363704034,132.583198,148.330937,0
49,14192832713669,14192849680687,14193000187794,150.507107,167.474125,0
50,14193449870111,14193466330999,14193575449913,109.118914,125.579802,0
51,14194068555074,14194084345553,14194225169557,140.824004,156.614483,0
52,14194685732775,14194701847866,14194864384430,162.536564,178.651655,0
53,14195306080165,14195340039276,14195494165942,154.126666,188.085777,0
54,14195921657124,14195944082963,14196152652781,208.569818,230.995657,0
55,14196539963309,14196556777049,14196688018246,131.241197,148.054937,0
56,14197156750917,14197173400157,14197328285935,154.885778,171.535018,0
57,14197774368379,14197790722748,14197920984296,130.261548,146.615917,0
58,14198393880583,14198410409027,14198559096946,148.687919,165.216363,0
59,14199011263655,14199027166283,14199152909974,125.743691,141.646319,0
60,14199629477599,14199647107321,14199790830402,143.723081,161.352803,0
61,14200246492059,14200262196076,14200417405169,155.209093,170.91311,0
62,14200863850502,14200880258464,14201027440789,147.182325,163.590287,0
63,14201482364465,14201498559778,14201660911546,162.351768,178.547081,0
64,14202101205557,14202117576704,14202256911317,139.334613,155.70576,0
65,14202717970277,14202734883203,14202892673391,157.790188,174.703114,0
66,14203335592275,14203351207366,14203490570016,139.36265,154.977741,0
67,14203953860682,14203971207368,14204126438868,155.2315,172.578186,0
68,14204571548736,14204588186143,14204714141279,125.955136,142.592543,0
69,14205189369365,14205205883160,14205361250457,155.367297,171.881092,0
70,14205807788087,14205830979741,14205980288458,149.308717,172.500371,0
71,14206424541214,14206440318657,14206582682681,142.364024,158.141467,0
72,14207044172344,14207060032825,14207237031589,176.998764,192.859245,0
73,14207661551936,14207678464935,14207821176422,142.711487,159.624486,0
74,14208279258527,14208295353026,14208468564675,173.211649,189.306148,0
75,14208897708138,14208913575710,14209056399494,142.823784,158.691356,0
76,14209514222709,14209530342819,14209702617820,172.275001,188.395111,0
77,14210132905357,14210148590374,14210297352423,148.762049,164.447066,0
78,14210751000357,14210767444282,14210886973929,119.529647,135.973572,0
79,14211369324041,14211385526855,14211552843758,167.316903,183.519717,0
80,14211987215003,14212002959298,14212139915020,136.955722,152.700017,0
81,14212604720169,14212620980779,14212794392799,173.41202,189.67263,0
82,14213222673575,14213238890667,14213403190011,164.299344,180.516436,0
83,14213839874444,14213856555962,14213999337116,142.781154,159.462672,0
84,14214458253129,14214474102091,14214658865345,184.763254,200.612216,0
85,14215075506942,14215091442478,14215256305489,164.863011,180.798547,0
86,14215692993626,14215711943128,14215862244679,150.301551,169.251053,0
87,14216311659682,14216335619375,14216540978707,205.359332,229.319025,0
88,14216929424440,14216945262402,14217081778475,136.516073,152.354035,0
89,14217547293014,14217563321901,14217734220789,170.898888,186.927775,0
90,14218165278180,14218181101456,14218336783254,155.681798,171.505074,0
91,14218782551123,14218798871215,14218924064868,125.193653,141.513745,0
92,14219401369031,14219417146344,14219566399764,149.25342,165.030733,0
93,14220019111808,14220035216510,14220144830721,109.614211,125.718913,0
94,14220635663435,14220651488860,14220784408669,132.919809,148.745234,0
95,14221254734065,14221271777084,14221410496678,138.719594,155.762613,0
96,14221872891509,14221894608107,14222069740851,175.132744,196.849342,0
97,14222489923193,14222505835451,14222649477698,143.642247,159.554505,0
98,14223108638397,14223124614211,14223281353750,156.739539,172.715353,0
99,14223725527007,14223742344710,14223870092255,127.747545,144.565248,0
100,14224343977173,14224359799376,14224491885629,132.086253,147.908456,0
101,14224960966190,14224976950652,14225134228748,157.278096,173.262558,0
102,14225579637746,14225595463615,14225717109654,121.646039,137.471908,0
103,14226196208411,14226215271709,14226356841195,141.569486,160.632784,0
104,14226815547708,14226831570540,14226992204084,160.633544,176.656376,0
105,14227432113781,14227447702186,14227588761394,141.059208,156.647613,0
106,14228050275373,14228066415650,14228226700656,160.285006,176.425283,0
107,14228667466353,14228683168537,14228819368091,136.199554,151.901738,0
108,14229287117892,14229307349932,14229453847664,146.497732,166.729772,0
109,14229903702816,14229919412833,14230047920175,128.507342,144.217359,0
110,14230521147593,14230537058591,14230675223740,138.165149,154.076147,0
111,14231140757483,14231156704389,14231314881412,158.177023,174.123929,0
