window_index,window_complete_monotonic_ns,decision_monotonic_ns,draw_completed_monotonic_ns,decision_to_gui_draw_ms,window_to_gui_draw_ms,gui_messages_dropped
1,9302126707766,9302172868620,9302283021250,110.15263,156.313484,0
2,9302744163587,9302745034396,9302844416870,99.382474,100.253283,0
3,9303361978224,9303362810551,9303444430749,81.620198,82.452525,0
4,9303981472638,9303982350447,9304049667605,67.317158,68.194967,0
5,9304599167835,9304600015440,9304646309164,46.293724,47.141329,0
6,9305215362637,9305216205316,9305299111659,82.906343,83.749022,0
7,9305834173393,9305835015331,9305902112391,67.09706,67.938998,0
8,9306452593566,9306453405726,9306505155490,51.749764,52.561924,0
9,9307069138780,9307069961144,9307159877976,89.916832,90.739196,0
10,9307687189991,9307688404212,9307776981635,88.577423,89.791644,0
11,9308305278550,9308306070506,9308374996775,68.926269,69.718225,0
12,9308923478845,9308924275078,9308978385023,54.109945,54.906178,0
13,9309540112815,9309540931197,9309632926463,91.995266,92.813648,0
14,9310158603660,9310159411468,9310234475879,75.064411,75.872219,0
15,9310776025833,9310776808566,9310836409718,59.601152,60.383885,0
16,9311394996840,9311395849370,9311491316350,95.46698,96.31951,0
17,9312011417507,9312012219130,9312093471461,81.252331,82.053954,0
18,9312630678820,9312631512758,9312695980774,64.468016,65.301954,0
19,9313248290921,9313249399641,9313320720568,71.320927,72.429647,0
20,9313865013445,9313865840198,9313922396785,56.556587,57.38334,0
21,9314483254024,9314484067962,9314574911908,90.843946,91.657884,0
22,9315100542900,9315101449079,9315177925598,76.476519,77.382698,0
23,9315719955316,9315720774161,9315773169631,52.39547,53.214315,0
24,9316337381831,9316338195694,9316425658145,87.462451,88.276314,0
25,9316955396161,9316956240488,9317029206362,72.965874,73.810201,0
26,9317573083112,9317573919198,9317631725651,57.806453,58.642539,0
27,9318190999617,9318191918852,9318283506656,91.587804,92.507039,0
28,9318807849488,9318808895540,9318906843359,97.947819,98.993871,0
29,9319426217136,9319427039314,9319505320279,78.280965,79.103143,0
30,9320043468984,9320044310774,9320108421019,64.110245,64.952035,0
31,9320662490926,9320663355605,9320711781255,48.42565,49.290329,0
32,9321280092455,9321280932226,9321362941556,82.00933,82.849101,0
33,9321896458884,9321897352989,9321964283532,66.930543,67.824648,0
34,9322514336775,9322515165694,9322567503306,52.337612,53.166531,0
35,9323132170494,9323133013655,9323220280410,87.266755,88.109916,0
36,9323750879292,9323751705026,9323822485436,70.78041,71.606144,0
37,9324368854132,9324369917832,9324444231439,74.313607,75.377307,0
38,9324986745205,9324987873999,9325061619190,73.745191,74.873985,0
39,9325604155914,9325605219688,9325683912911,78.693223,79.756997,0
40,9326221525044,9326222343296,9326284792252,62.448956,63.267208,0
41,9326840396835,9326841247292,9326889368268,48.120976,48.971433,0
42,9327457147927,9327457987642,9327540295544,82.307902,83.147617,0
43,9328074939861,9328075751983,9328142403794,66.651811,67.463933,0
44,9328694140141,9328694958005,9328745748627,50.790622,51.608486,0
45,9329311628616,9329312465776,9329400971114,88.505338,89.342498,0
46,9329928638281,9329929477756,9329996663313,67.185557,68.025032,0
47,9330545937093,9330546773939,9330598976302,52.202363,53.039209,0
48,9331164172767,9331165293412,9331266416833,101.123421,102.244066,0
49,9331782659936,9331783844860,9331881415508,97.570648,98.755572,0
50,9332400337812,9332401504717,9332500803333,99.298616,100.465521,0
51,9333017450749,9333018302409,9333098987059,80.68465,81.53631,0
52,9333636537911,9333637357978,9333705798122,68.440144,69.260211,0
53,9334252648657,9334253516003,9334302981158,49.465155,50.332501,0
54,9334871997386,9334872837731,9334956271344,83.433613,84.273958,0
55,9335489644827,9335490463450,9335556852323,66.388873,67.207496,0
56,9336107138336,9336107942847,9336159379974,51.437127,52.241638,0
57,9336724243184,9336725079214,9336811706758,86.627544,87.463574,0
58,9337341673681,9337342503433,9337412941565,70.438132,71.267884,0
59,9337959651068,9337960752121,9338038057737,77.305616,78.406669,0
60,9338577722729,9338578537426,9338637586194,59.048768,59.863465,0
61,9339195489420,9339196434026,9339291155698,94.721672,95.666278,0
62,9339813889166,9339814777734,9339893415589,78.637855,79.526423,0
63,9340430773314,9340431639141,9340493448854,61.809713,62.67554,0
64,9341048790880,9341049674874,9341096088965,46.414091,47.298085,0
65,9341667618933,9341668445759,9341748164034,79.718275,80.545101,0
66,9342284509455,9342285350855,9342350163589,64.812734,65.654134,0
67,9342902696932,9342903525591,9342951865781,48.34019,49.168849,0
68,9343519054620,9343520124061,9343626640354,106.516293,107.585734,0
69,9344137819096,9344138657645,9344226949092,88.291447,89.129996,0
70,9344755154009,9344756074651,9344829594800,73.520149,74.440791,0
71,9345373175057,9345374018568,9345431583588,57.56502,58.408531,0
72,9345991617364,9345992431949,9346086302583,93.870634,94.685219,0
73,9346608708313,9346609524714,9346688251099,78.726385,79.542786,0
74,9347225654350,9347226545103,9347292381791,65.836688,66.727441,0
