timestamp,window_index,reconstruction_error,threshold,predicted_label,inference_time_ms,measured_sampling_rate_hz,status,error,threshold_source,runtime_backend,window_start_timestamp,window_complete_monotonic_ns,decision_monotonic_ns,queue_wait_ms,preprocessing_time_ms,decision_latency_ms,window_formation_time_ms,total_window_pipeline_time_ms,queue_pending_windows,windows_dropped,gap_count,overrun_count,saturated_count,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,isolation_forest_score,isolation_forest_threshold,isolation_forest_predicted_label,isolation_forest_inference_time_ms,isolation_forest_status,isolation_forest_runtime,rms_score,rms_threshold,rms_predicted_label,rms_inference_time_ms,rms_status,rms_runtime
2026-09-18T19:24:13.691+02:00,1,0.2772242860949281,0.47720259914362284,0,0.27313,207.4616089883072,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:24:13.055+02:00,15905870666972,15905895100484,0.609352,1.128759,24.433512,612.161453,636.594965,0,0,0,0,0,13.526159274139491,243875840,242450432,0.3835082034127954,0.4833547401595273,0,22.2509,NORMAL,scikit-learn IsolationForest.score_samples,0.5349881582131337,1.296361072562011,0,0.1305,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:24:14.304+02:00,2,0.24610598183245327,0.47720259914362284,0,0.257278,208.99063012067154,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:24:13.677+02:00,15906488549408,15906507770270,0.695797,0.943704,19.220862,607.682746,626.903608,0,0,0,0,0,68.54838131863448,243875840,242450432,0.3771818666236036,0.4833547401595273,0,17.158712,NORMAL,scikit-learn IsolationForest.score_samples,0.4934273127139265,1.296361072562011,0,0.124037,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:24:14.925+02:00,3,0.25364213239651434,0.47720259914362284,0,0.256407,207.06315137369776,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:24:14.290+02:00,15907107631105,15907128426763,0.899537,0.907482,20.795658,613.339453,634.135111,0,0,0,0,0,72.51240876246041,243892224,242450432,0.386669293472088,0.4833547401595273,0,18.599269,NORMAL,scikit-learn IsolationForest.score_samples,0.5083888342082292,1.296361072562011,0,0.103741,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:24:15.540+02:00,4,0.2496367393297708,0.47720259914362284,0,0.300093,207.85398678373681,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:24:14.910+02:00,15907724557708,15907743960421,0.380259,0.608612,19.402713,611.005841,630.408554,0,0,0,0,0,63.35750463303263,243908608,242450432,0.3849051866145746,0.4833547401595273,0,17.98525,NORMAL,scikit-learn IsolationForest.score_samples,0.4805741342897234,1.296361072562011,0,0.101056,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:24:16.161+02:00,5,0.22931858124993285,0.47720259914362284,0,0.28413,207.79292923463888,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:24:15.528+02:00,15908342551830,15908364793675,2.943724,0.89276,22.241845,611.185378,633.427223,0,0,0,0,0,64.43117974319505,243990528,242450432,0.38023867778722964,0.4833547401595273,0,17.986509,NORMAL,scikit-learn IsolationForest.score_samples,0.5006361315869443,1.296361072562011,0,0.101555,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:24:16.777+02:00,6,0.23879564828659264,0.47720259914362284,0,0.251185,208.10262412788165,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:24:16.146+02:00,15908960056415,15908981027796,0.888797,0.845426,20.971381,610.275822,631.247203,0,0,0,0,0,56.79731728689921,244088832,242450432,0.37584256593286774,0.4833547401595273,0,18.856898,NORMAL,scikit-learn IsolationForest.score_samples,0.48170543902455365,1.296361072562011,0,0.100981,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:24:17.399+02:00,7,0.2679425094838095,0.47720259914362284,0,0.245852,207.22265863531686,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:24:16.762+02:00,15909578994594,15909602843550,0.697111,1.034742,23.848956,612.867342,636.716298,0,0,0,0,0,61.11113133855064,244137984,242450432,0.386647555296766,0.4833547401595273,0,21.729084,NORMAL,scikit-learn IsolationForest.score_samples,0.5144538143669004,1.296361072562011,0,0.105537,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:24:18.013+02:00,8,0.22806783794236804,0.47720259914362284,0,0.229371,207.65161098253543,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:24:17.381+02:00,15910196727179,15910216621430,0.607463,0.780742,19.894251,611.601323,631.495574,0,0,0,0,0,63.539872267640646,244187136,242450432,0.3785969749126587,0.4833547401595273,0,18.142398,NORMAL,scikit-learn IsolationForest.score_samples,0.483188430525061,1.296361072562011,0,0.10176,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:24:18.632+02:00,9,0.23885579007707847,0.47720259914362284,0,0.246778,207.51423319292348,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:24:17.999+02:00,15910814763469,15910835836850,0.735389,0.824186,21.073381,612.006213,633.079594,0,0,0,0,0,64.58925177434617,244219904,242450432,0.3759631016532085,0.4833547401595273,0,19.096139,NORMAL,scikit-learn IsolationForest.score_samples,0.4921323346782394,1.296361072562011,0,0.14137,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
2026-09-18T19:24:19.251+02:00,10,0.2502336390629454,0.47720259914362284,0,0.254223,207.47065937274542,NORMAL,,PROFILE/P99,ai_edge_litert.Interpreter 2.1.6 num_threads=1,2026-09-18T19:24:18.617+02:00,15911433266758,15911454523528,0.677297,0.824278,21.25677,612.134749,633.391519,0,0,0,0,0,66.28019461160359,244285440,242450432,0.38007029887401395,0.4833547401595273,0,19.378232,NORMAL,scikit-learn IsolationForest.score_samples,0.4851685545225575,1.296361072562011,0,0.09626,NORMAL,NumPy RMS auf standardisiertem 128×3-Fenster
