window_index,window_complete_monotonic_ns,decision_monotonic_ns,draw_completed_monotonic_ns,decision_to_gui_draw_ms,window_to_gui_draw_ms,gui_messages_dropped
1,13783723200708,13783755018575,13783999841701,244.823126,276.640993,0
2,13784339842558,13784364925362,13784638412667,273.487305,298.570109,0
3,13784958062409,13784979237801,13785200358644,221.120843,242.296235,0
4,13785576985946,13785599088988,13785808195725,209.106737,231.209779,0
5,13786194987519,13786218721840,13786426669410,207.94757,231.681891,0
6,13786811508424,13786831579038,13787048288673,216.709635,236.780249,0
7,13787429996906,13787450962391,13787674912718,223.950327,244.915812,0
8,13788048633443,13788069215113,13788321463914,252.248801,272.830471,0
9,13788666793276,13788705108501,13788977415583,272.307082,310.622307,0
10,13789283202459,13789303224387,13789496782905,193.558518,213.580446,0
11,13789901612755,13789921919443,13790125479119,203.559676,223.866364,0
12,13790519684495,13790539742109,13790732403922,192.661813,212.719427,0
13,13791137647365,13791157945646,13791381987436,224.04179,244.340071,0
14,13791755382901,13791774742551,13792003055346,228.312795,247.672445,0
15,13792374415569,13792394489590,13792618680084,224.190494,244.264515,0
16,13792991075752,13793010470995,13793257823013,247.352018,266.747261,0
17,13793610202549,13793630107978,13793847424298,217.31632,237.221749,0
18,13794227704938,13794258344785,13794498225110,239.880325,270.520172,0
19,13794844492029,13794868172609,13795085824041,217.651432,241.332012,0
20,13795463079233,13795484884589,13795730372976,245.488387,267.293743,0
21,13796081164622,13796101581736,13796343060989,241.479253,261.896367,0
22,13796699848696,13796725015093,13796998195306,273.180213,298.34661,0
23,13797318041511,13797337378383,13797545287602,207.909219,227.246091,0
24,13797934239417,13797954338531,13798120186649,165.848118,185.947232,0
25,13798553352455,13798574453051,13798782218973,207.765922,228.866518,0
26,13799170460602,13799190289882,13799397051451,206.761569,226.590849,0
27,13799788760695,13799815190075,13800042954462,227.764387,254.193767,0
28,13800406632529,13800425992697,13800590996741,165.004044,184.364212,0
29,13801025684660,13801044779235,13801220435697,175.656462,194.751037,0
30,13801642005177,13801662234420,13801883655578,221.421158,241.650401,0
31,13802260213658,13802283399998,13802476417663,193.017665,216.204005,0
