recording,method,window,source_window_start_ns,source_window_complete_ns,source_complete_elapsed_s,phase,score,threshold,prediction
autoencoder_awaiting_call_03,rms,171,5975741111470,5976351772011,105.615485004,post_cue,0.425761669554089,1.296361072562011,0
autoencoder_awaiting_call_03,rms,172,5976361194387,5976970943298,106.234656291,post_cue,0.43128678430077727,1.296361072562011,0
autoencoder_awaiting_call_03,rms,173,5976975377875,5977588737677,106.85245067,post_cue,0.427567810093187,1.296361072562011,0
autoencoder_awaiting_call_03,rms,174,5977593160810,5978204668740,107.468381733,post_cue,0.43786750957450715,1.296361072562011,0
autoencoder_awaiting_call_03,rms,175,5978211007004,5978823847361,108.087560354,post_cue,0.4155559343612356,1.296361072562011,0
autoencoder_awaiting_call_03,rms,176,5978829518735,5979441823056,108.705536049,post_cue,0.4480020011354531,1.296361072562011,0
autoencoder_awaiting_call_03,rms,177,5979446220596,5980059212620,109.322925613,post_cue,0.4267812260345114,1.296361072562011,0
autoencoder_awaiting_call_03,rms,178,5980063737419,5980676626944,109.940339937,post_cue,0.4169219264910824,1.296361072562011,0
autoencoder_awaiting_call_03,rms,179,5980681094762,5981293718323,110.557431316,post_cue,0.4463030569875032,1.296361072562011,0
autoencoder_awaiting_call_03,rms,180,5981298293548,5981911677499,111.175390492,post_cue,0.4350996709238384,1.296361072562011,0
autoencoder_awaiting_call_03,rms,181,5981916233169,5982528694434,111.792407427,post_cue,0.4252146447427727,1.296361072562011,0
autoencoder_awaiting_call_03,rms,182,5982533330215,5983146682796,112.410395789,post_cue,0.4196300959703605,1.296361072562011,0
autoencoder_awaiting_call_03,rms,183,5983151187966,5983763813268,113.027526261,post_cue,0.43682066322574026,1.296361072562011,0
autoencoder_awaiting_call_03,rms,184,5983768485827,5984381597278,113.645310271,post_cue,0.41128939044834073,1.296361072562011,0
autoencoder_awaiting_call_03,isolation_forest,1,5870748093182,5871362003372,0.625716365,pre_cue,0.3702854700601454,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,2,5871367238672,5871978583047,1.24229604,pre_cue,0.37818089884113026,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,3,5871982923123,5872597250704,1.860963697,pre_cue,0.37777497773969954,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,4,5872601386873,5873214150119,2.477863112,pre_cue,0.37769038969661467,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,5,5873218548974,5873832408331,3.096121324,pre_cue,0.3707250362912285,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,6,5873836717927,5874449089599,3.712802592,pre_cue,0.37157585705019663,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,7,5874453478713,5875068801498,4.332514491,pre_cue,0.37861449989311613,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,8,5875072215759,5875684477894,4.948190887,pre_cue,0.377210777455491,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,9,5875689211008,5876301522810,5.565235803,pre_cue,0.37891958049482255,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,10,5876307842277,5876920233283,6.183946276,pre_cue,0.3780313169738723,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,11,5876924495600,5877537020069,6.800733062,pre_cue,0.37605697947320094,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,12,5877541395109,5878154851838,7.418564831,pre_cue,0.3707859120076427,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,13,5878159327044,5878772532347,8.03624534,pre_cue,0.3760021749495846,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,14,5878777100943,5879390867376,8.654580369,pre_cue,0.37059962392092166,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,15,5879395279934,5880008341885,9.272054878,pre_cue,0.37227654242271907,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,16,5880013006259,5880625875099,9.889588092,pre_cue,0.3690068422046457,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,17,5880630430991,5881243345423,10.507058416,pre_cue,0.37299781360399603,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,18,5881247880186,5881860504600,11.124217593,pre_cue,0.36699401579044266,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,19,5881864988417,5882478559906,11.742272899,pre_cue,0.38189759990847955,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,20,5882483131132,5883096841695,12.360554688,pre_cue,0.3753778304635183,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,21,5883101418161,5883714344390,12.978057383,pre_cue,0.37380334469879856,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,22,5883719177431,5884332492846,13.596205839,pre_cue,0.3748771902345403,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,23,5884337222627,5884948660763,14.212373756,pre_cue,0.377011591553126,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,24,5884953106599,5885566276311,14.829989304,pre_cue,0.3704045067154276,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,25,5885570878610,5886184792489,15.448505482,pre_cue,0.3808676912521756,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,26,5886189470121,5886802082777,16.06579577,pre_cue,0.3838437600541636,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,27,5886807821003,5887418832232,16.682545225,pre_cue,0.38201145161113587,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,28,5887423290439,5888036793040,17.300506033,pre_cue,0.37637269748127095,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,29,5888041817821,5888655605589,17.919318582,pre_cue,0.3776194467118728,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,30,5888660356314,5889271894007,18.535607,pre_cue,0.37658188584254704,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,31,5889276732844,5889889869926,19.153582919,pre_cue,0.3787801743064792,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,32,5889894316707,5890508310105,19.772023098,pre_cue,0.37728019224992415,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,33,5890512901812,5891124598709,20.388311702,pre_cue,0.37232627427520215,0.4833547401595273,0
autoencoder_awaiting_call_03,isolation_forest,34,5891128967693,5891743180147,21.00689314,pre_cue,0.37308174085456003,0.4833547401595273,0
