phase,start_s,end_s,xyz_points,actual_first_s,actual_last_s,observed_xyz_s,axis_mean_x_g,axis_mean_y_g,axis_mean_z_g,vector_ac_rms_mg,gap_count,overrun_count,saturated_count
normal_after,95,100,1036,95.002014984,99.997082974,207.20438682156956,-0.6270831081081076,-0.7124426640926622,0.0904303088803087,34.145384388504965,0,0,0
normal_after,100,105,1036,100.00077136,104.997068812,207.15339908069188,-0.6269099420849429,-0.712510424710422,0.09006138996138988,33.17256871661873,0,0,0
normal_after,105,110,1036,105.000755495,109.996365522,207.18190459345075,-0.627128281853282,-0.7123033783783764,0.0901555019305017,33.50165152035182,0,0,0
normal_after,110,115,1036,110.001967091,114.996924971,207.20895448271528,-0.6267179536679537,-0.712574420849418,0.09049806949806936,34.226683780062416,0,0,0
normal_after,115,120,1036,115.002473615,119.997199494,207.21857917200023,-0.6269174710424715,-0.7122280888030865,0.09045666023166014,33.910055490276505,0,0,0
normal_after,120,125,1036,120.000889158,124.996939833,207.16363130163808,-0.6275084942084949,-0.7123749034749021,0.09018185328185303,34.02706836970948,0,0,0
normal_after,125,130,1036,125.000616311,129.996589005,207.1668648715797,-0.6270981660231661,-0.7122431467181449,0.0901479729729729,34.374527495529485,0,0,0
normal_after,130,135,1036,130.00218576,134.997100787,207.21073219570508,-0.6270831081081082,-0.7125179536679527,0.0903437258687257,34.0984021986625,0,0,0
normal_after,135,140,1036,135.00079234,139.995137627,207.23437017741782,-0.627030405405405,-0.71238996138996,0.09029855212355188,34.342954570418655,0,0,0
normal_after,140,145,1036,140.000734993,144.99514004,207.23189053753174,-0.6272487451737452,-0.7126948841698829,0.090211969111969,34.4818770994137,0,0,0
normal_after,145,150,1036,145.00076772,149.99634934,207.18308271780373,-0.6271132239382237,-0.7121753861003846,0.0903776061776059,34.32949489477851,0,0,0
normal_after,150,155,1037,150.0000343,154.999945879,207.203664231039,-0.6273659594985531,-0.7128049180327861,0.0907116682738667,34.0828182180959,0,0,0
normal_after,155,160,1035,155.00554793,159.99601348,207.19509826092278,-0.6270860869565213,-0.7127655072463743,0.09084927536231867,33.346659440822755,0,0,0
normal_after,160,165,1036,160.001620216,164.99666167,207.20548758833183,-0.6271395752895742,-0.7121565637065616,0.09007268339768322,32.8490019670573,0,0,0
normal_after,165,170,1036,165.002317276,169.997327785,207.20677126407222,-0.6269325289575285,-0.7122092664092642,0.09044536679536667,32.32234145778921,0,0,0
normal_after,170,175,1036,170.001022671,174.997200512,207.1583584368249,-0.626992760617761,-0.7123259652509635,0.09025714285714279,33.46761738601016,0,0,0
