epoch,loss,val_loss
1,0.9882333278656006,0.7544844746589661
2,0.7266303896903992,0.5351871252059937
3,0.5783478617668152,0.43567073345184326
4,0.47680312395095825,0.3672538101673126
5,0.4169902801513672,0.32836276292800903
6,0.3749440908432007,0.2915343642234802
7,0.32974135875701904,0.2564999759197235
8,0.29700785875320435,0.2386040836572647
9,0.27639588713645935,0.22671252489089966
10,0.2618483901023865,0.21805578470230103
11,0.251316636800766,0.21105340123176575
12,0.24321624636650085,0.20532965660095215
13,0.23667354881763458,0.2004779577255249
14,0.23112766444683075,0.19611559808254242
15,0.2262607216835022,0.19218876957893372
16,0.22193008661270142,0.18868987262248993
17,0.21793000400066376,0.18549659848213196
18,0.21436737477779388,0.18251457810401917
19,0.21101292967796326,0.17995145916938782
20,0.20813676714897156,0.17761513590812683
21,0.20542055368423462,0.1755090057849884
22,0.20286835730075836,0.17358839511871338
23,0.2005883902311325,0.17179933190345764
24,0.1983373463153839,0.170049786567688
25,0.1963450163602829,0.16848918795585632
26,0.194400817155838,0.16694168746471405
27,0.19265250861644745,0.16550259292125702
28,0.19088958203792572,0.1640162467956543
29,0.18924356997013092,0.16261693835258484
30,0.1876031756401062,0.16123047471046448
31,0.1860523521900177,0.15992462635040283
32,0.1844864785671234,0.15862102806568146
33,0.18295449018478394,0.1573874056339264
34,0.181359201669693,0.1561356633901596
35,0.17973297834396362,0.15492203831672668
36,0.17817194759845734,0.15376850962638855
37,0.17663851380348206,0.15261626243591309
38,0.1751427948474884,0.15147674083709717
39,0.1736254096031189,0.15035171806812286
40,0.17225025594234467,0.14927947521209717
41,0.1709446907043457,0.1482701301574707
42,0.16973596811294556,0.14730660617351532
43,0.16854310035705566,0.1463724970817566
44,0.16744673252105713,0.14549171924591064
45,0.16642393171787262,0.14466476440429688
46,0.16541071236133575,0.1438523381948471
47,0.1643553227186203,0.14297828078269958
48,0.16325168311595917,0.1421610414981842
49,0.16224808990955353,0.1413954347372055
50,0.16131146252155304,0.14064952731132507
51,0.16040091216564178,0.13992002606391907
52,0.15951327979564667,0.13921566307544708
53,0.15866780281066895,0.13855579495429993
54,0.15787574648857117,0.13791361451148987
55,0.15710847079753876,0.13730429112911224
56,0.15638336539268494,0.13671532273292542
57,0.15569095313549042,0.1361437439918518
58,0.15501223504543304,0.13557842373847961
59,0.15433549880981445,0.13501140475273132
60,0.1536632627248764,0.13442781567573547
61,0.15301017463207245,0.1338694989681244
62,0.1523597091436386,0.1333204209804535
63,0.15173649787902832,0.1327686905860901
64,0.1511228233575821,0.13223297894001007
65,0.15051667392253876,0.1317211389541626
66,0.1499839872121811,0.13120421767234802
67,0.14935076236724854,0.13069620728492737
68,0.1487884670495987,0.13022081553936005
69,0.14826653897762299,0.12973667681217194
70,0.14768348634243011,0.12926128506660461
71,0.14718617498874664,0.12879791855812073
72,0.14663933217525482,0.12834295630455017
73,0.14612238109111786,0.12786974012851715
74,0.14566847681999207,0.12741874158382416
75,0.1451278179883957,0.1269860863685608
76,0.1446981281042099,0.12657059729099274
77,0.1442517191171646,0.1261644810438156
78,0.14376740157604218,0.12573572993278503
79,0.1433766782283783,0.1253565400838852
80,0.14290890097618103,0.1249513328075409
81,0.142550989985466,0.12460873275995255
82,0.14215342700481415,0.12422581017017365
83,0.14173656702041626,0.12386146932840347
84,0.14141647517681122,0.12353794276714325
85,0.14107008278369904,0.1231922134757042
86,0.1407293826341629,0.12285713106393814
87,0.14036886394023895,0.12256757915019989
88,0.14011317491531372,0.12232290208339691
89,0.13980285823345184,0.1220027431845665
90,0.13950273394584656,0.12172727286815643
91,0.13921771943569183,0.12142535299062729
92,0.1388951689004898,0.12117612361907959
93,0.1386590451002121,0.12092778831720352
94,0.1383962780237198,0.12066284567117691
95,0.13809214532375336,0.12040682137012482
96,0.13787762820720673,0.12017118185758591
97,0.1376163512468338,0.11990728974342346
98,0.1373678743839264,0.11967752128839493
99,0.13708508014678955,0.11944904178380966
100,0.13688568770885468,0.11926023662090302
