window,window_start_ns,window_complete_ns,decision_ns,elapsed_s,score,threshold,prediction,error,processing_ms,window_to_decision_ms,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,temperature_c,cpu_frequency_khz,windows_dropped
90,5808637415210,5809249990035,5809250870517,55.740872724,0.18232575320297428,0.47720259914362284,0,,0.369408,0.880482,8.106135696887396,51118080,143179776,57.3,2400000.0,0
91,5809256141872,5809868105715,5809869125549,56.359127756,0.1930037299700178,0.47720259914362284,0,,0.435408,1.019834,8.087269479097559,51118080,143179776,57.3,2400000.0,0
92,5809872504570,5810485639969,5810486624655,56.976626862,0.19150108187395412,0.47720259914362284,0,,0.454852,0.984686,11.33601751874794,51118080,143179776,57.85,2400000.0,0
93,5810490089528,5811102860075,5811104085335,57.594087542,0.2023539696909927,0.47720259914362284,0,,0.432907,1.22526,8.097666814553353,51118080,143179776,57.3,2400000.0,0
94,5811107424912,5811721444293,5811722325757,58.212327964,0.16703977353628588,0.47720259914362284,0,,0.426834,0.881464,8.087501551975475,51118080,143179776,56.2,1700000.0,0
95,5811725688481,5812339450474,5812340392401,58.830394608,0.1988445939475838,0.47720259914362284,0,,0.405019,0.941927,12.943517808305794,51118080,143179776,58.4,2400000.0,0
96,5812343854273,5812956480210,5812957531711,59.447533918,0.1799839047398374,0.47720259914362284,0,,0.424056,1.051501,14.58350598245273,51118080,143179776,58.4,2400000.0,0
97,5812960873232,5813574373002,5813575419318,60.065421525,0.16682783691538342,0.47720259914362284,0,,0.395297,1.046316,9.710483787065199,51118080,143179776,57.85,2400000.0,0
98,5813578746913,5814192170832,5814192960277,60.682962484,0.18327938349553818,0.47720259914362284,0,,0.269519,0.789445,12.95465681786287,51118080,143179776,58.4,2400000.0,0
99,5814196518186,5814808545790,5814809492513,61.29949472,0.17946638357020794,0.47720259914362284,0,,0.45213,0.946723,9.73182521789682,51118080,143179776,58.4,2400000.0,0
100,5814815234442,5815426820712,5815427845954,61.917848161,0.17513801451464298,0.47720259914362284,0,,0.433945,1.025242,9.70319110867298,51118080,143179776,57.85,2400000.0,0
101,5815431237215,5816044528060,5816045473320,62.535475527,0.18754416319187994,0.47720259914362284,0,,0.439333,0.94526,9.714601270445828,51118080,143179776,58.95,2400000.0,0
102,5816048802785,5816663368076,5816665305077,63.155307284,0.1815232184610546,0.47720259914362284,0,,0.892482,1.937001,17.746490378230916,51118080,143179776,59.5,2400000.0,0
103,5816666473041,5817280100739,5817281373962,63.771376169,0.18780482638821475,0.47720259914362284,0,,0.415704,1.273223,19.478547404084484,51118080,143179776,59.5,2400000.0,0
104,5817284750945,5817897100698,5817898003865,64.388006072,0.19454335249158916,0.47720259914362284,0,,0.415611,0.903167,9.730338443920981,51118080,143179776,57.85,2400000.0,0
105,5817901333515,5818516750881,5818517540400,65.007542607,0.1737255498400465,0.47720259914362284,0,,0.301889,0.789519,9.68469101135668,51118080,143179776,59.5,2400000.0,0
106,5818520095365,5819133437989,5819134594582,65.624596789,0.18243800373944463,0.47720259914362284,0,,0.436963,1.156593,12.964774484088577,51118080,143179776,58.95,2400000.0,0
107,5819137930084,5819750726893,5819751323264,66.241325471,0.1811777551703789,0.47720259914362284,0,,0.249908,0.596371,9.728798394493115,51118080,143179776,58.95,2400000.0,0
108,5819754917210,5820368013983,5820368870205,66.858872412,0.1876181651539023,0.47720259914362284,0,,0.378667,0.856222,9.715852430653026,51118080,143179776,57.85,2400000.0,0
109,5820372272745,5820986446703,5820987532666,67.477534873,0.16852119258538276,0.47720259914362284,0,,0.420593,1.085963,8.081931413754894,51134464,143179776,57.85,2400000.0,0
110,5820990838187,5821603124329,5821604234200,68.094236407,0.16516681687084875,0.47720259914362284,0,,0.460741,1.109871,11.350668335627152,51134464,143179776,57.85,2400000.0,0
111,5821607570573,5822220150660,5822220954568,68.710956775,0.17345093157252248,0.47720259914362284,0,,0.321667,0.803908,8.107461496423936,51134464,143179776,57.85,1800000.0,0
112,5822226573219,5822837982917,5822839002658,69.329004865,0.18553494100562773,0.47720259914362284,0,,0.470241,1.019741,11.325926892290909,51134464,143179776,57.3,1700000.0,0
113,5822844492273,5823457134990,5823458405694,69.948407901,0.17139378953627413,0.47720259914362284,0,,0.483778,1.270704,11.301195095898274,51134464,143179776,58.4,1600000.0,0
114,5823461817826,5824074217599,5824075411525,70.565413732,0.16946041655405963,0.47720259914362284,0,,0.466148,1.193926,9.72435568282408,51134464,143179776,56.2,1800000.0,0
115,5824078827009,5824692587949,5824693955672,71.183957879,0.17792567056875677,0.47720259914362284,0,,0.601167,1.367723,11.316799437627393,51134464,143179776,57.3,1700000.0,0
116,5824697555323,5825308445020,5825309441114,71.799443321,0.1870665391236518,0.47720259914362284,0,,0.475538,0.996094,11.37328922130214,51134464,143179776,56.2,1700000.0,0
117,5825314926062,5825927608335,5825928697483,72.41869969,0.18696579532643773,0.47720259914362284,0,,0.471389,1.089148,9.689002479166287,51134464,143179776,56.75,1700000.0,0
118,5825932097912,5826545105796,5826546301686,73.036303893,0.1755132082795008,0.47720259914362284,0,,0.466371,1.19589,9.714946390776447,51134464,143179776,56.75,1800000.0,0
119,5826549685503,5827162377887,5827163648295,73.653650502,0.1867973725773228,0.47720259914362284,0,,0.477241,1.270408,11.338884058324837,51134464,143179776,56.2,1700000.0,0
