model,source_file,window_count,normal_windows,anomaly_windows,reconstruction_error_mean,reconstruction_error_median,reconstruction_error_standard_deviation,reconstruction_error_maximum,anomaly_window_detection_rate,accuracy,precision,recall,sensitivity,f1,specificity,false_positive_rate,false_negative_rate,tn,fp,fn,tp
TensorFlow Autoencoder,normal_20260817_111818.csv,468,468,0,0.021377380765166806,0.022795670304881818,0.0069738628275395845,0.04181786431030473,,0.8354700854700855,0.0,,,,0.8354700854700855,0.16452991452991453,,391,77,0,0
TensorFlow Autoencoder,anomaly_20260725_185423.csv,78,52,26,1.9502911395957436,0.09574345394867123,3.071529785904135,11.749126250234744,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.0,1.0,0.0,0,52,0,26
