timestamp,window_index,reconstruction_error,threshold,predicted_label,inference_time_ms,measured_sampling_rate_hz
2026-08-23T13:23:29.297+02:00,1,1.3908019498465762,0.2185792346784422,1,0.172426,499.9996141760022
2026-08-23T13:23:29.554+02:00,2,1.4818822064342474,0.2185792346784422,1,0.132426,500.06053685262225
2026-08-23T13:23:29.811+02:00,3,1.4972360711234654,0.2185792346784422,1,0.125278,499.94093217757637
2026-08-23T13:23:30.068+02:00,4,1.386977044179569,0.2185792346784422,1,0.126611,499.99145093376234
2026-08-23T13:23:30.325+02:00,5,1.4897873312180536,0.2185792346784422,1,0.126704,499.9964449091434
2026-08-23T13:23:30.582+02:00,6,1.3418444752673981,0.2185792346784422,1,0.135297,499.8900950268763
2026-08-23T13:23:30.838+02:00,7,1.3857055110554863,0.2185792346784422,1,0.118537,499.99819488709375
2026-08-23T13:23:31.095+02:00,8,1.4035452968193454,0.2185792346784422,1,0.131796,500.02520796500403
2026-08-23T13:23:31.352+02:00,9,1.4582198898755507,0.2185792346784422,1,0.130518,499.98660271983266
2026-08-23T13:23:31.609+02:00,10,1.4831024057133249,0.2185792346784422,1,0.128907,499.9939646393421
