window,window_start_ns,window_complete_ns,decision_ns,elapsed_s,score,threshold,prediction,error,processing_ms,window_to_decision_ms,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,temperature_c,cpu_frequency_khz,windows_dropped
1,5870748093182,5871362003372,5871362994077,0.62670707,0.1856968011281855,0.47720259914362284,0,,0.339334,0.990705,11.187722110438521,50970624,146653184,58.4,2400000.0,0
2,5871367238672,5871978583047,5871979522788,1.243235781,0.17818435017280546,0.47720259914362284,0,,0.437315,0.939741,12.9769886845845,51003392,146653184,56.75,2400000.0,0
3,5871982923123,5872597250704,5872598081537,1.86179453,0.18713453853845863,0.47720259914362284,0,,0.426315,0.830833,9.700017532623761,51019776,146653184,57.85,2400000.0,0
4,5872601386873,5873214150119,5873215224471,2.478937464,0.17549783447141656,0.47720259914362284,0,,0.416796,1.074352,8.101844278873319,51036160,146653184,57.85,2400000.0,0
5,5873218548974,5873832408331,5873833159332,3.096872325,0.18355132991698517,0.47720259914362284,0,,0.330037,0.751001,9.70980495279292,51036160,146653184,57.3,1700000.0,0
6,5873836717927,5874449089599,5874450084729,3.713797722,0.19591075993159637,0.47720259914362284,0,,0.468408,0.99513,11.346551238845942,51068928,146653184,58.4,1700000.0,0
7,5874453478713,5875068801498,5875070476850,4.334189843,0.18634559248707658,0.47720259914362284,0,,0.5325,1.675352,9.671266323620257,51068928,146653184,58.4,2400000.0,0
8,5875072215759,5875684477894,5875685771673,4.949484666,0.17840509304243093,0.47720259914362284,0,,0.468056,1.293779,9.751474236410182,51085312,146653184,57.85,2400000.0,0
9,5875689211008,5876301522810,5876302451848,5.566164841,0.1800018761337324,0.47720259914362284,0,,0.430834,0.929038,9.729508412338541,51085312,146653184,56.75,2400000.0,0
10,5876307842277,5876920233283,5876921120765,6.184833758,0.20353125978909148,0.47720259914362284,0,,0.414464,0.887482,9.698278317985,51101696,146653184,58.4,2400000.0,0
11,5876924495600,5877537020069,5877538071514,6.801784507,0.16449127131902042,0.47720259914362284,0,,0.444259,1.051445,8.104343001193401,51101696,146653184,57.85,2400000.0,0
12,5877541395109,5878154851838,5878155953227,7.41966622,0.18613051642503584,0.47720259914362284,0,,0.43163,1.101389,9.71056362288022,51118080,146653184,58.4,2400000.0,0
13,5878159327044,5878772532347,5878775638831,8.039351824,0.1974237980334442,0.47720259914362284,0,,0.418112,3.106484,9.682321936088403,51118080,146653184,57.85,2400000.0,0
14,5878777100943,5879390867376,5879391817265,8.655530258,0.17468428472304484,0.47720259914362284,0,,0.420556,0.949889,8.114585042687782,51134464,146653184,58.4,2400000.0,0
15,5879395279934,5880008341885,5880009592182,9.273305175,0.15768161685240992,0.47720259914362284,0,,0.474815,1.250297,8.09351461752832,51134464,146653184,57.85,1700000.0,0
16,5880013006259,5880625875099,5880627065840,9.890778833,0.177063056336673,0.47720259914362284,0,,0.471667,1.190741,11.336524843627668,51150848,146653184,57.85,1700000.0,0
17,5880630430991,5881243345423,5881244363720,10.508076713,0.16449106551141077,0.47720259914362284,0,,0.377463,1.018297,9.719772511064251,51150848,146653184,57.85,1700000.0,0
18,5881247880186,5881860504600,5881861492156,11.125205149,0.16955413990405077,0.47720259914362284,0,,0.456519,0.987556,9.722510382129123,51150848,146653184,57.85,1800000.0,0
19,5881864988417,5882478559906,5882479690963,11.743403956,0.19452907496949243,0.47720259914362284,0,,0.537241,1.131057,11.323138533689558,51150848,146653184,57.3,1700000.0,0
20,5882483131132,5883096841695,5883098036992,12.361749985,0.19200253188020136,0.47720259914362284,0,,0.467741,1.195297,9.703350432017823,51150848,146653184,57.85,1700000.0,0
21,5883101418161,5883714344390,5883715635910,12.979348903,0.18356979354598005,0.47720259914362284,0,,0.629186,1.29152,11.334123630484942,51150848,146653184,57.85,1700000.0,0
22,5883719177431,5884332492846,5884333605772,13.597318765,0.19813841204690696,0.47720259914362284,0,,0.517537,1.112926,11.327412548727008,51150848,146653184,57.3,1800000.0,0
23,5884337222627,5884948660763,5884949733875,14.213446868,0.19325371066912075,0.47720259914362284,0,,0.45813,1.073112,9.738325623423835,51150848,146653184,57.3,1700000.0,0
24,5884953106599,5885566276311,5885567462663,14.831175656,0.18039794333558723,0.47720259914362284,0,,0.474889,1.186352,9.71296550304299,51150848,146653184,56.2,1700000.0,0
25,5885570878610,5886184792489,5886186087990,15.449800983,0.20417714821026114,0.47720259914362284,0,,0.485667,1.295501,9.698916126395053,51150848,146653184,57.85,1700000.0,0
26,5886189470121,5886802082777,5886806373724,16.070086717,0.18743270152753286,0.47720259914362284,0,,0.531389,4.290947,9.672955956533642,51150848,146653184,55.65,1800000.0,0
27,5886807821003,5887418832232,5887419924529,16.683637522,0.18052339053686403,0.47720259914362284,0,,0.470222,1.092297,11.409045345740077,51150848,146653184,57.3,1700000.0,0
28,5887423290439,5888036793040,5888038746041,17.302459034,0.1882031262122723,0.47720259914362284,0,,1.108963,1.953001,11.311646566965571,51150848,146653184,56.75,1700000.0,0
29,5888041817821,5888655605589,5888656954405,17.920667398,0.17417242495459107,0.47720259914362284,0,,0.481278,1.348816,9.705579844286794,51150848,146653184,58.4,1700000.0,0
30,5888660356314,5889271894007,5889273000601,18.536713594,0.16326778023599173,0.47720259914362284,0,,0.449927,1.106594,9.73956154334691,51150848,146653184,57.3,1700000.0,0
31,5889276732844,5889889869926,5889890889612,19.154602605,0.20730071797489558,0.47720259914362284,0,,0.459759,1.019686,11.328900190110591,51150848,146653184,57.85,1700000.0,0
32,5889894316707,5890508310105,5890509484847,19.77319784,0.18109243794148475,0.47720259914362284,0,,0.443926,1.174742,9.69938473795801,51150848,146653184,57.3,1800000.0,0
33,5890512901812,5891124598709,5891125615080,20.389328073,0.1765474694203538,0.47720259914362284,0,,0.468186,1.016371,9.73820618022939,51150848,146653184,58.4,1700000.0,0
34,5891128967693,5891743180147,5891744353518,21.008066511,0.17238936725164322,0.47720259914362284,0,,0.539315,1.173371,9.697103583599311,51150848,146653184,57.3,1700000.0,0
35,5891748241058,5892359099177,5892360173270,21.623886263,0.18785312498414974,0.47720259914362284,0,,0.486315,1.074093,11.367008600792882,51150848,146653184,57.85,1700000.0,0
36,5892365658866,5892976741078,5892977870542,22.241583535,0.1831830682363815,0.47720259914362284,0,,0.446649,1.129464,11.332441610481155,51150848,146653184,56.2,1800000.0,0
37,5892983159304,5893594919387,5893595919925,22.859632918,0.19462319016393556,0.47720259914362284,0,,0.464927,1.000538,9.707952226845714,51150848,146653184,57.3,1700000.0,0
38,5893599299168,5894213458067,5894214362289,23.478075282,0.20337246463645306,0.47720259914362284,0,,0.349241,0.904222,9.701779662929242,51150848,146653184,57.85,1700000.0,0
39,5894217877607,5894829707134,5894832128154,24.095841147,0.18376908937572503,0.47720259914362284,0,,0.510223,2.42102,9.712405570164528,51150848,146653184,56.75,1700000.0,0
40,5894835670341,5895447414128,5895448693240,24.712406233,0.18154008917574296,0.47720259914362284,0,,0.51276,1.279112,11.353178206599653,51150848,146653184,56.75,1800000.0,0
41,5895452098075,5896065317326,5896066833327,25.33054632,0.17422161641357783,0.47720259914362284,0,,0.668037,1.516001,9.706483808070447,51150848,146653184,58.4,1700000.0,0
42,5896070012459,5896682479246,5896683369395,25.947082388,0.16652036726324612,0.47720259914362284,0,,0.304593,0.890149,9.731961757793732,51150848,146653184,56.75,1700000.0,0
43,5896686991397,5897301399723,5897302539279,26.566252272,0.17911325922704377,0.47720259914362284,0,,0.488852,1.139556,11.305342767866227,51150848,146653184,57.3,1600000.0,0
44,5897306079893,5897917893513,5897919110292,27.182823285,0.16734599116400392,0.47720259914362284,0,,0.462019,1.216779,9.731301145505718,51150848,146653184,56.2,1700000.0,0
45,5897922482368,5898534907878,5898536234027,27.79994702,0.1629858072975523,0.47720259914362284,0,,0.519278,1.326149,9.722503339852958,51150848,146653184,56.75,1700000.0,0
46,5898539615122,5899153862929,5899154809411,28.418522404,0.18442749572560993,0.47720259914362284,0,,0.365722,0.946482,11.316184277909136,51150848,146653184,57.85,1700000.0,0
47,5899158362506,5899770501016,5899771557128,29.035270121,0.18356026734459174,0.47720259914362284,0,,0.469889,1.056112,9.728570562655337,51150848,146653184,56.75,1800000.0,0
