frequency_hz_observed,frequency_hz_nominal,psd_x_g2_per_hz,psd_y_g2_per_hz,psd_z_g2_per_hz,summed_xyz_psd_g2_per_hz
28.73125012599616,27.734375,4.847952422254749e-07,3.9598272436447125e-07,6.52524314614336e-07,1.5333022812042822e-06
28.93358287336233,27.9296875,5.435039331182975e-07,4.744704097363839e-07,8.388566467771073e-07,1.8568309896317886e-06
29.135915620728497,28.125,5.691627408299812e-07,3.638382881345146e-07,1.0194356460724925e-06,1.9524366750369885e-06
29.338248368094668,28.3203125,5.232845431161009e-07,2.926583953944647e-07,1.0063217893639658e-06,1.8222647278745314e-06
29.54058111546084,28.515624999999996,4.6377900030142055e-07,4.67583453683869e-07,1.110013002450601e-06,2.0413754564358907e-06
29.74291386282701,28.7109375,4.190001837431526e-07,4.719990548500899e-07,8.305246617390426e-07,1.7215239003322851e-06
29.94524661019318,28.90625,4.0959131656246377e-07,4.850418740352826e-07,8.053077988183895e-07,1.6999409894161358e-06
30.147579357559348,29.1015625,4.143643602954104e-07,4.186801309698727e-07,8.676483747621909e-07,1.7006928660274742e-06
30.34991210492552,29.296875,4.0575406176578894e-07,4.496345179177289e-07,8.098296241108606e-07,1.6652182037943784e-06
30.55224485229169,29.492187499999996,5.07411742187695e-07,4.3916228741786285e-07,6.970432075854046e-07,1.6436172371909625e-06
30.75457759965786,29.6875,4.981111248359992e-07,3.865603118852367e-07,7.622052138238486e-07,1.6468766505450846e-06
30.95691034702403,29.8828125,4.3169296386850404e-07,4.3176674729336543e-07,9.179126236131599e-07,1.7813723347750294e-06
31.1592430943902,30.078125,4.6779095793744515e-07,4.85717491042127e-07,1.089864876201804e-06,2.043373325181376e-06
31.36157584175637,30.2734375,3.8454533468976556e-07,4.838982908959557e-07,8.074839434127554e-07,1.675927568998477e-06
31.56390858912254,30.46875,3.7422135223992145e-07,4.784425380329022e-07,7.257383527729794e-07,1.578402243045803e-06
31.76624133648871,30.6640625,3.7807401077933774e-07,6.067956469519738e-07,8.552298459901177e-07,1.8400995037214294e-06
31.96857408385488,30.859374999999996,3.9283571456700177e-07,5.862469519181127e-07,7.20700269353637e-07,1.6997829358387513e-06
32.17090683122105,31.054687500000004,4.050562547985417e-07,5.353142016164555e-07,9.995472262973324e-07,1.9399176827123295e-06
32.37323957858722,31.249999999999996,4.774714783139512e-07,4.7150433420577115e-07,1.1088942950613955e-06,2.057870107581118e-06
32.57557232595339,31.4453125,5.892574537902079e-07,4.2833130724924823e-07,1.0403190466078398e-06,2.057907807647296e-06
32.77790507331956,31.640624999999996,6.444719979195016e-07,4.123538527067819e-07,8.257979333206126e-07,1.882623783946896e-06
32.98023782068573,31.8359375,4.3003540848698097e-07,5.047212889582082e-07,8.224165643921814e-07,1.7571732618373706e-06
33.1825705680519,32.03125,4.500421048551456e-07,5.31695357334283e-07,9.564823104583025e-07,1.938219772647731e-06
33.38490331541807,32.2265625,4.869493124322418e-07,4.149046899644515e-07,7.743617863541549e-07,1.6762157887508482e-06
33.58723606278424,32.421875,4.197789559435796e-07,4.6780589943504687e-07,8.320959831705377e-07,1.719680838549164e-06
33.78956881015041,32.6171875,3.97740367094525e-07,4.700916394894859e-07,8.199333487626427e-07,1.6877653553466535e-06
33.991901557516584,32.8125,4.332345489349816e-07,5.138167966292083e-07,8.179179326299617e-07,1.7649692781941516e-06
34.194234304882755,33.00781250000001,4.2824374873952786e-07,3.17873092253544e-07,7.68673422716128e-07,1.5147902637091998e-06
34.39656705224892,33.203125,4.49696767247741e-07,3.3049960701986775e-07,8.89446573579768e-07,1.6696429478473767e-06
34.59889979961509,33.3984375,4.331752478205062e-07,4.6706008619349694e-07,9.757014105402936e-07,1.8759367445542967e-06
34.80123254698126,33.59375,4.872200836215309e-07,5.25369925591762e-07,7.470062846672469e-07,1.75959629388054e-06
35.00356529434743,33.7890625,4.608428017551231e-07,5.117155572093496e-07,8.86700792995711e-07,1.8592591519601837e-06
35.2058980417136,33.984375,3.6162199241684975e-07,4.0338000214226115e-07,9.722798989779547e-07,1.7372818935370656e-06
35.408230789079774,34.1796875,5.445617644909644e-07,5.315993598327616e-07,9.760302351111436e-07,2.0521913594348694e-06
35.610563536445945,34.375,6.208800940608184e-07,4.120567933066987e-07,1.027467343907791e-06,2.060404231275308e-06
35.812896283812115,34.5703125,4.196475403282401e-07,3.7961041190985913e-07,8.372161205352732e-07,1.6364740727733723e-06
36.015229031178286,34.76562500000001,4.329608919409813e-07,4.370628383027016e-07,8.007322525766971e-07,1.6707559828203802e-06
36.21756177854445,34.9609375,4.370419083022298e-07,5.378753196780751e-07,6.995595929264922e-07,1.674476820906797e-06
36.41989452591062,35.15625,5.466485545028559e-07,5.012053602372641e-07,9.03125653371259e-07,1.950979568111379e-06
36.62222727327679,35.3515625,5.018717440103892e-07,4.554796791229416e-07,1.0680233938529736e-06,2.0253748169863045e-06
36.82456002064296,35.546875,3.9378617984346407e-07,5.782344238230905e-07,1.0496262518128788e-06,2.021646855479433e-06
37.026892768009134,35.7421875,3.7296420958069185e-07,4.1599830127198926e-07,9.9844870975822e-07,1.7874112206109012e-06
37.229225515375305,35.9375,4.0706745097198224e-07,3.9481615316349843e-07,8.498791273817234e-07,1.6517627315172043e-06
37.431558262741476,36.1328125,4.7639271070457786e-07,4.1296102308737353e-07,7.920504191766493e-07,1.6814041529686007e-06
37.63389101010765,36.328125,4.930565553246903e-07,3.9820581473853816e-07,1.1575808629076697e-06,2.0488432329708983e-06
37.83622375747382,36.5234375,4.6990830770453914e-07,4.5622056375881057e-07,1.2321186727601864e-06,2.1582475442235363e-06
38.03855650483998,36.71874999999999,3.654124908054577e-07,4.7153713346313006e-07,1.0482024089885925e-06,1.8851520332571803e-06
38.24088925220615,36.9140625,4.4987024416047953e-07,4.2531338031554134e-07,9.000151521375307e-07,1.7751987766135515e-06
38.44322199957232,37.109375,4.548434212272274e-07,4.1405997069693377e-07,8.285727649260073e-07,1.6974761568501684e-06
38.645554746938494,37.3046875,3.698570278224173e-07,4.7129987656485723e-07,1.17684114644202e-06,2.0179980508292947e-06
38.847887494304665,37.5,4.0748334052153035e-07,6.063954772891362e-07,2.6235084144968058e-06,3.6373872323074725e-06
39.050220241670836,37.6953125,2.0658708731562637e-06,3.982921508360597e-06,4.4188484931646784e-05,5.0237277313163644e-05
39.25255298903701,37.890625,5.7801731884281774e-05,0.00013708376283824516,0.0016076705233193601,0.001802556018041887
39.45488573640318,38.0859375,7.38323094201846e-05,0.00017570324411190298,0.002058199717141114,0.0023077352706732017
39.65721848376935,38.28125,5.46983294197542e-06,1.142370883684853e-05,0.00013099951180375066,0.00014789305358257462
39.85955123113551,38.47656249999999,4.4342939115127406e-07,5.619401080798041e-07,2.3961046094172687e-06,3.401474108648347e-06
40.06188397850168,38.671875,3.7456929826062165e-07,4.635375980982629e-07,9.675080914099736e-07,1.8056149877688581e-06
40.264216725867854,38.8671875,3.818767867323821e-07,3.7957840296314093e-07,1.0184134144973854e-06,1.7798686041929085e-06
40.466549473234025,39.0625,4.460792010703296e-07,3.365275980379048e-07,1.0610932912262313e-06,1.8437000903344657e-06
40.668882220600196,39.2578125,4.16022550383814e-07,4.0380330071009383e-07,1.1179120708756054e-06,1.937737921969513e-06
40.87121496796637,39.453125,3.8095516685143024e-07,4.6623639921234903e-07,1.1669531450533876e-06,2.0141447111171667e-06
41.07354771533254,39.6484375,3.554699239863558e-07,4.986559340100652e-07,1.0007159364246231e-06,1.8548417944210442e-06
41.27588046269871,39.84375,3.506443002350739e-07,4.311347042606395e-07,7.805910121592985e-07,1.562370016655012e-06
41.47821321006488,40.0390625,3.456742138103058e-07,2.8310595479499933e-07,7.758031103751899e-07,1.404583278980495e-06
41.68054595743104,40.23437499999999,4.3815233892354215e-07,2.8886921608439707e-07,8.339579365284666e-07,1.5609794915364058e-06
41.882878704797214,40.42968749999999,4.348976383336771e-07,3.682130196478709e-07,7.116567974027878e-07,1.5147674553843358e-06
42.085211452163385,40.625,3.9195012079909694e-07,3.7822649156535367e-07,7.076216649205058e-07,1.4777982772849563e-06
42.287544199529556,40.8203125,3.8167480637564595e-07,3.7225408520347056e-07,7.006795855741318e-07,1.4546084771532483e-06
42.48987694689573,41.015625,3.770958366681063e-07,3.5834379666759725e-07,7.927407500619244e-07,1.5281803833976279e-06
42.6922096942619,41.21093750000001,4.362470852105661e-07,3.622234018681496e-07,7.219438771543671e-07,1.5204143642330828e-06
42.89454244162807,41.40625000000001,4.6565957072106414e-07,2.932202450690066e-07,8.166200944085756e-07,1.5754999101986465e-06
43.09687518899424,41.6015625,5.348911970022201e-07,4.387685945334173e-07,7.694153484890492e-07,1.7430751400246867e-06
43.29920793636041,41.796875,4.7293589772113176e-07,4.557441310573169e-07,8.898837079205264e-07,1.818563736698975e-06
43.501540683726574,41.99218749999999,3.6424646820060413e-07,3.5725768357954335e-07,9.36881119730819e-07,1.6583852715109664e-06
43.703873431092745,42.18749999999999,3.722571667521772e-07,3.436004163028854e-07,8.16925905311517e-07,1.5327834883665795e-06
43.906206178458916,42.3828125,4.532756992737154e-07,4.6559538447122536e-07,8.793125434242257e-07,1.7981836271691665e-06
44.10853892582509,42.578125,4.58250913650445e-07,4.676980596617205e-07,1.1363276880240903e-06,2.0622766613362556e-06
44.31087167319126,42.7734375,5.245774657480225e-07,3.5213341486429465e-07,1.1372873043870718e-06,2.013998184999389e-06
44.51320442055743,42.96875,3.8693977233924587e-07,4.0398641100071443e-07,1.0293040568916918e-06,1.820230240231652e-06
44.7155371679236,43.16406250000001,4.0922377753664603e-07,3.5080017812280305e-07,1.0378544969018776e-06,1.7978784525613268e-06
