phase,start_s,end_s,xyz_points,vector_ac_rms_mg,hann_psd_rms_mg,largest_psd_bin_hz,band_0_power_g2,band_0_fraction,band_1_power_g2,band_1_fraction,band_2_power_g2,band_2_fraction,band_3_power_g2,band_3_fraction,band_4_power_g2,band_4_fraction
airflow_modified,245,250,1036,36.990202597007496,37.42813553532616,39.39693128762575,1.894283153523625e-05,0.013523224994326037,4.3719961781552796e-05,0.031211536607686996,0.0012419426335083205,0.8866187524150072,5.562279621475563e-05,0.039708930875856294,4.053465291495505e-05,0.028937555107123238
airflow_modified,250,255,1035,36.55969514901328,36.84366189974324,39.43499595553651,2.1452286783288873e-05,0.015805548517501943,4.083914447211193e-05,0.030089336670161577,0.0011979592457153764,0.8826286526662571,6.190829940903597e-05,0.04561260250854901,3.510406068176927e-05,0.02586385963753061
airflow_modified,255,260,1036,36.69647921879153,36.82521461419262,39.39693128762575,1.9831339554108592e-05,0.014624548191672448,3.4256400615769296e-05,0.02526225625413002,0.0012222809097385615,0.901366547603159,4.989073824179297e-05,0.036791740857669626,2.977153288711051e-05,0.021954907093369044
airflow_modified,260,265,1036,36.3868482708456,36.43448821252047,39.39693128762575,1.808492644679313e-05,0.013623705807878065,3.92558085674815e-05,0.029572118457168575,0.001182369790533158,0.8907007849734726,5.1573481079047484e-05,0.038851246410996576,3.6176135410300554e-05,0.02725214435048416
airflow_modified,265,270,1036,36.87636706476222,36.96765432994816,39.39693128762575,2.7345688126873567e-05,0.020010719285965074,4.201628680550754e-05,0.030746204549789675,0.0011974646762274274,0.8762671972148208,5.7092787184204365e-05,0.04177871598241899,4.2632544924925314e-05,0.031197162967005258
airflow_modified,270,275,1036,37.065880501508104,36.845954764579716,39.39693128762575,1.9261700856692225e-05,0.014188143667588462,4.603896764866693e-05,0.03391224337698067,0.0012061027921919242,0.8884137398257407,5.153571726884514e-05,0.03796114196055277,3.465215378038093e-05,0.02552473116913744
airflow_modified,275,280,1036,36.63454011452699,36.684650092311166,39.39693128762575,2.9662607332691206e-05,0.02204264400801715,4.573782680494595e-05,0.03398833496510094,0.0011719813682640973,0.8709135982190994,5.886255684053684e-05,0.04374148136356397,3.94475333411501e-05,0.029313941444218585
airflow_modified,280,285,1035,37.181206564218655,37.7934384959829,39.43499595553651,2.2112867575985704e-05,0.015482653910398768,4.190873187482602e-05,0.029343023432486914,0.0012717403882333451,0.8904279929879402,5.258911031757794e-05,0.03682104963116913,3.9883861195655666e-05,0.027925280038004922
airflow_modified,285,290,1036,37.161642779552636,36.451917433403324,39.39693128762575,1.641159483479736e-05,0.012351395485285056,4.433159946059056e-05,0.033364040664227414,0.0011743736148177337,0.8838356728952691,5.362826326177118e-05,0.040360726389044914,3.99788644749523e-05,0.03008816456617368
airflow_modified,290,295,1036,36.90055897029144,36.809953566232195,39.39693128762575,1.7068554766400254e-05,0.012597169104129257,4.530043042874911e-05,0.033433245544850915,0.0011826662970009796,0.8728476160385386,6.534392485648037e-05,0.04822602045751292,4.457241940490252e-05,0.03289594885496837
airflow_modified,295,300,1036,36.58990671285545,36.991507593346704,39.39693128762575,1.8118061548688914e-05,0.013241025504572278,3.9519750144207993e-05,0.02888178838489753,0.0012195083384544361,0.8912399910509324,5.9098826583361486e-05,0.043190551482435495,3.2082691124982055e-05,0.023446643577162515
