monotonic_ns,queue_pending_windows,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes
105876708984235,0,0.0,147881984,147161088
105876809249982,0,0.0,147898368,147161088
105876909511340,0,0.0,147914752,147161088
105877009768495,0,0.0,147931136,147161088
105877110006390,0,0.0,147931136,147161088
105877210249099,0,0.0,147931136,147161088
105877310479402,0,0.0,147931136,147161088
105877410758297,0,9.972149382233333,147931136,147161088
105877511075877,0,0.0,147931136,147161088
105877611388476,0,0.0,147931136,147161088
105877711694593,0,0.0,147931136,147161088
105877812032877,0,0.0,147931136,147161088
105877912424475,0,0.0,147931136,147161088
105878012724444,0,0.0,147931136,147161088
105878113037284,0,0.0,147931136,147161088
105878213350901,0,0.0,147931136,147161088
105878313662944,0,0.0,147931136,147161088
105878413992709,0,9.967426151958358,147931136,147161088
105878514229345,0,0.0,147931136,147161088
105878614536499,0,0.0,147931136,147161088
105878714850579,0,0.0,147931136,147161088
105878815165344,0,0.0,147931136,147161088
105878915476332,0,0.0,147931136,147161088
105879015820764,0,0.0,147931136,147161088
105879116128640,0,0.0,147931136,147161088
105879216450090,0,0.0,147931136,147161088
105879316744374,0,9.970643236539114,147931136,147161088
105879417023195,0,0.0,147931136,147161088
105879517304997,0,0.0,147931136,147161088
105879617582633,0,0.0,147931136,147161088
105879717828009,0,0.0,147931136,147161088
105879818106126,0,0.0,147931136,147161088
105879918397187,0,0.0,147931136,147161088
105880018704712,0,0.0,147931136,147161088
105880118989273,0,0.0,147931136,147161088
105880219256279,0,0.0,147931136,147161088
105880319526137,0,9.973070316009316,147931136,147161088
105880419803032,0,0.0,147931136,147161088
105880520080297,0,0.0,147931136,147161088
105880620351617,0,0.0,147931136,147161088
105880720627067,0,0.0,147931136,147161088
105880820839258,0,0.0,147931136,147161088
105880921121986,0,0.0,147931136,147161088
105881021432085,0,0.0,147931136,147161088
105881121732868,0,0.0,147931136,147161088
105881222039930,0,9.96935102442768,147931136,147161088
105881322336750,0,0.0,147931136,147161088
105881422617608,0,0.0,147931136,147161088
105881522918947,0,0.0,147931136,147161088
105881623220564,0,0.0,147931136,147161088
105881723506792,0,0.0,147931136,147161088
105881823803816,0,0.0,147931136,147161088
105881924126673,0,9.967786902747132,147931136,147161088
105882024416957,0,0.0,147931136,147161088
105882124705777,0,0.0,147931136,147161088
105882224989561,0,0.0,147931136,147161088
105882325267900,0,0.0,147931136,147161088
105882425519609,0,0.0,147931136,147161088
105882525790689,0,0.0,147931136,147161088
105882626118139,0,0.0,147931136,147161088
105882726418719,0,0.0,147931136,147161088
105882826651484,0,0.0,147931136,147161088
105882926932934,0,9.97191738466421,147931136,147161088
105883027220236,0,0.0,147931136,147161088
105883127496408,0,0.0,147931136,147161088
105883227791358,0,0.0,147931136,147161088
105883328096901,0,0.0,147931136,147161088
105883428405536,0,0.0,147931136,147161088
105883528692041,0,0.0,147931136,147161088
105883628979584,0,0.0,147931136,147161088
105883729262330,0,0.0,147931136,147161088
105883829551299,0,0.0,147931136,147161088
105883929799841,0,0.0,147931136,147161088
105884030092939,0,0.0,147931136,147161088
105884130400371,0,0.0,147931136,147161088
105884230702950,0,9.969868267424935,147931136,147161088
105884330973456,0,0.0,147931136,147161088
105884431310647,0,0.0,147931136,147161088
105884531523893,0,0.0,147931136,147161088
105884631799232,0,0.0,147931136,147161088
105884732013811,0,0.0,147931136,147161088
105884832291243,0,9.972376018725683,147931136,147161088
105884932552952,0,0.0,147931136,147161088
105885032837179,0,0.0,147931136,147161088
105885133103777,0,0.0,147931136,147161088
105885233377709,0,0.0,147931136,147161088
105885333653344,0,0.0,147931136,147161088
105885433925646,0,0.0,147931136,147161088
105885534200132,0,0.0,147931136,147161088
105885634472749,0,9.972795907591529,147931136,147161088
105885734743143,0,0.0,147931136,147161088
105885835015685,0,0.0,147931136,147161088
105885935289765,0,0.0,147931136,147161088
105886035563659,0,0.0,147931136,147161088
105886135853109,0,0.0,147931136,147161088
105886236090707,0,0.0,147931136,147161088
105886336356786,0,0.0,147931136,147161088
105886436634588,0,0.0,147931136,147161088
105886536920834,0,0.0,147931136,147161088
105886637207302,0,0.0,147931136,147161088
