monotonic_ns,queue_pending_windows,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes
101036259669623,0,0.0,88440832,88702976
101036359960188,0,0.0,88489984,88702976
101036460213141,0,9.974895582703413,88489984,88702976
101036560448428,0,0.0,88506368,88702976
101036660681270,0,0.0,88506368,88702976
101036760885039,0,9.979605577643165,88506368,88702976
101036861091677,0,0.0,88506368,88702976
101036961287186,0,9.980538947641564,88506368,88702976
101037061498732,0,0.0,88506368,88702976
101037161769871,0,9.972399590172188,88506368,88702976
101037262013065,0,0.0,88506368,88702976
101037362215611,0,0.0,88506368,88702976
101037462393343,0,9.98207758010658,88506368,88702976
101037562827278,0,0.0,88506368,88702976
101037663142305,0,9.968599808208317,88506368,88702976
101037763396870,0,0.0,88506368,88702976
101037863640694,0,0.0,88506368,88702976
101037963910499,0,0.0,88506368,88702976
101038064216786,0,9.96954761895453,88506368,88702976
101038164419017,0,9.979854565620444,88506368,88702976
101038264610434,0,0.0,88506368,88702976
101038364798128,0,0.0,88506368,88702976
101038464973878,0,9.982422651046004,88506368,88702976
101038565167572,0,0.0,88506368,88702976
101038665337470,0,0.0,88506368,88702976
101038765548072,0,0.0,88506368,88702976
101038865746155,0,19.960513312303032,88506368,88702976
101038965956257,0,0.0,88506368,88702976
101039066146414,0,0.0,88506368,88702976
101039166379256,0,0.0,88506368,88702976
101039266580302,0,9.979998485146114,88506368,88702976
101039366783886,0,0.0,88506368,88702976
101039466985987,0,9.979843510110435,88506368,88702976
101039567220219,0,0.0,88506368,88702976
101039667476617,0,0.0,88506368,88702976
101039767714385,0,9.976336726652265,88506368,88702976
101039867928616,0,0.0,88506368,88702976
101039968134570,0,9.979494932062687,88506368,88702976
101040068373820,0,0.0,88506368,88702976
101040168558533,0,0.0,88506368,88702976
101040268755616,0,19.960712526853996,88506368,88702976
101040368946903,0,0.0,88506368,88702976
101040469177134,0,0.0,88506368,88702976
101040569735421,0,0.0,88506368,88702976
101040669937449,0,9.97982130060971,88506368,88702976
101040770161699,0,0.0,88506368,88702976
101040870368449,0,9.97936576532447,88506368,88702976
101040970569143,0,9.979900680753364,88506368,88702976
101041070888282,0,0.0,88506368,88702976
101041171212217,0,0.0,88506368,88702976
101041271479504,0,0.0,88506368,88702976
101041371783532,0,9.969763004211268,88506368,88702976
101041472019874,0,9.976367979891053,88506368,88702976
101041572261346,0,0.0,88506368,88702976
101041672490837,0,9.976974439242285,88506368,88702976
101041772778883,0,0.0,88506368,88702976
101041873049245,0,0.0,88506368,88702976
101041973291809,0,9.975818815175625,88506368,88702976
101042073540078,0,0.0,88506368,88702976
101042173803902,0,0.0,88506368,88702976
101042274035170,0,9.976867535447456,88506368,88702976
101042374275494,0,9.976067612781186,88506368,88702976
101042474491337,0,0.0,88506368,88702976
101042574739531,0,0.0,88506368,88702976
101042674958559,0,0.0,88506368,88702976
101042775195939,0,9.97631463269016,88506368,88702976
101042875423281,0,0.0,88506368,88702976
101042975652272,0,9.97715500936363,88506368,88702976
101043075877170,0,0.0,88506368,88702976
101043176131235,0,9.974738973670235,88506368,88702976
101043276321337,0,0.0,88522752,88702976
101043376581254,0,0.0,88522752,88702976
101043476838985,0,9.974243312758263,88522752,88702976
101043577054383,0,0.0,88522752,88702976
101043677259300,0,9.979548313281667,88522752,88702976
101043777498013,0,9.97616345352412,88522752,88702976
101043877766282,0,0.0,88522752,88702976
101043978000106,0,0.0,88522752,88702976
101044078253411,0,9.97477031535347,88522752,88702976
101044178469587,0,0.0,88522752,88702976
101044278669060,0,9.980044503050667,88522752,88702976
101044378892495,0,0.0,88522752,88702976
101044479109226,0,0.0,88522752,88702976
101044579338791,0,9.977155107865165,88539136,88702976
101044679550708,0,0.0,88539136,88702976
101044779799032,0,9.975326727806618,88539136,88702976
101044880080375,0,0.0,88539136,88702976
101044980307403,0,0.0,88539136,88702976
101045080515634,0,9.97921270107614,88539136,88702976
