window,window_start_ns,window_complete_ns,decision_ns,elapsed_s,score,threshold,prediction,error,processing_ms,window_to_decision_ms,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,temperature_c,cpu_frequency_khz,windows_dropped
1,4990747569495,4991359774089,4991362040756,0.626678371,0.4313053837813642,1.296361072562011,0,,0.273149,2.266667,7.992238398416227,40992768,113049600,57.85,2400000.0,0
2,4991365491589,4991977496035,4991978482165,1.24311978,0.45032081960227066,1.296361072562011,0,,0.364685,0.98613,9.733193315510979,40992768,113049600,57.85,2400000.0,0
3,4991983467183,4992595440371,4992596348964,1.860986579,0.4338234182467889,1.296361072562011,0,,0.271574,0.908593,6.4740060201567164,40992768,113049600,57.3,2400000.0,0
4,4992599791297,4993212946782,4993213914949,2.478552564,0.4253384697492525,1.296361072562011,0,,0.313982,0.968167,9.715543806895955,41009152,113049600,57.3,1600000.0,0
