timestamp_s,signal,x_g,y_g,z_g,label,anomaly_type,source
5.000001692678779e-07,1.0280698857568003,-0.0624,-0.0312,-1.0257,0,normal,real
0.002072409000902553,1.0280698857568003,-0.0624,-0.0312,-1.0257,0,normal,real
0.004059300001244992,1.0280698857568003,-0.0624,-0.0312,-1.0257,0,normal,real
0.00605541299955803,1.0280698857568003,-0.0624,-0.0312,-1.0257,0,normal,real
0.008056210999711766,1.0885751650667033,-0.09749999999999999,0.0,-1.0842,0,normal,real
0.01005593500121904,1.0885751650667033,-0.09749999999999999,0.0,-1.0842,0,normal,real
0.012052899999616784,1.0885751650667033,-0.09749999999999999,0.0,-1.0842,0,normal,real
0.014055920000828337,1.0885751650667033,-0.09749999999999999,0.0,-1.0842,0,normal,real
0.01605349599958572,1.1638086182873884,-0.11309999999999999,0.0,-1.1582999999999999,0,normal,real
0.01805783100098779,1.1638086182873884,-0.11309999999999999,0.0,-1.1582999999999999,0,normal,real
0.020053481001014006,1.1638086182873884,-0.11309999999999999,0.0,-1.1582999999999999,0,normal,real
0.02205496399983531,1.1638086182873884,-0.11309999999999999,0.0,-1.1582999999999999,0,normal,real
0.024052799999481067,1.1638086182873884,-0.11309999999999999,0.0,-1.1582999999999999,0,normal,real
0.026053208999655908,1.1818094008764695,-0.13649999999999998,0.0,-1.1739,0,normal,real
0.02805641400118475,1.1818094008764695,-0.13649999999999998,0.0,-1.1739,0,normal,real
0.03005434199985757,1.1818094008764695,-0.13649999999999998,0.0,-1.1739,0,normal,real
0.03205277000051865,1.1818094008764695,-0.13649999999999998,0.0,-1.1739,0,normal,real
0.03405316099997435,1.1818094008764695,-0.13649999999999998,0.0,-1.1739,0,normal,real
0.0360527370012278,1.1901966812254183,-0.1677,-0.0351,-1.1778,0,normal,real
0.03805981299956329,1.1901966812254183,-0.1677,-0.0351,-1.1778,0,normal,real
0.040067314001134946,1.1901966812254183,-0.1677,-0.0351,-1.1778,0,normal,real
0.042058761000589584,1.1901966812254183,-0.1677,-0.0351,-1.1778,0,normal,real
0.0440534290009964,1.1901966812254183,-0.1677,-0.0351,-1.1778,0,normal,real
0.046081135000349605,1.1756931487424769,-0.1755,-0.027299999999999998,-1.1622,0,normal,real
0.04807161800090398,1.1756931487424769,-0.1755,-0.027299999999999998,-1.1622,0,normal,real
0.050061379000908346,1.1756931487424769,-0.1755,-0.027299999999999998,-1.1622,0,normal,real
0.05207030699966708,1.1756931487424769,-0.1755,-0.027299999999999998,-1.1622,0,normal,real
0.05407404899960966,1.1756931487424769,-0.1755,-0.027299999999999998,-1.1622,0,normal,real
0.05607073600003787,1.1589826271346777,-0.1599,-0.054599999999999996,-1.1465999999999998,0,normal,real
0.05808172000070044,1.1589826271346777,-0.1599,-0.054599999999999996,-1.1465999999999998,0,normal,real
0.06014753700037545,1.1589826271346777,-0.1599,-0.054599999999999996,-1.1465999999999998,0,normal,real
0.06210211200050253,1.1589826271346777,-0.1599,-0.054599999999999996,-1.1465999999999998,0,normal,real
0.06407754000065324,1.1589826271346777,-0.1599,-0.054599999999999996,-1.1465999999999998,0,normal,real
0.06608789399979287,1.132605928820788,-0.1677,-0.0429,-1.1193,0,normal,real
0.0690310629997839,1.132605928820788,-0.1677,-0.0429,-1.1193,0,normal,real
0.07010265700046148,1.132605928820788,-0.1677,-0.0429,-1.1193,0,normal,real
0.07209088099989458,1.132605928820788,-0.1677,-0.0429,-1.1193,0,normal,real
0.07410162300038792,1.1049739996941104,-0.1248,-0.0663,-1.0958999999999999,0,normal,real
0.07607321800060163,1.1049739996941104,-0.1248,-0.0663,-1.0958999999999999,0,normal,real
0.07809986800020852,1.1049739996941104,-0.1248,-0.0663,-1.0958999999999999,0,normal,real
0.08006244399985007,1.1049739996941104,-0.1248,-0.0663,-1.0958999999999999,0,normal,real
0.08205702000122983,1.1049739996941104,-0.1248,-0.0663,-1.0958999999999999,0,normal,real
0.08405429900085437,1.0363584997480362,-0.1326,-0.0663,-1.0257,0,normal,real
0.08605800500117766,1.0363584997480362,-0.1326,-0.0663,-1.0257,0,normal,real
0.08806252500107803,1.0363584997480362,-0.1326,-0.0663,-1.0257,0,normal,real
0.09005523099949642,1.0363584997480362,-0.1326,-0.0663,-1.0257,0,normal,real
0.09205975100121577,1.0363584997480362,-0.1326,-0.0663,-1.0257,0,normal,real
0.09405654900001537,1.0393481707300973,-0.10139999999999999,-0.0429,-1.0334999999999999,0,normal,real
0.0960653470010584,1.0393481707300973,-0.10139999999999999,-0.0429,-1.0334999999999999,0,normal,real
0.09805858999970951,1.0393481707300973,-0.10139999999999999,-0.0429,-1.0334999999999999,0,normal,real
0.10008053599995037,1.0393481707300973,-0.10139999999999999,-0.0429,-1.0334999999999999,0,normal,real
0.10205724200022814,1.0393481707300973,-0.10139999999999999,-0.0429,-1.0334999999999999,0,normal,real
0.10405976200127043,0.9968830272404079,-0.09749999999999999,-0.054599999999999996,-0.9905999999999999,0,normal,real
0.10608704200058128,0.9968830272404079,-0.09749999999999999,-0.054599999999999996,-0.9905999999999999,0,normal,real
0.10806848799984436,0.9968830272404079,-0.09749999999999999,-0.054599999999999996,-0.9905999999999999,0,normal,real
0.110174638000899,0.9968830272404079,-0.09749999999999999,-0.054599999999999996,-0.9905999999999999,0,normal,real
0.11207338100030029,0.9968830272404079,-0.09749999999999999,-0.054599999999999996,-0.9905999999999999,0,normal,real
0.11406021600123495,1.0430732093194608,-0.10139999999999999,-0.039,-1.0373999999999999,0,normal,real
