timestamp,window_start_timestamp,window_index,reconstruction_error,threshold,predicted_label,anomaly_counter,consecutive_anomalies_required,confirmed_anomaly,startup_grace_active,inference_time_ms,window_formation_time_ms,total_window_pipeline_time_ms,measured_sampling_rate_hz,fan_action,dry_run
2026-08-23T16:23:05.609+02:00,2026-08-23T16:23:05.330+02:00,1,0.008404511012234531,0.08138438331902553,0,0,3,0,1,0.156444,256.126028,278.357703,500.2248589516187,none,1
2026-08-23T16:23:05.866+02:00,2026-08-23T16:23:05.609+02:00,2,0.011060988692174109,0.08138438331902553,0,0,3,0,1,0.130074,256.085675,256.843102,500.0267789975607,none,1
2026-08-23T16:23:06.123+02:00,2026-08-23T16:23:05.866+02:00,3,0.009000202755320172,0.08138438331902553,0,0,3,0,1,0.13163,256.076861,256.747935,499.9638608738731,none,1
2026-08-23T16:23:06.380+02:00,2026-08-23T16:23:06.123+02:00,4,0.008345858073038032,0.08138438331902553,0,0,3,0,1,0.125926,256.076009,256.734009,499.95310872980014,none,1
2026-08-23T16:23:06.637+02:00,2026-08-23T16:23:06.380+02:00,5,0.010238818138772652,0.08138438331902553,0,0,3,0,1,0.113259,256.077879,256.711287,499.94468918896195,none,1
2026-08-23T16:23:06.893+02:00,2026-08-23T16:23:06.637+02:00,6,0.00989141492265557,0.08138438331902553,0,0,3,0,1,0.130963,256.080546,256.736787,499.9418827383669,none,1
2026-08-23T16:23:07.150+02:00,2026-08-23T16:23:06.894+02:00,7,0.0077874330536172225,0.08138438331902553,0,0,3,0,1,0.125092,256.076509,256.724324,499.9520872673387,none,1
2026-08-23T16:23:07.407+02:00,2026-08-23T16:23:07.150+02:00,8,0.010885801279043853,0.08138438331902553,0,0,3,0,1,0.121111,256.07262,256.684509,499.96283937463573,none,1
2026-08-23T16:23:07.664+02:00,2026-08-23T16:23:07.407+02:00,9,0.007845276697194,0.08138438331902553,0,0,3,0,1,0.121537,256.072157,256.700453,499.9404992068205,none,1
2026-08-23T16:23:07.921+02:00,2026-08-23T16:23:07.664+02:00,10,0.009339166692433398,0.08138438331902553,0,0,3,0,1,0.119315,256.072046,256.705232,499.95912342273255,none,1
2026-08-23T16:23:08.178+02:00,2026-08-23T16:23:07.921+02:00,11,0.010986794606418096,0.08138438331902553,0,0,3,0,1,0.117741,256.074305,256.688638,499.95864908826053,none,1
2026-08-23T16:23:08.434+02:00,2026-08-23T16:23:08.178+02:00,12,0.007597739932865564,0.08138438331902553,0,0,3,0,1,0.117444,256.076064,256.697916,499.95861169058503,none,1
2026-08-23T16:23:08.691+02:00,2026-08-23T16:23:08.435+02:00,13,0.009873243896367826,0.08138438331902553,0,0,3,0,0,0.1205,256.074361,256.713584,499.94982786694413,none,1
2026-08-23T16:23:08.948+02:00,2026-08-23T16:23:08.692+02:00,14,0.00951350703393015,0.08138438331902553,0,0,3,0,0,0.132519,256.075509,256.738028,499.9649178139567,none,1
