timestamp,window_index,reconstruction_error,threshold,predicted_label,inference_time_ms,measured_sampling_rate_hz
2026-08-23T16:37:34.610+02:00,1,0.08910671211595796,0.08138438331902553,1,0.130833,500.05260198990885
2026-08-23T16:37:34.866+02:00,2,0.06579949336439585,0.08138438331902553,0,0.124111,500.00604337727805
2026-08-23T16:37:35.123+02:00,3,0.07040788276183285,0.08138438331902553,0,0.118686,499.93412876284816
2026-08-23T16:37:35.380+02:00,4,0.08688185662885806,0.08138438331902553,1,0.118888,499.9515853945792
2026-08-23T16:37:35.637+02:00,5,0.07215731309760957,0.08138438331902553,0,0.136611,499.9449883395405
2026-08-23T16:37:35.894+02:00,6,0.06639988755577113,0.08138438331902553,0,0.121722,499.9331073779417
2026-08-23T16:37:36.151+02:00,7,0.06871691284555463,0.08138438331902553,0,0.121148,499.94928860959993
2026-08-23T16:37:36.407+02:00,8,0.05425313191312157,0.08138438331902553,0,0.123445,499.94739333504066
2026-08-23T16:37:36.664+02:00,9,0.07210251515658506,0.08138438331902553,0,0.124611,499.938356025689
2026-08-23T16:37:36.921+02:00,10,0.0663311143148319,0.08138438331902553,0,0.120204,499.92939186082793
2026-08-23T16:37:37.178+02:00,11,0.07130660198524308,0.08138438331902553,0,0.121203,499.947247696193
2026-08-23T16:37:37.435+02:00,12,0.0611681730664048,0.08138438331902553,0,0.120037,499.9348195256024
2026-08-23T16:37:37.691+02:00,13,0.09060279741034331,0.08138438331902553,1,0.115389,499.9421464592974
2026-08-23T16:37:37.948+02:00,14,0.0735665338669893,0.08138438331902553,0,0.131537,499.9514023638522
2026-08-23T16:37:38.205+02:00,15,0.07498319889704597,0.08138438331902553,0,0.128834,499.941743009488
2026-08-23T16:37:38.462+02:00,16,0.06440116848671155,0.08138438331902553,0,0.1275,499.95220338829733
2026-08-23T16:37:38.719+02:00,17,0.08738620306297869,0.08138438331902553,1,0.119722,499.95756069145597
2026-08-23T16:37:38.975+02:00,18,0.07131023373244379,0.08138438331902553,0,0.119907,499.99481501570835
2026-08-23T16:37:39.232+02:00,19,0.06040653474397987,0.08138438331902553,0,0.119648,499.9464821073669
2026-08-23T16:37:39.489+02:00,20,0.06457918605364273,0.08138438331902553,0,0.132852,499.9145185538797
2026-08-23T16:37:39.746+02:00,21,0.09306692968216301,0.08138438331902553,1,0.130629,499.9650693704087
2026-08-23T16:37:40.003+02:00,22,0.06746745360269557,0.08138438331902553,0,0.120778,499.9563955356613
2026-08-23T16:37:40.260+02:00,23,0.07935173782063291,0.08138438331902553,0,0.121982,499.93142869077656
2026-08-23T16:37:40.516+02:00,24,0.09056562752578164,0.08138438331902553,1,0.132074,499.94272703438156
2026-08-23T16:37:40.773+02:00,25,0.07912957870089936,0.08138438331902553,0,0.167389,499.93121025722775
2026-08-23T16:37:41.030+02:00,26,0.07398735025823826,0.08138438331902553,0,0.157148,499.9712299967066
2026-08-23T16:37:41.288+02:00,27,0.06928056603113648,0.08138438331902553,0,0.158018,499.9418886451285
2026-08-23T16:37:41.545+02:00,28,0.06325149740312168,0.08138438331902553,0,0.159203,499.9314286979359
2026-08-23T16:37:41.802+02:00,29,0.07737923256553596,0.08138438331902553,0,0.150778,499.95318745436924
2026-08-23T16:37:42.059+02:00,30,0.0615200601386087,0.08138438331902553,0,0.164925,499.97731598819854
2026-08-23T16:37:42.316+02:00,31,0.06717847909299952,0.08138438331902553,0,0.166055,499.94243379328367
2026-08-23T16:37:42.573+02:00,32,0.0786057876425336,0.08138438331902553,0,0.163741,499.95959972000446
2026-08-23T16:37:42.830+02:00,33,0.07909180084858865,0.08138438331902553,0,0.163111,499.9542069523088
2026-08-23T16:37:43.087+02:00,34,0.07182634240649947,0.08138438331902553,0,0.158351,499.9542797701693
2026-08-23T16:37:43.344+02:00,35,0.0717111166766007,0.08138438331902553,0,0.152888,499.96645106883517
2026-08-23T16:37:43.601+02:00,36,0.06828589839944278,0.08138438331902553,0,0.17663,499.95803108576735
2026-08-23T16:37:43.858+02:00,37,0.06218091711900945,0.08138438331902553,0,0.167944,499.95274658994157
2026-08-23T16:37:44.115+02:00,38,0.06847491860993642,0.08138438331902553,0,0.167611,499.928986462785
