timestamp,window_index,reconstruction_error,threshold,predicted_label,inference_time_ms,measured_sampling_rate_hz
2026-08-23T13:59:08.188+02:00,1,0.054558743503888424,0.08138438331902553,0,0.126556,500.0299033621839
2026-08-23T13:59:08.445+02:00,2,0.06710016699711453,0.08138438331902553,0,0.124037,500.0668022310814
2026-08-23T13:59:08.702+02:00,3,0.06759196920275794,0.08138438331902553,0,0.124925,499.9355319335207
2026-08-23T13:59:08.959+02:00,4,0.06118298512834933,0.08138438331902553,0,0.110888,499.9657444729596
2026-08-23T13:59:09.216+02:00,5,0.04294080811851334,0.08138438331902553,0,0.125593,499.97201534574674
2026-08-23T13:59:09.472+02:00,6,0.03842171389450141,0.08138438331902553,0,0.12387,499.9292993691618
2026-08-23T13:59:09.729+02:00,7,0.05695539522750407,0.08138438331902553,0,0.125759,499.96250281159655
2026-08-23T13:59:09.986+02:00,8,0.061860138993727,0.08138438331902553,0,0.123333,499.9833509489098
2026-08-23T13:59:10.243+02:00,9,0.05811849064006062,0.08138438331902553,0,0.125481,499.9213175045209
2026-08-23T13:59:10.500+02:00,10,0.07938518805635149,0.08138438331902553,0,0.122296,499.9649079756075
2026-08-23T13:59:10.757+02:00,11,0.03846621109583426,0.08138438331902553,0,0.125166,499.9810912659313
2026-08-23T13:59:11.013+02:00,12,0.052457041455151586,0.08138438331902553,0,0.124556,499.9494165323974
2026-08-23T13:59:11.270+02:00,13,0.04684726269458898,0.08138438331902553,0,0.126037,499.9747827653802
2026-08-23T13:59:11.527+02:00,14,0.05378479627985655,0.08138438331902553,0,0.12237,499.9735801365576
2026-08-23T13:59:11.784+02:00,15,0.7722406665224435,0.08138438331902553,1,0.124186,499.95204003638213
2026-08-23T13:59:12.041+02:00,16,2.639521377908679,0.08138438331902553,1,0.120204,499.9631188596373
2026-08-23T13:59:12.297+02:00,17,1.6255574334876712,0.08138438331902553,1,0.12437,499.96042242328815
2026-08-23T13:59:12.554+02:00,18,0.6456605634852118,0.08138438331902553,1,0.122074,499.95138267747814
2026-08-23T13:59:12.811+02:00,19,9.860056933954121,0.08138438331902553,1,0.211667,499.87624126962373
2026-08-23T13:59:13.068+02:00,20,0.061454449989378546,0.08138438331902553,0,0.122889,500.0502097669278
