timestamp,window_start_timestamp,window_index,reconstruction_error,threshold,predicted_label,anomaly_counter,consecutive_anomalies_required,confirmed_anomaly,startup_grace_active,inference_time_ms,window_formation_time_ms,total_window_pipeline_time_ms,measured_sampling_rate_hz,fan_action,dry_run
2026-08-23T16:19:07.351+02:00,2026-08-23T16:19:07.071+02:00,1,0.0856500174803189,0.08138438331902553,1,0,3,0,1,0.137056,256.128326,280.368373,500.1895383585773,startup_shutdown_suppressed,1
2026-08-23T16:19:07.609+02:00,2026-08-23T16:19:07.351+02:00,2,0.08466340654651712,0.08138438331902553,1,0,3,0,1,0.245278,256.108325,257.384881,499.9818648305388,startup_shutdown_suppressed,1
2026-08-23T16:19:07.866+02:00,2026-08-23T16:19:07.609+02:00,3,0.0878046554580552,0.08138438331902553,1,0,3,0,1,0.123889,256.08164,256.717918,499.96728364027007,startup_shutdown_suppressed,1
2026-08-23T16:19:08.123+02:00,2026-08-23T16:19:07.866+02:00,4,0.08978364700054405,0.08138438331902553,1,0,3,0,1,0.26476,256.103826,257.535345,499.61576203836876,startup_shutdown_suppressed,1
2026-08-23T16:19:08.380+02:00,2026-08-23T16:19:08.124+02:00,5,0.08645733604941282,0.08138438331902553,1,0,3,0,1,0.125685,256.083418,256.737029,500.1452547864861,startup_shutdown_suppressed,1
2026-08-23T16:19:08.637+02:00,2026-08-23T16:19:08.381+02:00,6,0.054663961041936826,0.08138438331902553,0,0,3,0,1,0.123278,256.078437,256.722585,499.88998680881383,none,1
2026-08-23T16:19:08.894+02:00,2026-08-23T16:19:08.638+02:00,7,0.07178282751355343,0.08138438331902553,0,0,3,0,1,0.124018,256.075251,256.712047,499.9951693391528,none,1
2026-08-23T16:19:09.151+02:00,2026-08-23T16:19:08.894+02:00,8,0.0860839337323795,0.08138438331902553,1,0,3,0,1,0.206426,256.100399,257.159733,499.89268445756585,startup_shutdown_suppressed,1
2026-08-23T16:19:09.409+02:00,2026-08-23T16:19:09.152+02:00,9,0.10889914553710216,0.08138438331902553,1,0,3,0,1,0.144056,256.094807,256.93264,499.99312805113715,startup_shutdown_suppressed,1
2026-08-23T16:19:09.666+02:00,2026-08-23T16:19:09.409+02:00,10,0.2112501969190164,0.08138438331902553,1,0,3,0,1,0.218685,256.090251,257.153826,499.7093580181917,startup_shutdown_suppressed,1
2026-08-23T16:19:09.923+02:00,2026-08-23T16:19:09.666+02:00,11,0.07834418235755984,0.08138438331902553,0,0,3,0,1,0.124648,256.089103,256.721659,500.15331668309324,none,1
2026-08-23T16:19:10.181+02:00,2026-08-23T16:19:09.923+02:00,12,0.13190771526135175,0.08138438331902553,1,0,3,0,1,0.404556,256.091492,257.735234,499.9382359733792,startup_shutdown_suppressed,1
2026-08-23T16:19:10.438+02:00,2026-08-23T16:19:10.181+02:00,13,0.07750540171304932,0.08138438331902553,0,0,3,0,0,0.12563,256.107381,257.050214,500.1895777616801,none,1
2026-08-23T16:19:10.695+02:00,2026-08-23T16:19:10.439+02:00,14,0.08983132467204973,0.08138438331902553,1,1,3,0,0,0.12226,256.07677,256.709992,499.9649512743712,none,1
2026-08-23T16:19:10.952+02:00,2026-08-23T16:19:10.695+02:00,15,0.07432228371858444,0.08138438331902553,0,0,3,0,0,0.125907,256.074807,256.702066,499.9111240713934,none,1
2026-08-23T16:19:11.210+02:00,2026-08-23T16:19:10.952+02:00,16,0.06694803503512858,0.08138438331902553,0,0,3,0,0,0.213463,256.092511,257.298752,499.81981889320707,none,1
2026-08-23T16:19:11.467+02:00,2026-08-23T16:19:11.210+02:00,17,0.07851936091490523,0.08138438331902553,0,0,3,0,0,0.235001,256.131418,257.380881,499.9781111952268,none,1
2026-08-23T16:19:11.724+02:00,2026-08-23T16:19:11.468+02:00,18,0.10603281915444031,0.08138438331902553,1,1,3,0,0,0.130963,256.087048,256.770566,500.0821611353451,none,1
2026-08-23T16:19:11.982+02:00,2026-08-23T16:19:11.725+02:00,19,0.1154790512062654,0.08138438331902553,1,2,3,0,0,0.23913,256.121862,257.503567,500.0057756572455,none,1
2026-08-23T16:19:12.240+02:00,2026-08-23T16:19:11.982+02:00,20,0.08833527580802143,0.08138438331902553,1,3,3,1,0,0.197963,256.103177,257.208066,500.1599921222952,dry_run_fan_stop_would_execute,1
