timestamp,window_start_timestamp,window_index,reconstruction_error,threshold,predicted_label,anomaly_counter,consecutive_anomalies_required,confirmed_anomaly,startup_grace_active,inference_time_ms,window_formation_time_ms,total_window_pipeline_time_ms,measured_sampling_rate_hz,fan_action,dry_run
2026-08-23T16:17:51.490+02:00,2026-08-23T16:17:51.212+02:00,1,0.07519398266561968,0.08138438331902553,0,0,3,0,1,0.133297,256.109067,278.092131,500.1384339832399,none,1
2026-08-23T16:17:51.747+02:00,2026-08-23T16:17:51.491+02:00,2,0.09201946370795626,0.08138438331902553,1,0,3,0,1,0.110519,256.082789,256.723753,500.01616391037396,startup_shutdown_suppressed,1
2026-08-23T16:17:52.004+02:00,2026-08-23T16:17:51.747+02:00,3,0.07587272726903367,0.08138438331902553,0,0,3,0,1,0.122908,256.0729,256.703196,499.9426817705405,none,1
2026-08-23T16:17:52.261+02:00,2026-08-23T16:17:52.004+02:00,4,0.09140543373758692,0.08138438331902553,1,0,3,0,1,0.120092,256.073234,256.714012,499.9490583394216,startup_shutdown_suppressed,1
2026-08-23T16:17:52.518+02:00,2026-08-23T16:17:52.261+02:00,5,0.07694116287531234,0.08138438331902553,0,0,3,0,1,0.132296,256.074123,256.731364,499.9505541005581,none,1
2026-08-23T16:17:52.775+02:00,2026-08-23T16:17:52.518+02:00,6,0.07696266605766329,0.08138438331902553,0,0,3,0,1,0.1305,256.076993,256.731975,499.96852166882434,none,1
2026-08-23T16:17:53.032+02:00,2026-08-23T16:17:52.775+02:00,7,0.0946500938902286,0.08138438331902553,1,0,3,0,1,0.131778,256.075863,256.753011,499.95346889401156,startup_shutdown_suppressed,1
2026-08-23T16:17:53.289+02:00,2026-08-23T16:17:53.032+02:00,8,0.11120276874127273,0.08138438331902553,1,0,3,0,1,0.132444,256.075196,256.729955,499.95678522585456,startup_shutdown_suppressed,1
2026-08-23T16:17:53.545+02:00,2026-08-23T16:17:53.289+02:00,9,0.07838911187550313,0.08138438331902553,0,0,3,0,1,0.12987,256.066455,256.710585,499.9637467237522,none,1
2026-08-23T16:17:53.802+02:00,2026-08-23T16:17:53.546+02:00,10,0.07819780562116667,0.08138438331902553,0,0,3,0,1,0.132315,256.075529,256.726159,499.9613061419092,none,1
2026-08-23T16:17:54.059+02:00,2026-08-23T16:17:53.802+02:00,11,0.07436663676303883,0.08138438331902553,0,0,3,0,1,0.130722,256.076289,256.72016,499.9687775413303,none,1
2026-08-23T16:17:54.316+02:00,2026-08-23T16:17:54.059+02:00,12,0.07010613330292352,0.08138438331902553,0,0,3,0,1,0.127296,256.074863,256.723919,499.95084538219095,none,1
2026-08-23T16:17:54.573+02:00,2026-08-23T16:17:54.316+02:00,13,0.07262908661958507,0.08138438331902553,0,0,3,0,0,0.144537,256.074752,256.735123,499.95922773261674,none,1
2026-08-23T16:17:54.830+02:00,2026-08-23T16:17:54.573+02:00,14,0.07359742938334612,0.08138438331902553,0,0,3,0,0,0.131944,256.076344,256.728178,499.9553268317716,none,1
2026-08-23T16:17:55.087+02:00,2026-08-23T16:17:54.830+02:00,15,0.09597492053253376,0.08138438331902553,1,1,3,0,0,0.122351,256.075029,256.704141,499.96232764204154,none,1
2026-08-23T16:17:55.344+02:00,2026-08-23T16:17:55.087+02:00,16,0.06613820297665107,0.08138438331902553,0,0,3,0,0,0.1205,256.073177,256.691604,499.95106187822546,none,1
2026-08-23T16:17:55.600+02:00,2026-08-23T16:17:55.344+02:00,17,0.08225648259735034,0.08138438331902553,1,1,3,0,0,0.121074,256.072789,256.698382,499.94792865036,none,1
2026-08-23T16:17:55.857+02:00,2026-08-23T16:17:55.601+02:00,18,0.07285796795904831,0.08138438331902553,0,0,3,0,0,0.107926,256.074251,256.672696,499.9539432186543,none,1
2026-08-23T16:17:56.114+02:00,2026-08-23T16:17:55.857+02:00,19,0.07238905828471394,0.08138438331902553,0,0,3,0,0,0.120186,256.071974,256.690641,499.9470902436609,none,1
2026-08-23T16:17:56.371+02:00,2026-08-23T16:17:56.114+02:00,20,0.0875876634115137,0.08138438331902553,1,1,3,0,0,0.121352,256.073066,256.69927,499.94705481667586,none,1
2026-08-23T16:17:56.628+02:00,2026-08-23T16:17:56.371+02:00,21,0.08604355775311721,0.08138438331902553,1,2,3,0,0,0.121667,256.071048,256.643752,499.95215812274023,none,1
2026-08-23T16:17:56.884+02:00,2026-08-23T16:17:56.628+02:00,22,0.08509822612947078,0.08138438331902553,1,3,3,1,0,0.122055,256.073714,256.692178,499.9500797823462,dry_run_fan_stop_would_execute,1
