timestamp_s,signal,x_g,y_g,z_g,label,anomaly_type,source,profile_name,recording_index
4.260000423528254e-07,1.0974672067993647,-0.13649999999999998,-0.0429,-1.0880999999999998,0,normal,profile_calibration,fan_50,8
0.0020804699997825082,1.0974672067993647,-0.13649999999999998,-0.0429,-1.0880999999999998,0,normal,profile_calibration,fan_50,8
0.004064773000209243,1.0974672067993647,-0.13649999999999998,-0.0429,-1.0880999999999998,0,normal,profile_calibration,fan_50,8
0.006099391001043841,1.0974672067993647,-0.13649999999999998,-0.0429,-1.0880999999999998,0,normal,profile_calibration,fan_50,8
0.008055157999478979,1.1049258210395845,-0.13649999999999998,-0.0351,-1.0958999999999999,0,normal,profile_calibration,fan_50,8
0.010069387000839924,1.1049258210395845,-0.13649999999999998,-0.0351,-1.0958999999999999,0,normal,profile_calibration,fan_50,8
0.012066819999745348,1.1049258210395845,-0.13649999999999998,-0.0351,-1.0958999999999999,0,normal,profile_calibration,fan_50,8
0.014056068001082167,1.1049258210395845,-0.13649999999999998,-0.0351,-1.0958999999999999,0,normal,profile_calibration,fan_50,8
0.016072427000835887,1.1049258210395845,-0.13649999999999998,-0.0351,-1.0958999999999999,0,normal,profile_calibration,fan_50,8
0.01806286000100954,1.1013340365211637,-0.13649999999999998,-0.0429,-1.0919999999999999,0,normal,profile_calibration,fan_50,8
0.020056478000697098,1.1013340365211637,-0.13649999999999998,-0.0429,-1.0919999999999999,0,normal,profile_calibration,fan_50,8
0.02205644800051232,1.1013340365211637,-0.13649999999999998,-0.0429,-1.0919999999999999,0,normal,profile_calibration,fan_50,8
0.024067381000349997,1.1013340365211637,-0.13649999999999998,-0.0429,-1.0919999999999999,0,normal,profile_calibration,fan_50,8
0.026069073001053766,1.1013340365211637,-0.13649999999999998,-0.0429,-1.0919999999999999,0,normal,profile_calibration,fan_50,8
0.028056043000106,1.1159453212411439,-0.1326,-0.0312,-1.1076,0,normal,profile_calibration,fan_50,8
0.03007242100102303,1.1159453212411439,-0.1326,-0.0312,-1.1076,0,normal,profile_calibration,fan_50,8
0.03205614999933459,1.1159453212411439,-0.1326,-0.0312,-1.1076,0,normal,profile_calibration,fan_50,8
0.034053305000270484,1.1159453212411439,-0.1326,-0.0312,-1.1076,0,normal,profile_calibration,fan_50,8
0.036052830999324215,1.1159453212411439,-0.1326,-0.0312,-1.1076,0,normal,profile_calibration,fan_50,8
0.03805293100049312,1.108752921078452,-0.1326,-0.046799999999999994,-1.0997999999999999,0,normal,profile_calibration,fan_50,8
0.040059492999716895,1.108752921078452,-0.1326,-0.046799999999999994,-1.0997999999999999,0,normal,profile_calibration,fan_50,8
0.04205427799934114,1.108752921078452,-0.1326,-0.046799999999999994,-1.0997999999999999,0,normal,profile_calibration,fan_50,8
0.04405324800063681,1.108752921078452,-0.1326,-0.046799999999999994,-1.0997999999999999,0,normal,profile_calibration,fan_50,8
0.04605266299950017,1.10198293997684,-0.1404,-0.046799999999999994,-1.0919999999999999,0,normal,profile_calibration,fan_50,8
0.04805266999937885,1.10198293997684,-0.1404,-0.046799999999999994,-1.0919999999999999,0,normal,profile_calibration,fan_50,8
0.050054436000209535,1.10198293997684,-0.1404,-0.046799999999999994,-1.0919999999999999,0,normal,profile_calibration,fan_50,8
0.05205422099970747,1.10198293997684,-0.1404,-0.046799999999999994,-1.0919999999999999,0,normal,profile_calibration,fan_50,8
0.054052691000833875,1.10198293997684,-0.1404,-0.046799999999999994,-1.0919999999999999,0,normal,profile_calibration,fan_50,8
0.056052661000649096,1.0960595969198026,-0.156,-0.039,-1.0842,0,normal,profile_calibration,fan_50,8
0.05805259400040086,1.0960595969198026,-0.156,-0.039,-1.0842,0,normal,profile_calibration,fan_50,8
0.06005345300036424,1.0960595969198026,-0.156,-0.039,-1.0842,0,normal,profile_calibration,fan_50,8
0.062053126999671804,1.0960595969198026,-0.156,-0.039,-1.0842,0,normal,profile_calibration,fan_50,8
0.06405256000107329,1.0960595969198026,-0.156,-0.039,-1.0842,0,normal,profile_calibration,fan_50,8
0.06605262199991557,1.1068444606176604,-0.15209999999999999,-0.0312,-1.0958999999999999,0,normal,profile_calibration,fan_50,8
0.0680527410004288,1.1068444606176604,-0.15209999999999999,-0.0312,-1.0958999999999999,0,normal,profile_calibration,fan_50,8
0.07005439600106911,1.1068444606176604,-0.15209999999999999,-0.0312,-1.0958999999999999,0,normal,profile_calibration,fan_50,8
0.07205305100069381,1.1068444606176604,-0.15209999999999999,-0.0312,-1.0958999999999999,0,normal,profile_calibration,fan_50,8
0.07405255800040322,1.1068444606176604,-0.15209999999999999,-0.0312,-1.0958999999999999,0,normal,profile_calibration,fan_50,8
