axis,frequency_hz,mean_amplitude_g,mean_psd_g2_per_hz
x_g,0.0,0.00013742504768363668,4.379975125992152e-08
x_g,0.4040290699080974,0.0006401424728693042,3.7453784937227717e-07
x_g,0.8080581398161948,0.000752212078179608,5.656551150499781e-07
x_g,1.212087209724292,0.000745134037728664,6.045295153490464e-07
x_g,1.6161162796323896,0.0007222626098000866,6.026525081811585e-07
x_g,2.020145349540487,0.0007511364505697045,6.435268450796625e-07
x_g,2.424174419448584,0.0007178629574636297,5.140538224756282e-07
x_g,2.8282034893566816,0.0007079359152921259,5.004591963201348e-07
x_g,3.232232559264779,0.0007288486354679525,5.220242726489813e-07
x_g,3.6362616291728767,0.0007502312995569935,5.478118627692153e-07
x_g,4.040290699080974,0.0005859150186330294,3.659828050159641e-07
x_g,4.444319768989072,0.000497792885496888,2.6601362552798253e-07
x_g,4.848348838897168,0.0005179291977994011,2.763523965105082e-07
x_g,5.252377908805266,0.0006018907004395535,4.0278471515924957e-07
x_g,5.656406978713363,0.0006475475662483651,4.083729856191018e-07
x_g,6.060436048621461,0.0007960551789681043,6.306469697920953e-07
x_g,6.464465118529558,0.0010962741160990303,1.1726809235572356e-06
x_g,6.868494188437656,0.0011234673357592238,1.2512718682344469e-06
x_g,7.272523258345753,0.0008217556303827415,7.531958118393592e-07
x_g,7.676552328253851,0.0006629261792569913,4.390924588807397e-07
x_g,8.080581398161948,0.000629140272944615,3.8239131914229295e-07
x_g,8.484610468070045,0.000646018223855303,4.2345432629017365e-07
x_g,8.888639537978143,0.0006651968954821128,4.4559222087567623e-07
x_g,9.29266860788624,0.0006241557073224159,4.1344421827253e-07
x_g,9.696697677794337,0.0008781348941553944,7.917171993072993e-07
x_g,10.100726747702435,0.0009585603485019587,9.702886229546596e-07
x_g,10.504755817610532,0.0010015152931900809,1.0714119702281858e-06
x_g,10.90878488751863,0.0007818099988158727,6.678938211244276e-07
x_g,11.312813957426727,0.0005837822443449307,3.718532916585423e-07
x_g,11.716843027334825,0.0006693955310732809,5.098687172106739e-07
x_g,12.120872097242922,0.0006051156560789531,3.5432181887195704e-07
x_g,12.52490116715102,0.0006030538030976836,3.984142506390592e-07
x_g,12.928930237059117,0.0006692865710102259,4.943168220155128e-07
x_g,13.332959306967213,0.0008720134665930237,7.623419251048412e-07
x_g,13.736988376875312,0.0007970343727062055,5.969299375024446e-07
x_g,14.141017446783408,0.0005001829969380767,2.7615107090003393e-07
x_g,14.545046516691507,0.0005520163602744442,3.429274054746719e-07
x_g,14.949075586599603,0.0007045799965564261,5.731280792990725e-07
x_g,15.353104656507702,0.0008100304858073012,7.36574599019518e-07
x_g,15.757133726415798,0.0007362320806266403,5.696400290128324e-07
x_g,16.161162796323897,0.0006544900972926151,4.284393814566608e-07
x_g,16.56519186623199,0.0006033123597756065,4.1880687529858025e-07
x_g,16.96922093614009,0.000483580505429369,2.3733503796793303e-07
x_g,17.37325000604819,0.0006110298645212539,3.58669251359779e-07
x_g,17.777279075956287,0.000725102594231247,5.907873965915398e-07
x_g,18.18130814586438,0.0007171031698144032,5.724357845860999e-07
x_g,18.58533721577248,0.000578188765550178,3.781268952888334e-07
x_g,18.98936628568058,0.000656550345422869,4.548748748805203e-07
x_g,19.393395355588673,0.0007202090156783761,5.27683711940917e-07
x_g,19.79742442549677,0.0007471767981335819,5.267275815726846e-07
x_g,20.20145349540487,0.0006382844744049552,4.287072189277774e-07
x_g,20.60548256531297,0.0007131525230043603,5.235788226272349e-07
x_g,21.009511635221063,0.000634389311923159,4.465504940016681e-07
x_g,21.41354070512916,0.0006527473271871291,4.279091870189806e-07
x_g,21.81756977503726,0.0007937399445759919,6.096945629433135e-07
x_g,22.22159884494536,0.000841496314075891,7.297296773486954e-07
x_g,22.625627914853453,0.0007686445240547336,6.151292714266561e-07
x_g,23.02965698476155,0.0007053104083192923,4.992871199798697e-07
x_g,23.43368605466965,0.0006917341838601209,4.6507249345788326e-07
x_g,23.837715124577745,0.0005511123181463018,3.1512780270039435e-07
x_g,24.241744194485843,0.0007185129625426927,5.514524258273905e-07
x_g,24.64577326439394,0.0008031230974514846,7.362592640565853e-07
x_g,25.04980233430204,0.0007970268531064223,6.719380376717772e-07
x_g,25.453831404210135,0.0007528457141894017,6.282724944295396e-07
x_g,25.857860474118233,0.0006235089243673265,3.843598788715189e-07
x_g,26.26188954402633,0.0006087089166035315,3.671935796884732e-07
x_g,26.665918613934426,0.0007010244376848691,5.4501837165994e-07
x_g,27.069947683842525,0.0005931902732870708,4.141767697077324e-07
x_g,27.473976753750623,0.0005353421675631911,3.374601429493965e-07
x_g,27.87800582365872,0.0007330180115389492,5.539806304930482e-07
x_g,28.282034893566816,0.000769141779029328,5.909528245414276e-07
x_g,28.686063963474915,0.0007631774259894837,5.338606444434744e-07
x_g,29.090093033383013,0.0005715265209947066,3.7355177818646355e-07
x_g,29.494122103291108,0.0006061669273518807,3.6281829328032933e-07
x_g,29.898151173199206,0.0005830934334117146,3.462541488973132e-07
x_g,30.302180243107305,0.0007238728569346691,5.339823494661954e-07
x_g,30.706209313015403,0.0009415096365032418,8.605725045944126e-07
x_g,31.110238382923498,0.0007249568547045252,5.429442842306688e-07
x_g,31.514267452831596,0.0005248456527338503,2.837278821693657e-07
x_g,31.918296522739695,0.0006393646283597477,3.8202604698350355e-07
x_g,32.32232559264779,0.0007024331617207328,5.000084754773181e-07
x_g,32.72635466255589,0.0005979489190465193,3.771027523144152e-07
x_g,33.13038373246398,0.00048223055477299056,2.3745187948738992e-07
x_g,33.53441280237208,0.000540496596407024,2.857483446505768e-07
x_g,33.93844187228018,0.0005322863938865117,3.157943477202381e-07
x_g,34.34247094218828,0.0006291939466001799,3.793149993240663e-07
x_g,34.74650001209638,0.0006767873338607855,4.3704508569658346e-07
x_g,35.150529082004475,0.0005996144460712503,3.572555016052917e-07
x_g,35.55455815191257,0.0006535393722359493,4.3590148703445664e-07
x_g,35.958587221820665,0.0007483289847727411,5.611571231640307e-07
x_g,36.36261629172876,0.000727706966351274,6.300278972192984e-07
x_g,36.76664536163686,0.0005822256446355409,3.469113929498595e-07
x_g,37.17067443154496,0.00040370229867220923,1.7442003562669095e-07
x_g,37.57470350145306,0.0006926422193473893,4.5000616145170937e-07
x_g,37.97873257136116,0.0007548331741493689,5.595366515019618e-07
x_g,38.382761641269255,0.000602967890323723,4.006330844732978e-07
x_g,38.786790711177346,0.0005856113299897821,3.380819394409035e-07
x_g,39.190819781085445,0.0006647536257212496,4.6396615555911657e-07
x_g,39.59484885099354,0.0007128631765487408,5.329372005468724e-07
x_g,39.99887792090164,0.0006319625463549327,4.2856768523801276e-07
x_g,40.40290699080974,0.0006061814634250978,3.8754270817239563e-07
x_g,40.80693606071784,0.0006016317539844394,3.6835555476737973e-07
x_g,41.21096513062594,0.0007106138879741577,5.223707171070047e-07
x_g,41.614994200534035,0.0008071448707820123,6.643553534472016e-07
x_g,42.019023270442126,0.0006914158558783237,5.068842749668375e-07
x_g,42.423052340350225,0.0006799058431077573,4.628788955182242e-07
x_g,42.82708141025832,0.0006352112001076818,4.4470664209238785e-07
x_g,43.23111048016642,0.0006156886080470559,3.697975933320705e-07
x_g,43.63513955007452,0.0007096467138769801,4.794504086973826e-07
x_g,44.03916861998262,0.0007303039038656749,5.126862856208778e-07
x_g,44.44319768989072,0.0006016574081432765,3.5314726593138815e-07
