window_index_in_recording,source_start_index,source_end_index_exclusive,start_host_monotonic_ns,last_host_monotonic_ns,start_since_command_s,last_since_command_s,quality_valid,quality_reasons,method,threshold,score,prediction,decision,error,model_core_ns,transfer_in_ns,transfer_out_ns,score_and_other_overhead_ns,standardization_ns,scorer_call_ns,decision_monotonic_ns,dequeue_to_decision_ns,dequeue_monotonic_ns,complete_to_decision_ns,assembly_ns,queue_wait_ns,logging_monotonic_ns,trial,mode,repeat
80,47496,47624,101646924298422,101647514194864,229.471212304,230.061108746,True,[],isolation_forest,0.5045395247064507,0.4629934943108629,0,NORMAL,,21637461,0,0,8259,98519,21666035,101647541455606,21769905,101647519685701,27260742,5421634,69203,101647541467125,sensor_live_isolation_forest_02,sensor_live,2
81,47624,47752,101647542908954,101648132527807,230.089822836,230.679441689,True,[],isolation_forest,0.5045395247064507,0.4680169356583324,0,NORMAL,,20077743,0,0,7018,96722,20103391,101648158026572,20205557,101648137821015,25498765,5220356,72852,101648158035591,sensor_live_isolation_forest_02,sensor_live,2
82,47752,47880,101648159441180,101648751224324,230.706355062,231.298138206,True,[],isolation_forest,0.5045395247064507,0.46069476811210747,0,NORMAL,,21528979,0,0,7778,98111,21555591,101648778455548,21659035,101648756796513,27231224,5506967,65222,101648778465585,sensor_live_isolation_forest_02,sensor_live,2
83,47880,48008,101648778583807,101649368211310,231.325497689,231.915125192,True,[],isolation_forest,0.5045395247064507,0.45432168152988645,0,NORMAL,,20326205,0,0,6445,95092,20351649,101649393939704,20452297,101649373487407,25728394,5205931,70166,101649393948538,sensor_live_isolation_forest_02,sensor_live,2
84,48008,48136,101649394025778,101649987446922,231.94093966,232.534360804,True,[],isolation_forest,0.5045395247064507,0.46215170003608746,0,NORMAL,,20710797,0,0,9148,101630,20741352,101650013952036,20848037,101649993103999,26505114,5555633,101444,101650013962981,sensor_live_isolation_forest_02,sensor_live,2
85,48136,48264,101650015496440,101650605299964,232.562410322,233.152213846,True,[],isolation_forest,0.5045395247064507,0.4600271508924827,0,NORMAL,,20402168,0,0,8277,97981,20428909,101650631211599,20531871,101650610679728,25911635,5315227,64537,101650631220840,sensor_live_isolation_forest_02,sensor_live,2
86,48264,48392,101650632645280,101651224046728,233.179559162,233.77096061,True,[],isolation_forest,0.5045395247064507,0.4472301390809622,0,NORMAL,,20336464,0,0,7593,100111,20362872,101651250145640,20468612,101651229677028,26098912,5564819,65481,101651250155011,sensor_live_isolation_forest_02,sensor_live,2
87,48392,48520,101651251125878,101651840617092,233.79803976,234.387530974,True,[],isolation_forest,0.5045395247064507,0.4460885535751909,0,NORMAL,,20180965,0,0,7278,96611,20207261,101651866511875,20309168,101651846202707,25894783,5518986,66629,101651866520542,sensor_live_isolation_forest_02,sensor_live,2
88,48520,48648,101651867961909,101652459258137,234.414875791,235.006172019,True,[],isolation_forest,0.5045395247064507,0.4650259143360507,0,NORMAL,,20222984,0,0,8055,98925,20249668,101652485231179,20353779,101652464877400,25973042,5555059,64204,101652485240624,sensor_live_isolation_forest_02,sensor_live,2
89,48648,48776,101652486271343,101653078234609,235.033185225,235.625148491,True,[],isolation_forest,0.5045395247064507,0.4527984626872566,0,NORMAL,,20201317,0,0,7259,93536,20226243,101653103851097,20324946,101653083526151,25616488,5218764,72778,101653103859634,sensor_live_isolation_forest_02,sensor_live,2
90,48776,48904,101653105257204,101653695181754,235.652171086,236.242095636,True,[],isolation_forest,0.5045395247064507,0.47149686390774875,0,NORMAL,,21499128,0,0,7056,98204,21524980,101653722352849,21628591,101653700724258,27171095,5469930,72574,101653722362553,sensor_live_isolation_forest_02,sensor_live,2
91,48904,49032,101653723812623,101654313945618,236.270726505,236.8608595,True,[],isolation_forest,0.5045395247064507,0.4655996346559565,0,NORMAL,,21317852,0,0,7833,105703,21344462,101654341107880,21456128,101654319651752,27162262,5621319,84815,101654341117102,sensor_live_isolation_forest_02,sensor_live,2
92,49032,49160,101654342560098,101654932967002,236.88947398,237.479880884,True,[],isolation_forest,0.5045395247064507,0.46103109029667566,0,NORMAL,,20840204,0,0,7056,113110,20866778,101654959592654,20985555,101654938607099,26625652,5563078,77019,101654959602191,sensor_live_isolation_forest_02,sensor_live,2
93,49160,49288,101654960570393,101655550584539,237.507484275,238.097498421,True,[],isolation_forest,0.5045395247064507,0.4668865715445013,0,NORMAL,,21517592,0,0,7110,110592,21543906,101655577784301,21659813,101655556124488,27199762,5472560,67389,101655577794319,sensor_live_isolation_forest_02,sensor_live,2
94,49288,49416,101655579240204,101656169346668,238.126154086,238.71626055,True,[],isolation_forest,0.5045395247064507,0.4480678963458291,0,NORMAL,,21474703,0,0,7333,110685,21501406,101656196542281,21617980,101656174924301,27195613,5505633,72000,101656196552763,sensor_live_isolation_forest_02,sensor_live,2
95,49416,49544,101656198047055,101656786075284,238.744960937,239.332989166,True,[],isolation_forest,0.5045395247064507,0.47212474284841266,0,NORMAL,,21676757,0,0,8427,99982,21705109,101656813476508,21810850,101656791665658,27401224,5498875,91499,101656813487138,sensor_live_isolation_forest_02,sensor_live,2
96,49544,49672,101656814932931,101657405187414,239.361846813,239.952101296,True,[],isolation_forest,0.5045395247064507,0.4816831805089086,0,NORMAL,,21452554,0,0,7685,100111,21479703,101657432367269,21585388,101657410781881,27179855,5507375,87092,101657432376454,sensor_live_isolation_forest_02,sensor_live,2
97,49672,49800,101657433823598,101658022267533,239.98073748,240.569181415,True,[],isolation_forest,0.5045395247064507,0.4484909788369812,0,NORMAL,,21640961,0,0,7445,97593,21667850,101658049574054,21770665,101658027803389,27306521,5452431,83425,101658049583239,sensor_live_isolation_forest_02,sensor_live,2
98,49800,49928,101658050556737,101658640527410,240.597470619,241.187441292,True,[],isolation_forest,0.5045395247064507,0.4799400542140753,0,NORMAL,,21435036,0,0,7371,113685,21460722,101658667757283,21579851,101658646177432,27229873,5573133,76889,101658667767394,sensor_live_isolation_forest_02,sensor_live,2
99,49928,50056,101658668743706,101659259046546,241.215657588,241.805960428,True,[],isolation_forest,0.5045395247064507,0.46895287528363777,0,NORMAL,,20632631,0,0,7167,110574,20658816,101659285380440,20774816,101659264605624,26333894,5487597,71481,101659285389625,sensor_live_isolation_forest_02,sensor_live,2
100,50056,50184,101659286379234,101659876214558,241.833293116,242.42312844,True,[],isolation_forest,0.5045395247064507,0.4687075838894615,0,NORMAL,,21712202,0,0,7427,100166,21739036,101659903592931,21844720,101659881748211,27378373,5467875,65778,101659903602431,sensor_live_isolation_forest_02,sensor_live,2
101,50184,50312,101659903689116,101660495986435,242.450602998,243.042900317,True,[],isolation_forest,0.5045395247064507,0.4441438958874703,0,NORMAL,,21639629,0,0,7129,99519,21666092,101660523295549,21770851,101660501524698,27309114,5466356,71907,101660523304530,sensor_live_isolation_forest_02,sensor_live,2
102,50312,50440,101660524284917,101661114114559,243.071198799,243.661028441,True,[],isolation_forest,0.5045395247064507,0.4618240090048289,0,NORMAL,,21686777,0,0,7907,98777,21715610,101661141405914,21819684,101661119586230,27291355,5404079,67592,101661141416117,sensor_live_isolation_forest_02,sensor_live,2
103,50440,50568,101661142890317,101661731060947,243.689804199,244.277974829,True,[],isolation_forest,0.5045395247064507,0.45460582213352535,0,NORMAL,,21742129,0,0,7574,99944,21769073,101661758560430,21874720,101661736685710,27499483,5533189,91574,101661758571152,sensor_live_isolation_forest_02,sensor_live,2
104,50568,50696,101661759560539,101662349541387,244.306474421,244.896455269,True,[],isolation_forest,0.5045395247064507,0.44797934090615854,0,NORMAL,,21701350,0,0,7816,111463,21729351,101662376923982,21846369,101662355077613,27382595,5467245,68981,101662376934019,sensor_live_isolation_forest_02,sensor_live,2
105,50696,50824,101662377940091,101662967804645,244.924853973,245.514718527,True,[],isolation_forest,0.5045395247064507,0.46239348964142185,0,NORMAL,,21191038,0,0,7425,109574,21217148,101662994700908,21332296,101662973368612,26896263,5491782,72185,101662994710315,sensor_live_isolation_forest_02,sensor_live,2
106,50824,50952,101662994789074,101663585065517,245.541702956,246.131979399,True,[],isolation_forest,0.5045395247064507,0.46803669016113303,0,NORMAL,,20343040,0,0,7166,94593,20367910,101663611145783,20471188,101663590674595,26080266,5525560,83518,101663611154523,sensor_live_isolation_forest_02,sensor_live,2
107,50952,51080,101663612122280,101664203895554,246.159036162,246.750809436,True,[],isolation_forest,0.5045395247064507,0.47088128692958925,0,NORMAL,,21533629,0,0,7611,101129,21560703,101664231163520,21667017,101664209496503,27267966,5510282,90667,101664231172724,sensor_live_isolation_forest_02,sensor_live,2
108,51080,51208,101664232634128,101664822353408,246.77954801,247.36926729,True,[],isolation_forest,0.5045395247064507,0.45887042290919766,0,NORMAL,,20159910,0,0,7649,95944,20185911,101664848027768,20287281,101664827740487,25674360,5312301,74778,101664848037397,sensor_live_isolation_forest_02,sensor_live,2
109,51208,51336,101664849480431,101665439717081,247.396394313,247.986630963,True,[],isolation_forest,0.5045395247064507,0.45879687214496934,0,NORMAL,,21754554,0,0,11538,102704,21786740,101665467222714,21895240,101665445327474,27505633,5517597,92796,101665467233065,sensor_live_isolation_forest_02,sensor_live,2
110,51336,51464,101665468673136,101666058715789,248.015587018,248.605629671,True,[],isolation_forest,0.5045395247064507,0.46552225439256145,0,NORMAL,,21535370,0,0,7352,111018,21561203,101666086620902,21677925,101666064942977,27905113,6133596,93592,101666086631124,sensor_live_isolation_forest_02,sensor_live,2
111,51464,51592,101666088088676,101666676256113,248.635002558,249.223169995,True,[],isolation_forest,0.5045395247064507,0.45613224341754005,0,NORMAL,,21593333,0,0,7574,112166,21620129,101666703587524,21737814,101666681849710,27331411,5520579,73018,101666703597080,sensor_live_isolation_forest_02,sensor_live,2
112,51592,51720,101666705015131,101667295065528,249.251929013,249.84197941,True,[],isolation_forest,0.5045395247064507,0.46529835650259227,0,NORMAL,,20956890,0,0,7204,103481,20983131,101667321764311,21091538,101667300672773,26698783,5517801,89444,101667321773885,sensor_live_isolation_forest_02,sensor_live,2
113,51720,51848,101667323181511,101667912865762,249.870095393,250.459779644,True,[],isolation_forest,0.5045395247064507,0.4611739253796066,0,NORMAL,,21807666,0,0,7388,100055,21834666,101667940382932,21940462,101667918442470,27517170,5490264,86444,101667940392617,sensor_live_isolation_forest_02,sensor_live,2
114,51848,51976,101667941364818,101668529744888,250.4882787,251.07665877,True,[],isolation_forest,0.5045395247064507,0.4505690962008109,0,NORMAL,,21860110,0,0,7611,113833,21887573,101668557310076,22006628,101668535303448,27565188,5482060,76500,101668557320002,sensor_live_isolation_forest_02,sensor_live,2
115,51976,52104,101668558292870,101669149147732,251.105206752,251.696061614,True,[],isolation_forest,0.5045395247064507,0.4625624201125982,0,NORMAL,,21426112,0,0,7703,100481,21453649,101669176325070,21559352,101669154765718,27177338,5532523,85463,101669176334995,sensor_live_isolation_forest_02,sensor_live,2
116,52104,52232,101669177787103,101669766087825,251.724700985,252.313001707,True,[],isolation_forest,0.5045395247064507,0.4551171970005647,0,NORMAL,,21993869,0,0,7945,109259,22022203,101669793748087,22137073,101669771611014,27660262,5453449,69740,101669793758939,sensor_live_isolation_forest_02,sensor_live,2
117,52232,52360,101669794747880,101670384833099,252.341661762,252.931746981,True,[],isolation_forest,0.5045395247064507,0.46298490093405237,0,NORMAL,,21412407,0,0,7389,101203,21445167,101670412018566,21551926,101670390466640,27185467,5538652,94889,101670412028640,sensor_live_isolation_forest_02,sensor_live,2
118,52360,52488,101670413492136,101671003353765,252.960406018,253.550267647,True,[],isolation_forest,0.5045395247064507,0.4640030715545909,0,NORMAL,,21727092,0,0,8482,115185,21755777,101671030789027,21876536,101671008912491,27435262,5484448,74278,101671030799416,sensor_live_isolation_forest_02,sensor_live,2
119,52488,52616,101671032286394,101671620292528,253.579200276,254.16720641,True,[],isolation_forest,0.5045395247064507,0.445718007426249,0,NORMAL,,20693965,0,0,6852,116277,20719206,101671646837941,20840872,101671625997069,26545413,5628467,76074,101671646847719,sensor_live_isolation_forest_02,sensor_live,2
120,52616,52744,101671648303400,101672238205476,254.195217282,254.785119358,True,[],isolation_forest,0.5045395247064507,0.45821355129094027,0,NORMAL,,21718685,0,0,7574,99315,21745314,101672265664738,21850462,101672243814276,27459262,5519060,89740,101672265674924,sensor_live_isolation_forest_02,sensor_live,2
121,52744,52872,101672266661754,101672856462461,254.813575636,255.403376343,True,[],isolation_forest,0.5045395247064507,0.4691322326267741,0,NORMAL,,22135628,0,0,8815,111796,22165017,101672884357408,22282072,101672862075336,27894947,5538393,74482,101672884367371,sensor_live_isolation_forest_02,sensor_live,2
122,52872,53000,101672884453278,101673474499985,255.43136716,256.021413867,True,[],isolation_forest,0.5045395247064507,0.4483268171031047,0,NORMAL,,21684111,0,0,7519,109629,21710426,101673501844971,21825685,101673480019286,27344986,5444005,75296,101673501855415,sensor_live_isolation_forest_02,sensor_live,2
123,53000,53128,101673503267097,101674093478213,256.050180979,256.640392095,True,[],isolation_forest,0.5045395247064507,0.45077600275510155,0,NORMAL,,21634759,0,0,7593,108333,21660611,101674120879254,21774815,101674099104439,27401041,5558171,68055,101674120889235,sensor_live_isolation_forest_02,sensor_live,2
124,53128,53256,101674122367268,101674710530946,256.66928115,257.257444828,True,[],isolation_forest,0.5045395247064507,0.4613339147148286,0,NORMAL,,21594408,0,0,7592,110444,21620778,101674737842580,21737037,101674716105543,27311634,5499523,75074,101674737852265,sensor_live_isolation_forest_02,sensor_live,2
125,53256,53384,101674739262743,101675329455158,257.286176625,257.87636904,True,[],isolation_forest,0.5045395247064507,0.45388656682463246,0,NORMAL,,21561334,0,0,8092,100055,21588149,101675356714496,21693685,101675335020811,27259338,5479875,85778,101675356723885,sensor_live_isolation_forest_02,sensor_live,2
126,53384,53512,101675358182103,101675948226613,257.905095985,258.495140495,True,[],isolation_forest,0.5045395247064507,0.4602333083619864,0,NORMAL,,20375633,0,0,7055,107185,20401596,101675974262694,20514521,101675953748173,26036081,5449301,72259,101675974272398,sensor_live_isolation_forest_02,sensor_live,2
127,53512,53640,101675975688024,101676565861090,258.522601906,259.112774972,True,[],isolation_forest,0.5045395247064507,0.45390223320366707,0,NORMAL,,21537019,0,0,7611,97167,21563871,101676593119243,21666501,101676571452742,27258153,5503079,88573,101676593128372,sensor_live_isolation_forest_02,sensor_live,2
128,53640,53768,101676594577683,101677183151070,259.141491565,259.730064952,True,[],isolation_forest,0.5045395247064507,0.46564367899285347,0,NORMAL,,21434372,0,0,7554,98611,21461112,101677210344797,21565371,101677188779426,27193727,5537689,90667,101677210354945,sensor_live_isolation_forest_02,sensor_live,2
129,53768,53896,101677211816571,101677801874807,259.758730453,260.348788689,True,[],isolation_forest,0.5045395247064507,0.46175526350361534,0,NORMAL,,22147666,0,0,7555,98648,22174702,101677829721217,22278628,101677807442589,27846410,5480338,87444,101677829731254,sensor_live_isolation_forest_02,sensor_live,2
130,53896,54024,101677824031435,101678419776639,260.370945317,260.966690521,True,[],isolation_forest,0.5045395247064507,0.44723175732793596,0,NORMAL,,21393556,0,0,7611,98259,21420186,101678446850144,21523760,101678425326384,27073505,5467912,81833,101678446859459,sensor_live_isolation_forest_02,sensor_live,2
