monotonic_ns,queue_pending_windows,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,elapsed_s,trial,mode,method,repeat
101111926195011,0,0.0,88555520,88702976,75.733900326,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101112026468245,0,0.0,88555520,88702976,75.83417356,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101112126677924,0,9.979144187282245,88555520,88702976,75.934383239,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101112226862454,0,9.98150158265663,88555520,88702976,76.034567769,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101112327216003,0,0.0,88555520,88702976,76.134921318,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101112427428515,0,0.0,88555520,88702976,76.23513383,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101112527654453,0,9.977436825551807,88555520,88702976,76.335359768,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101112627843798,0,0.0,88555520,88702976,76.435549113,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101112728079236,0,9.976517075264484,88555520,88702976,76.535784551,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101112828249878,0,0.0,88555520,88702976,76.635955193,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101112928445093,0,0.0,88555520,88702976,76.736150408,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101113028652457,0,0.0,88555520,88702976,76.836357772,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101113128836617,0,9.981638178634118,88555520,88702976,76.936541932,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101113229016333,0,9.982062432187828,88555520,88702976,77.036721648,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101113329194937,0,0.0,88555520,88702976,77.136900252,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101113429365208,0,0.0,88555520,88702976,77.237070523,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101113529538720,0,9.982717619153178,88555520,88702976,77.337244035,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101113629711899,0,0.0,88555520,88702976,77.437417214,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101113729938226,0,0.0,88555520,88702976,77.537643541,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101113830131626,0,9.980660375058795,88555520,88702976,77.637836941,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101113930332342,0,0.0,88555520,88702976,77.738037657,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101114030543021,0,9.978998598413204,88555520,88702976,77.838248336,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101114130751385,0,9.979299142048838,88555520,88702976,77.9384567,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101114230927193,0,0.0,88555520,88702976,78.038632508,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101114331201353,0,0.0,88555520,88702976,78.138906668,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101114431494494,0,9.970885711352198,88555520,88702976,78.239199809,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101114531691192,0,0.0,88555520,88702976,78.339396507,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101114631884018,0,9.980811690549633,88555520,88702976,78.439589333,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101114732056734,0,0.0,88555520,88702976,78.539762049,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101114832263746,0,0.0,88555520,88702976,78.639969061,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101114932525054,0,0.0,88555520,88702976,78.740230369,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101115032708918,0,9.981704633062938,88555520,88702976,78.840414233,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101115132877671,0,9.983108780513414,88555520,88702976,78.940582986,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101115233067813,0,0.0,88555520,88702976,79.040773128,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101115333234769,0,0.0,88555520,88702976,79.140940084,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101115433412040,0,0.0,88555520,88702976,79.241117355,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101115533638719,0,19.954752201417378,88555520,88702976,79.341344034,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101115633826157,0,0.0,88555520,88702976,79.441531472,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101115734047558,0,0.0,88555520,88702976,79.541752873,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101115834260070,0,9.978408420702214,88555520,88702976,79.641965385,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101115934632323,0,0.0,88555520,88702976,79.742337638,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101116034914279,0,9.971857820929175,88555520,88702976,79.842619594,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101116135210976,0,0.0,88555520,88702976,79.942916291,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101116235491025,0,0.0,88555520,88702976,80.04319634,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101116335742593,0,9.974946922405623,88555520,88702976,80.143447908,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101116435958271,0,9.978484093724816,88555520,88702976,80.243663586,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101116536203932,0,0.0,88555520,88702976,80.343909247,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101116636417981,0,0.0,88555520,88702976,80.444123296,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101116736642771,0,0.0,88555520,88702976,80.544348086,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101116836863338,0,9.978021311891961,88555520,88702976,80.644568653,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101116937086091,0,9.977809252365837,88555520,88702976,80.744791406,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101117037263325,0,0.0,88555520,88702976,80.84496864,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101117137507948,0,9.975661878839393,88555520,88702976,80.945213263,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101117237682609,0,0.0,88555520,88702976,81.045387924,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101117337852787,0,0.0,88555520,88702976,81.145558102,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101117438004744,0,0.0,88555520,88702976,81.245710059,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101117538166608,0,9.983850821954785,88555520,88702976,81.345871923,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101117638334361,0,9.983199373055438,88555520,88702976,81.446039676,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101117738553854,0,0.0,88555520,88702976,81.546259169,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101117838770255,0,9.978515457499132,88555520,88702976,81.64647557,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101117938952804,0,0.0,88555520,88702976,81.746658119,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101118039179113,0,0.0,88555520,88702976,81.846884428,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101118139358903,0,9.98209202627931,88555520,88702976,81.947064218,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101118239531822,0,0.0,88555520,88702976,82.047237137,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101118339728538,0,0.0,88555520,88702976,82.147433853,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101118439893346,0,9.983566550378514,88555520,88702976,82.247598661,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101118540055451,0,0.0,88555520,88702976,82.347760766,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101118640221704,0,0.0,88555520,88702976,82.447927019,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101118740429364,0,9.979247556103205,88555520,88702976,82.548134679,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101118840639487,0,0.0,88555520,88702976,82.648344802,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101118940813333,0,9.982678853464842,88555520,88702976,82.748518648,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101119040977271,0,9.983647784303429,88555520,88702976,82.848682586,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101119141140783,0,0.0,88555520,88702976,82.948846098,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101119241301628,0,0.0,88555520,88702976,83.049006943,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101119341486474,0,9.981538445731863,88555520,88702976,83.149191789,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101119441671116,0,0.0,88555520,88702976,83.249376431,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101119541931443,0,0.0,88555520,88702976,83.349636758,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101119642139140,0,0.0,88555520,88702976,83.449844455,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101119742378078,0,19.952315361506727,88555520,88702976,83.550083393,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101119842600331,0,0.0,88555520,88702976,83.650305646,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101119942814269,0,0.0,88555520,88702976,83.750519584,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101120043013744,0,0.0,88555520,88702976,83.850719059,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101120143252497,0,9.976196297327707,88555520,88702976,83.950957812,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101120243502676,0,0.0,88555520,88702976,84.051207991,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101120343707058,0,9.979636649917785,88555520,88702976,84.151412373,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101120443905996,0,0.0,88555520,88702976,84.251611311,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101120544126398,0,9.978036047677971,88555520,88702976,84.351831713,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101120644328484,0,0.0,88555520,88702976,84.452033799,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101120744506885,0,0.0,88555520,88702976,84.5522122,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101120844739397,0,9.976847030992715,88555520,88702976,84.652444712,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101120944934928,0,9.980492427992118,88555520,88702976,84.752640243,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101121045127107,0,0.0,88555520,88702976,84.852832422,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101121145298397,0,0.0,88555520,88702976,84.953003712,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101121245522853,0,0.0,88555520,88702976,85.053228168,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101121345735939,0,9.978793864189274,88555520,88702976,85.153441254,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101121445920100,0,9.981634391620991,88555520,88702976,85.253625415,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101121546111501,0,0.0,88555520,88702976,85.353816816,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101121646282735,0,0.0,88555520,88702976,85.45398805,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101121746484174,0,9.979771203504745,88555520,88702976,85.554189489,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101121846709630,0,9.97762119347927,88555520,88702976,85.654414945,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101121946918179,0,0.0,88555520,88702976,85.754623494,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101122047096710,0,0.0,88555520,88702976,85.854802025,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101122147267278,0,9.982961180480547,88555520,88702976,85.954972593,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101122247447124,0,0.0,88555520,88702976,86.055152439,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101122347645895,0,0.0,88555520,88702976,86.15535121,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101122447815185,0,0.0,88555520,88702976,86.2555205,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101122547977697,0,19.96748016153771,88555520,88702976,86.355683012,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101122648171080,0,0.0,88555520,88702976,86.455876395,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101122748353833,0,0.0,88555520,88702976,86.556059148,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101122848553142,0,0.0,88555520,88702976,86.656258457,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101122948748969,0,0.0,88555520,88702976,86.756454284,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101123048965407,0,9.978378948423316,88555520,88702976,86.856670722,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101123149175456,0,9.979112918096424,88555520,88702976,86.956880771,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101123249355061,0,0.0,88555520,88702976,87.057060376,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101123349543740,0,0.0,88555520,88702976,87.157249055,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101123449713456,0,0.0,88555520,88702976,87.257418771,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101123549928135,0,9.978587348892344,88555520,88702976,87.35763345,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101123650091462,0,9.983649577042565,88555520,88702976,87.457796777,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101123750270511,0,0.0,88555520,88702976,87.557975826,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101123850512375,0,0.0,88555520,88702976,87.65821769,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101123950712036,0,0.0,88555520,88702976,87.758417351,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101124050884715,0,9.98279694531533,88555520,88702976,87.85859003,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101124151050931,0,9.983400499743697,88555520,88702976,87.958756246,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101124251228554,0,0.0,88555520,88702976,88.058933869,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101124351478381,0,9.975145827113096,88555520,88702976,88.159183696,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101124451705912,0,0.0,88555520,88702976,88.259411227,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101124551897813,0,0.0,88555520,88702976,88.359603128,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101124652123900,0,9.977512383880965,88555520,88702976,88.459829215,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101124752321690,0,0.0,88555520,88702976,88.560027005,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101124852535998,0,0.0,88555520,88702976,88.660241313,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101124952731974,0,9.980483265586633,88555520,88702976,88.760437289,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101125052916375,0,9.98160669373882,88555520,88702976,88.86062169,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101125153087850,0,0.0,88555520,88702976,88.960793165,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101125253291733,0,0.0,88555520,88702976,89.060997048,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101125353478097,0,9.981442501686338,88555520,88702976,89.161183412,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101125453656443,0,0.0,88555520,88702976,89.261361758,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101125553849752,0,0.0,88555520,88702976,89.361555067,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101125654018468,0,9.983167879759906,88555520,88702976,89.461723783,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101125754185406,0,9.983245419033148,88555520,88702976,89.561890721,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101125854391603,0,0.0,88555520,88702976,89.662096918,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101125954594134,0,0.0,88555520,88702976,89.762299449,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101126054830332,0,0.0,88555520,88702976,89.862535647,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101126155027881,0,9.98016970288728,88555520,88702976,89.962733196,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101126255248097,0,9.978113407284328,88555520,88702976,90.062953412,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101126355438462,0,0.0,88555520,88702976,90.163143777,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101126455607252,0,0.0,88555520,88702976,90.263312567,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101126555789616,0,0.0,88555520,88702976,90.363494931,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101126655978184,0,9.981230296717598,88555520,88702976,90.463683499,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101126756151622,0,9.982520107546433,88555520,88702976,90.563856937,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101126856366505,0,0.0,88555520,88702976,90.66407182,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101126956564758,0,0.0,88555520,88702976,90.764270073,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101127056732326,0,0.0,88555520,88702976,90.864437641,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101127156907987,0,9.982440787234395,88555520,88702976,90.964613302,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101127257067814,0,0.0,88555520,88702976,91.064773129,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101127357242234,0,0.0,88555520,88702976,91.164947549,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101127457402579,0,9.984039115749807,88555520,88702976,91.265107894,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101127557554833,0,9.984808912357906,88555520,88702976,91.365260148,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101127657714271,0,0.0,88555520,88702976,91.465419586,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101127757902580,0,0.0,88555520,88702976,91.565607895,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101127858102222,0,0.0,88555520,88702976,91.665807537,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101127958294327,0,9.980830019481816,88555520,88702976,91.765999642,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101128058510821,0,0.0,88555520,88702976,91.866216136,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101128158712796,0,19.959804347163278,88555520,88702976,91.966418111,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101128258876716,0,0.0,88555520,88702976,92.066582031,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101128359053358,0,0.0,88555520,88702976,92.166758673,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101128459212130,0,0.0,88555520,88702976,92.266917445,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101128559363605,0,9.984875409013842,88555520,88702976,92.36706892,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101128659518821,0,0.0,88555520,88702976,92.467224136,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101128759672963,0,9.984456298306437,88555520,88702976,92.567378278,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101128859901772,0,0.0,88555520,88702976,92.667607087,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101128960097303,0,0.0,88555520,88702976,92.767802618,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101129060261779,0,9.983525885324466,88555520,88702976,92.867967094,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101129160447495,0,0.0,88555520,88702976,92.96815281,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101129260611729,0,0.0,88555520,88702976,93.068317044,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101129360793186,0,9.981922240357196,88555520,88702976,93.168498501,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101129460971458,0,0.0,88555520,88702976,93.268676773,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101129561130489,0,9.984064932705488,88555520,88702976,93.368835804,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101129661329224,0,9.980081055338214,88555520,88702976,93.469034539,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101129761543218,0,0.0,88555520,88702976,93.569248533,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101129861820564,0,0.0,88555520,88702976,93.669525879,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101129962052298,0,9.976963091722283,88555520,88702976,93.769757613,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101130062248385,0,0.0,88555520,88702976,93.8699537,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101130162433897,0,0.0,88555520,88702976,93.970139212,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101130262657225,0,0.0,88555520,88702976,94.07036254,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101130362851552,0,9.98065668880773,88555520,88702976,94.170556867,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101130463030713,0,9.98205316685224,88555520,88702976,94.270736028,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101130563228892,0,0.0,88555520,88702976,94.370934207,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101130663423867,0,0.0,88555520,88702976,94.471129182,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101130763615195,0,9.980783797187678,88555520,88702976,94.57132051,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101130863813355,0,9.980241616669076,88555520,88702976,94.67151867,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101130964015535,0,0.0,88555520,88702976,94.77172085,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101131064228769,0,0.0,88555520,88702976,94.871934084,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101131164419449,0,9.980896364574814,88555520,88702976,94.972124764,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101131264652887,0,0.0,88555520,88702976,95.072358202,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101131364819400,0,0.0,88555520,88702976,95.172524715,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101131464993894,0,0.0,88555520,88702976,95.272699209,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101131565175073,0,9.981929613281903,88555520,88702976,95.372880388,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101131665350511,0,9.982503466127298,88555520,88702976,95.473055826,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101131765522117,0,0.0,88555520,88702976,95.573227432,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101131865733444,0,9.978957970562037,88555520,88702976,95.673438759,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101131965928068,0,0.0,88555520,88702976,95.773633383,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101132066105969,0,0.0,88555520,88702976,95.873811284,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101132166281982,0,0.0,88555520,88702976,95.973987297,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101132266456994,0,9.98254033805322,88555520,88702976,96.074162309,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101132366628025,0,9.982926100826786,88555520,88702976,96.17433334,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101132466800890,0,0.0,88555520,88702976,96.274506205,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101132566968495,0,0.0,88555520,88702976,96.37467381,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101132667136637,0,9.98320844327743,88555520,88702976,96.474841952,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101132767339131,0,0.0,88555520,88702976,96.575044446,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101132867538736,0,0.0,88555520,88702976,96.675244051,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101132967731045,0,9.980767261579448,88555520,88702976,96.77543636,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101133067931391,0,9.98009948159597,88555520,88702976,96.875636706,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101133168101941,0,0.0,88555520,88702976,96.975807256,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101133268308157,0,0.0,88555520,88702976,97.076013472,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101133368491003,0,9.981756144371982,88555520,88702976,97.176196318,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101133468666664,0,0.0,88555520,88702976,97.276371979,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101133568827714,0,9.983915412927855,88555520,88702976,97.376533029,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
101133668988800,0,0.0,88555520,88702976,97.476694115,sensor_live_tflite_autoencoder_01,sensor_live,tflite_autoencoder,1
