csv,csv_sha256,sidecar,sidecar_sha256,session,session_sha256,protocol_sha256,frozen_bundle_sha256,recording_id,phase,window_index_in_recording,source_start_index,source_end_index_exclusive,start_host_monotonic_ns,last_host_monotonic_ns,start_since_command_s,last_since_command_s,quality_valid,quality_reasons,label,state,method,threshold,score,prediction,decision,error,pwm_percent,display_run,archived_state
/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.csv,431aa57c708d5f7bb6061287330e5790d0dd3a31fd9d68e31cc1985030e3d859,/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.json,c0fe5388d73e797901ec9e20ef6008a76b35ab85992065799c2f4f350c77a1ba,/home/malik/masterarbeit-edge-ai/results/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_session.json,84347d8ce340d7c78aea27a9c691d8931e7211d1baea439b5c8b0a34c5712ee4,4e7fcf7525c74449fd548faaf61fe070851e61bf42fe9fccef449a5fe0218c21,cec1859bfb354bafef77a619e6d2c1ffd85b50787c87595aba9a1e20a80cdae5,normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,3,37650,37778,98320061744800,98320675328912,181.855762318,182.46934643,True,[],0,normal,isolation_forest,0.5045395247064507,0.4274654342187295,0,NORMAL,,50,normal_pwm50_01,
/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.csv,431aa57c708d5f7bb6061287330e5790d0dd3a31fd9d68e31cc1985030e3d859,/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.json,c0fe5388d73e797901ec9e20ef6008a76b35ab85992065799c2f4f350c77a1ba,/home/malik/masterarbeit-edge-ai/results/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_session.json,84347d8ce340d7c78aea27a9c691d8931e7211d1baea439b5c8b0a34c5712ee4,4e7fcf7525c74449fd548faaf61fe070851e61bf42fe9fccef449a5fe0218c21,cec1859bfb354bafef77a619e6d2c1ffd85b50787c87595aba9a1e20a80cdae5,normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,3,37650,37778,98320061744800,98320675328912,181.855762318,182.46934643,True,[],0,normal,tflite_autoencoder,0.544357966122261,0.482164675344188,0,NORMAL,,50,normal_pwm50_01,
/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.csv,431aa57c708d5f7bb6061287330e5790d0dd3a31fd9d68e31cc1985030e3d859,/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.json,c0fe5388d73e797901ec9e20ef6008a76b35ab85992065799c2f4f350c77a1ba,/home/malik/masterarbeit-edge-ai/results/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_session.json,84347d8ce340d7c78aea27a9c691d8931e7211d1baea439b5c8b0a34c5712ee4,4e7fcf7525c74449fd548faaf61fe070851e61bf42fe9fccef449a5fe0218c21,cec1859bfb354bafef77a619e6d2c1ffd85b50787c87595aba9a1e20a80cdae5,normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,4,37778,37906,98320680916629,98321293229615,182.474934147,183.087247133,True,[],0,normal,rms,1.2747695377144315,0.7026860900431219,0,NORMAL,,50,normal_pwm50_01,
/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.csv,431aa57c708d5f7bb6061287330e5790d0dd3a31fd9d68e31cc1985030e3d859,/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.json,c0fe5388d73e797901ec9e20ef6008a76b35ab85992065799c2f4f350c77a1ba,/home/malik/masterarbeit-edge-ai/results/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_session.json,84347d8ce340d7c78aea27a9c691d8931e7211d1baea439b5c8b0a34c5712ee4,4e7fcf7525c74449fd548faaf61fe070851e61bf42fe9fccef449a5fe0218c21,cec1859bfb354bafef77a619e6d2c1ffd85b50787c87595aba9a1e20a80cdae5,normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,4,37778,37906,98320680916629,98321293229615,182.474934147,183.087247133,True,[],0,normal,isolation_forest,0.5045395247064507,0.41586688215563294,0,NORMAL,,50,normal_pwm50_01,
/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.csv,431aa57c708d5f7bb6061287330e5790d0dd3a31fd9d68e31cc1985030e3d859,/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.json,c0fe5388d73e797901ec9e20ef6008a76b35ab85992065799c2f4f350c77a1ba,/home/malik/masterarbeit-edge-ai/results/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_session.json,84347d8ce340d7c78aea27a9c691d8931e7211d1baea439b5c8b0a34c5712ee4,4e7fcf7525c74449fd548faaf61fe070851e61bf42fe9fccef449a5fe0218c21,cec1859bfb354bafef77a619e6d2c1ffd85b50787c87595aba9a1e20a80cdae5,normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,4,37778,37906,98320680916629,98321293229615,182.474934147,183.087247133,True,[],0,normal,tflite_autoencoder,0.544357966122261,0.41448122211466726,0,NORMAL,,50,normal_pwm50_01,
/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.csv,431aa57c708d5f7bb6061287330e5790d0dd3a31fd9d68e31cc1985030e3d859,/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.json,c0fe5388d73e797901ec9e20ef6008a76b35ab85992065799c2f4f350c77a1ba,/home/malik/masterarbeit-edge-ai/results/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_session.json,84347d8ce340d7c78aea27a9c691d8931e7211d1baea439b5c8b0a34c5712ee4,4e7fcf7525c74449fd548faaf61fe070851e61bf42fe9fccef449a5fe0218c21,cec1859bfb354bafef77a619e6d2c1ffd85b50787c87595aba9a1e20a80cdae5,normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,5,37906,38034,98321298824332,98321911879931,183.09284185,183.705897449,True,[],0,normal,rms,1.2747695377144315,0.7165548053653868,0,NORMAL,,50,normal_pwm50_01,
/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.csv,431aa57c708d5f7bb6061287330e5790d0dd3a31fd9d68e31cc1985030e3d859,/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.json,c0fe5388d73e797901ec9e20ef6008a76b35ab85992065799c2f4f350c77a1ba,/home/malik/masterarbeit-edge-ai/results/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_session.json,84347d8ce340d7c78aea27a9c691d8931e7211d1baea439b5c8b0a34c5712ee4,4e7fcf7525c74449fd548faaf61fe070851e61bf42fe9fccef449a5fe0218c21,cec1859bfb354bafef77a619e6d2c1ffd85b50787c87595aba9a1e20a80cdae5,normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,5,37906,38034,98321298824332,98321911879931,183.09284185,183.705897449,True,[],0,normal,isolation_forest,0.5045395247064507,0.4246409919555884,0,NORMAL,,50,normal_pwm50_01,
/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.csv,431aa57c708d5f7bb6061287330e5790d0dd3a31fd9d68e31cc1985030e3d859,/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.json,c0fe5388d73e797901ec9e20ef6008a76b35ab85992065799c2f4f350c77a1ba,/home/malik/masterarbeit-edge-ai/results/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_session.json,84347d8ce340d7c78aea27a9c691d8931e7211d1baea439b5c8b0a34c5712ee4,4e7fcf7525c74449fd548faaf61fe070851e61bf42fe9fccef449a5fe0218c21,cec1859bfb354bafef77a619e6d2c1ffd85b50787c87595aba9a1e20a80cdae5,normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,5,37906,38034,98321298824332,98321911879931,183.09284185,183.705897449,True,[],0,normal,tflite_autoencoder,0.544357966122261,0.44137576642161075,0,NORMAL,,50,normal_pwm50_01,
/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.csv,431aa57c708d5f7bb6061287330e5790d0dd3a31fd9d68e31cc1985030e3d859,/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.json,c0fe5388d73e797901ec9e20ef6008a76b35ab85992065799c2f4f350c77a1ba,/home/malik/masterarbeit-edge-ai/results/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_session.json,84347d8ce340d7c78aea27a9c691d8931e7211d1baea439b5c8b0a34c5712ee4,4e7fcf7525c74449fd548faaf61fe070851e61bf42fe9fccef449a5fe0218c21,cec1859bfb354bafef77a619e6d2c1ffd85b50787c87595aba9a1e20a80cdae5,normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,6,38034,38162,98321915616242,98322528321193,183.70963376,184.322338711,True,[],0,normal,rms,1.2747695377144315,0.7781485125458709,0,NORMAL,,50,normal_pwm50_01,
/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.csv,431aa57c708d5f7bb6061287330e5790d0dd3a31fd9d68e31cc1985030e3d859,/home/malik/masterarbeit-edge-ai/data/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_50pwm_300s_20260912_100420_756309.json,c0fe5388d73e797901ec9e20ef6008a76b35ab85992065799c2f4f350c77a1ba,/home/malik/masterarbeit-edge-ai/results/upright_v4_second_pwm50_20260912_091000/normal_pwm50_01_session.json,84347d8ce340d7c78aea27a9c691d8931e7211d1baea439b5c8b0a34c5712ee4,4e7fcf7525c74449fd548faaf61fe070851e61bf42fe9fccef449a5fe0218c21,cec1859bfb354bafef77a619e6d2c1ffd85b50787c87595aba9a1e20a80cdae5,normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,6,38034,38162,98321915616242,98322528321193,183.70963376,184.322338711,True,[],0,normal,isolation_forest,0.5045395247064507,0.42692544533982646,0,NORMAL,,50,normal_pwm50_01,
