recording_id,phase,block_index,start_since_command_s,end_since_command_s_exclusive,midpoint_since_command_s,xyz_points,first_since_command_s,last_since_command_s,quality_valid,quality_reasons,axis_mean_g,axis_std_population_g,vector_ac_rms_g,vector_ac_rms_mg
normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,46,230,235,232.5,1036,230.00280077,234.999574035,True,[],"[-0.627986583011583, -0.712898166023166, 0.08970376447876448]","[0.010255984386557802, 0.0077501567125420985, 0.01086254747129564]",0.016829886582280643,16.829886582280643
normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,47,235,240,237.5,1035,235.005168697,239.997195728,True,[],"[-0.6283257971014492, -0.7119892753623188, 0.08954173913043478]","[0.009874244114280202, 0.007148051385191284, 0.01095888746026391]",0.016391844002444075,16.391844002444074
normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,48,240,245,242.5,1036,240.000882633,244.997214385,True,[],"[-0.6281258687258687, -0.7120285714285713, 0.08940637065637065]","[0.010124905582197004, 0.007461094346489299, 0.010753283504720039]",0.016547348670663306,16.547348670663308
normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,49,245,250,247.5,1036,245.002809881,249.999415967,True,[],"[-0.6285211389961389, -0.7122318532818533, 0.08954942084942086]","[0.009668133534379578, 0.007267183659534699, 0.010293112067554734]",0.015881842475457437,15.881842475457438
normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,50,250,255,252.5,1035,250.005020019,254.995506758,True,[],"[-0.628551884057971, -0.7118913043478261, 0.08904811594202898]","[0.01175831266552223, 0.008943946849976162, 0.010850934812512605]",0.018330163346265547,18.330163346265547
normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,51,255,260,257.5,1036,255.001098921,259.998160711,True,[],"[-0.6282726833976834, -0.7122469111969112, 0.08975646718146718]","[0.010246711353969987, 0.007469420291698983, 0.01080140875758976]",0.016657063493129835,16.657063493129836
normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,52,260,265,262.5,1036,260.001849209,264.998939349,True,[],"[-0.6285023166023166, -0.7123560810810811, 0.08963600386100386]","[0.010541739727703175, 0.007622922635507944, 0.010801366773946398]",0.016908777311765863,16.908777311765864
normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,53,265,270,267.5,1035,265.002650698,269.994844191,True,[],"[-0.6288872463768116, -0.712011884057971, 0.08962463768115943]","[0.010002162647895227, 0.007576439696804239, 0.010415259231950252]",0.016307155514772846,16.307155514772845
normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,54,270,275,272.5,1036,270.000456466,274.995337954,True,[],"[-0.6283592664092664, -0.7123711389961389, 0.08974140926640926]","[0.01112471946817664, 0.00801602684298621, 0.011007471731569608]",0.017583529324751837,17.583529324751836
normal_pwm50_01_50pwm_300s_20260912_100420_756309,normal_pwm50_01,55,275,280,277.5,1036,275.000936024,279.998156415,True,[],"[-0.6278435328185329, -0.7124125482625482, 0.08945907335907335]","[0.010415285519911492, 0.0077538430422176095, 0.01121698952337887]",0.0171587035743443,17.158703574344297
