recording_id,phase,block_index,start_since_command_s,end_since_command_s_exclusive,midpoint_since_command_s,xyz_points,first_since_command_s,last_since_command_s,quality_valid,quality_reasons,axis_mean_g,axis_std_population_g,vector_ac_rms_g,vector_ac_rms_mg
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,25,125,130,127.5,1035,125.004779248,129.997136385,True,[],"[-0.6280620289855072, -0.7119742028985507, 0.08967362318840578]","[0.010185271062070726, 0.007418898782652179, 0.010927098342050991]",0.01667876745841691,16.67876745841691
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,26,130,135,132.5,1036,130.000830774,134.998855378,True,[],"[-0.6280882239382239, -0.711915637065637, 0.0888153474903475]","[0.009659675982601467, 0.007432919231413126, 0.01075435289328845]",0.0162546527044702,16.2546527044702
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,27,135,140,137.5,1035,135.004515248,139.995567927,True,[],"[-0.6284162318840578, -0.7124452173913043, 0.08971884057971014]","[0.009659229888204654, 0.007407531343498652, 0.010092334231977626]",0.01581225641355618,15.81225641355618
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,28,140,145,142.5,1036,140.001174613,144.99769446,True,[],"[-0.6285361969111969, -0.7122280888030887, 0.08975646718146717]","[0.009700508117479597, 0.007405512439665775, 0.010779639335280648]",0.01628318446834224,16.283184468342238
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,29,145,150,147.5,1035,145.003319997,149.995063623,True,[],"[-0.6281863768115943, -0.7119214492753624, 0.0892968115942029]","[0.00984126567372873, 0.007021412648517418, 0.010274855546465608]",0.01586579346085177,15.86579346085177
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,30,150,155,152.5,1036,150.000649697,154.997063323,True,[],"[-0.6281221042471042, -0.7116408301158301, 0.08927837837837838]","[0.009910284029682396, 0.0073044654247264125, 0.010601873681367432]",0.01624711267412376,16.247112674123763
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,31,155,160,157.5,1036,155.002663602,159.999931135,True,[],"[-0.6278322393822393, -0.7123184362934362, 0.0891503861003861]","[0.009794085718554188, 0.007397141383238857, 0.010789605583802183]",0.01634189108885588,16.341891088855878
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,32,160,165,162.5,1035,160.003618302,164.997069075,True,[],"[-0.6284652173913043, -0.7123171014492753, 0.09019362318840579]","[0.009432460543742686, 0.007100620324289143, 0.010738167869396822]",0.015959272229344196,15.959272229344197
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,33,165,170,167.5,1036,165.000706946,169.998593607,True,[],"[-0.6280543436293435, -0.7119721042471042, 0.08933861003861004]","[0.009938197558318788, 0.0072676428794954985, 0.010802986305921263]",0.016379588421507343,16.379588421507343
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,34,170,175,172.5,1036,170.002275015,174.999903193,True,[],"[-0.628238803088803, -0.7117801158301158, 0.08906380308880309]","[0.010040200091254295, 0.007420867633535842, 0.010326559480788393]",0.016202244443815284,16.202244443815285
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,35,175,180,177.5,1035,175.005492009,179.998073887,True,[],"[-0.6282014492753623, -0.7117217391304347, 0.08956811594202899]","[0.009803411011725365, 0.007192977041153114, 0.01051929480131592]",0.016077977151879714,16.077977151879715
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,36,180,185,182.5,1036,180.001769443,184.999026671,True,[],"[-0.6285851351351351, -0.7120361003861003, 0.08942142857142858]","[0.010043011317980763, 0.007349785924282407, 0.010623193659113494]",0.016362569266007664,16.362569266007664
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,37,185,190,187.5,1035,185.004616469,189.995752248,True,[],"[-0.6283973913043478, -0.7120571014492754, 0.08940985507246377]","[0.009674659511991503, 0.007354242608999713, 0.010790627507609622]",0.016251817222482416,16.251817222482416
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,38,190,195,192.5,1036,190.001355656,194.999414433,True,[],"[-0.6278736486486486, -0.7118742277992277, 0.08866476833976833]","[0.009771022806613587, 0.007225409761278446, 0.01021691118558504]",0.015876545817018053,15.876545817018053
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,39,195,200,197.5,1035,195.004947749,199.996196908,True,[],"[-0.6279602898550726, -0.7122078260869565, 0.08896898550724637]","[0.009728122384786037, 0.007410135806137861, 0.010985233586129102]",0.016438425555405253,16.438425555405253
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,40,200,205,202.5,1036,200.001796354,204.999864733,True,[],"[-0.6281409266409266, -0.7123146718146718, 0.08933861003861004]","[0.010056173535115804, 0.007130642248011632, 0.01109000365552646]",0.016581943978830775,16.581943978830775
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,41,205,210,207.5,1035,205.00354353,209.997260494,True,[],"[-0.6282692753623188, -0.7118762318840579, 0.08930811594202898]","[0.009889158801118557, 0.0071447731176540194, 0.010845154835540488]",0.016323621782660225,16.323621782660226
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,42,210,215,212.5,1036,210.000947681,214.999422622,True,[],"[-0.6277795366795367, -0.7118742277992278, 0.08928214285714287]","[0.009805564676602405, 0.007551295746684741, 0.01017739278890187]",0.016023435650962113,16.023435650962114
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,43,215,220,217.5,1035,215.004984383,219.996864557,True,[],"[-0.6281788405797101, -0.7121776811594203, 0.08914231884057972]","[0.010303970746682954, 0.0075475033101802145, 0.011471580781979048]",0.017167812469943585,17.167812469943584
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,44,220,225,222.5,1036,220.002433706,224.999884264,True,[],"[-0.6282764478764479, -0.7119608108108109, 0.08948918918918919]","[0.009564028555408693, 0.0073861989717257, 0.01080017870038947]",0.016207110705457068,16.20711070545707
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,45,225,230,227.5,1035,225.003732024,229.996514888,True,[],"[-0.6279263768115941, -0.7124904347826087, 0.08994492753623189]","[0.009727518111606683, 0.007040948230521023, 0.010957963634897427]",0.016256584131368053,16.256584131368054
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,46,230,235,232.5,1036,230.002121908,234.998958655,True,[],"[-0.6285437258687259, -0.7117612934362934, 0.08951554054054053]","[0.009920008699814157, 0.0072710271474366005, 0.010689302910645663]",0.016295263271843337,16.295263271843336
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,47,235,240,237.5,1035,235.004566582,239.996548152,True,[],"[-0.6282391304347825, -0.7120721739130434, 0.08960579710144927]","[0.009909535992753758, 0.007148907460780127, 0.010860622717593341]",0.01634805515308731,16.348055153087312
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,48,240,245,242.5,1036,240.00213882,244.999846939,True,[],"[-0.6279301158301157, -0.712017277992278, 0.08951930501930501]","[0.009472709245506465, 0.0073883465532855325, 0.010394821341125252]",0.01588622661160487,15.88622661160487
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,49,245,250,247.5,1035,245.003523736,249.996498807,True,[],"[-0.6283031884057971, -0.7121588405797101, 0.08970753623188404]","[0.009612770264232308, 0.007185495764411964, 0.010476023751404516]",0.015930592430078758,15.930592430078757
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,50,250,255,252.5,1036,250.002103624,254.998334593,True,[],"[-0.6285060810810811, -0.7126459459459459, 0.0896472972972973]","[0.010123059978550609, 0.00783036196524341, 0.010699687075153593]",0.016681553145384054,16.681553145384054
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,51,255,260,257.5,1035,255.003980558,259.997247721,True,[],"[-0.6280356521739131, -0.7119779710144927, 0.08995246376811593]","[0.009365609535207698, 0.007003037142308413, 0.010285380141467028]",0.015573895332799974,15.573895332799975
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,52,260,265,262.5,1035,260.002840963,264.994577559,True,[],"[-0.6282240579710145, -0.7123321739130434, 0.0895191304347826]","[0.009875874618224962, 0.007183768513580514, 0.010629056939247683]",0.01619000558830602,16.19000558830602
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,53,265,270,267.5,1036,265.000185301,269.998846352,True,[],"[-0.628340444015444, -0.7119796332046331, 0.08893581081081081]","[0.009638526467616447, 0.007407471722335402, 0.010671804650434056]",0.01617588465219653,16.17588465219653
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,54,270,275,272.5,1035,270.002595186,274.995099704,True,[],"[-0.6281788405797101, -0.7119968115942029, 0.08921014492753623]","[0.010169023086796607, 0.007211248558751632, 0.010477198775526523]",0.016284435221947197,16.284435221947195
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,55,275,280,277.5,1036,275.000740762,279.998826567,True,[],"[-0.627986583011583, -0.7120398648648648, 0.0887965250965251]","[0.01046008978382021, 0.007896597892947117, 0.010894534223909428]",0.017042905049445372,17.042905049445373
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,56,280,285,282.5,1035,280.002562901,284.994740488,True,[],"[-0.6283710144927537, -0.7121249275362318, 0.08880318840579711]","[0.015112855660568624, 0.010908409948450081, 0.01153318419432185]",0.02191816943726782,21.91816943726782
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,57,285,290,287.5,1036,285.000342712,289.997500029,True,[],"[-0.6282275096525096, -0.7123146718146718, 0.08953812741312742]","[0.009492647326095532, 0.007448852428292025, 0.010743098887820756]",0.01615580172784985,16.155801727849852
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,58,290,295,292.5,1036,290.003043142,294.999524352,True,[],"[-0.6279188223938224, -0.7124803088803089, 0.08921061776061776]","[0.011267222037203196, 0.008216766354560801, 0.011145850518836861]",0.01785204541640357,17.85204541640357
normal_pwm50_02_50pwm_300s_20260912_101021_347673,normal_pwm50_02,59,295,300,297.5,1035,295.005122688,299.997636532,True,[],"[-0.6279979710144927, -0.7122794202898551, 0.08978289855072463]","[0.009711184136473419, 0.00740338032547608, 0.01121421058900873]",0.01657937443665396,16.57937443665396
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,0,0,5,2.5,1016,0.094856231,4.996668749,True,[],"[-0.6282377952755906, -0.7117154527559054, 0.08901673228346457]","[0.009334549144849755, 0.007857291825710828, 0.01147834299130173]",0.016751811854183507,16.751811854183508
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,1,5,10,7.5,1036,5.002269048,9.998791964,True,[],"[-0.6284307915057915, -0.7124050193050193, 0.08941766409266408]","[0.01419456458833039, 0.010439919760875892, 0.014156119552983546]",0.022602506703110897,22.602506703110897
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,2,10,15,12.5,1035,10.004390078,14.997332807,True,[],"[-0.628284347826087, -0.711872463768116, 0.08926666666666666]","[0.012872738915373244, 0.009891394064465452, 0.01203143547601559]",0.020206497057516763,20.206497057516764
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,3,15,20,17.5,1036,15.001021753,19.999368075,True,[],"[-0.6281108108108108, -0.7121226833976833, 0.08956447876447877]","[0.011621291658241186, 0.008109637061095729, 0.010668726752514531]",0.017738161223430766,17.738161223430765
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,4,20,25,22.5,1035,20.003055466,24.996824785,True,[],"[-0.6278811594202899, -0.7122869565217391, 0.08934956521739132]","[0.010077762509925954, 0.007262548621274113, 0.01136721734839915]",0.01683803848221598,16.83803848221598
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,5,25,30,27.5,1036,25.000513805,29.998069902,True,[],"[-0.6278548262548262, -0.7119005791505791, 0.08939507722007721]","[0.009879289101708717, 0.007425334882696072, 0.010775473764043825]",0.016396547993858968,16.396547993858967
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,6,30,35,32.5,1035,30.003694035,34.996158589,True,[],"[-0.6278171014492754, -0.7117895652173912, 0.08890869565217391]","[0.009705269613208601, 0.007553673150979839, 0.010790709089142508]",0.01636122363955113,16.361223639551127
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,7,35,40,37.5,1036,35.00174937,39.99803811,True,[],"[-0.6278171814671815, -0.7123297297297297, 0.08916167953667953]","[0.010007502695607469, 0.0072113344078886, 0.01111259019696669]",0.016602503276033676,16.602503276033676
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,8,40,45,42.5,1035,40.003634372,44.995835662,True,[],"[-0.6282466666666667, -0.7121889855072462, 0.0893495652173913]","[0.009647779449654649, 0.007383463337408974, 0.010749263868935745]",0.01622164766255415,16.221647662554147
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,9,45,50,47.5,1036,45.001448998,49.998870511,True,[],"[-0.6283291505791506, -0.7119269305019303, 0.08974517374517374]","[0.009783413177912816, 0.007598701794159317, 0.010960005648333918]",0.016540168263286487,16.54016826328649
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,10,50,55,52.5,1035,50.002602105,54.995829556,True,[],"[-0.6278321739130435, -0.7119892753623187, 0.08908579710144927]","[0.010250332319754626, 0.007326736885404288, 0.010664637543294503]",0.016507116040762437,16.507116040762437
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,11,55,60,57.5,1036,55.001479781,59.998988768,True,[],"[-0.6282538610038609, -0.7120963320463319, 0.08954189189189189]","[0.009769909607631876, 0.0072120693337677675, 0.010780670617777335]",0.016238470888152574,16.238470888152573
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,12,60,65,62.5,1035,60.002696844,64.996222602,True,[],"[-0.6283446376811594, -0.7121173913043478, 0.0895455072463768]","[0.01005409031763201, 0.007005504182204226, 0.010922002196899516]",0.016414991713402126,16.414991713402127
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,13,65,70,67.5,1036,65.001854901,69.999390916,True,[],"[-0.6281409266409266, -0.7123372586872586, 0.08886428571428572]","[0.00993721432218133, 0.0070230001216818085, 0.01077531134252769]",0.016253556340767836,16.253556340767837
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,14,70,75,72.5,1035,70.003079955,74.995109981,True,[],"[-0.6284049275362319, -0.7118837681159419, 0.0894286956521739]","[0.009648410790998187, 0.007464518797200934, 0.010206730645637208]",0.01590560348236451,15.90560348236451
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,15,75,80,77.5,1036,75.000722095,79.997939248,True,[],"[-0.6280919884169884, -0.7118968146718146, 0.08920685328185327]","[0.009952304379160844, 0.0074786039392864875, 0.010885119724233911]",0.016536738213658753,16.53673821365875
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,16,80,85,82.5,1035,80.003535918,84.994510488,True,[],"[-0.6286686956521738, -0.7118310144927535, 0.08934579710144927]","[0.010090015428241667, 0.007407970275891072, 0.010891070189466029]",0.016592222419631316,16.592222419631316
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,17,85,90,87.5,1036,85.000110788,89.997927652,True,[],"[-0.6282275096525096, -0.7119043436293435, 0.08954565637065637]","[0.010180700663458357, 0.007616562073036682, 0.010638842581802515]",0.016578409311261942,16.578409311261943
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,18,90,95,92.5,1036,90.003555341,94.999300994,True,[],"[-0.6278284749034749, -0.7119984555984556, 0.08901862934362934]","[0.009909551863601143, 0.00752875424435987, 0.010713102722179641]",0.016421081832368428,16.42108183236843
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,19,95,100,97.5,1035,95.004882535,99.996462661,True,[],"[-0.6283107246376811, -0.7119930434782608, 0.09007681159420289]","[0.009807685587147934, 0.0072884031976848465, 0.011073639477757245]",0.016490512697660914,16.490512697660915
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,20,100,105,102.5,1036,100.002051813,104.999789936,True,[],"[-0.6280430501930503, -0.7118215250965251, 0.08987693050193052]","[0.009779773862247956, 0.007398788771161009, 0.011109687355026876]",0.016547241619176613,16.547241619176614
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,21,105,110,107.5,1035,105.005368625,109.996730978,True,[],"[-0.6281110144927536, -0.7119289855072463, 0.08942115942028987]","[0.00987149580385804, 0.007247802294574493, 0.010510135279019046]",0.016138153893494354,16.138153893494355
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,22,110,115,112.5,1036,110.002321408,114.999219035,True,[],"[-0.628528667953668, -0.7120398648648648, 0.08913156370656371]","[0.010006437047997483, 0.007417245087777753, 0.010775694705981631]",0.01646996974751989,16.46996974751989
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,23,115,120,117.5,1035,115.00481002,119.995554432,True,[],"[-0.6281260869565217, -0.712407536231884, 0.08972260869565218]","[0.009891982585442579, 0.007389126442416627, 0.010602887718792255]",0.016274880553479816,16.274880553479814
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,24,120,125,122.5,1036,120.001160918,124.997690622,True,[],"[-0.6281221042471042, -0.7120963320463319, 0.08909015444015443]","[0.009905838719961532, 0.0074680921039800416, 0.010317482425741844]",0.016135317909012823,16.135317909012823
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,25,125,130,127.5,1035,125.003286237,129.995057134,True,[],"[-0.6282692753623189, -0.7120571014492754, 0.08936463768115942]","[0.00976654364845716, 0.007165995607567666, 0.010334331215919064]",0.01592279088493023,15.92279088493023
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,26,130,135,132.5,1036,130.000662397,134.997812215,True,[],"[-0.6280957528957529, -0.7117198841698841, 0.08877393822393821]","[0.009967708544211001, 0.0073990731957771306, 0.011518899038950847]",0.01693477289036813,16.93477289036813
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,27,135,140,137.5,1036,135.001516329,139.998990546,True,[],"[-0.6283366795366795, -0.7123033783783783, 0.08929720077220077]","[0.009878657925589722, 0.007338508349983378, 0.011090562698412215]",0.01656629615155436,16.56629615155436
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,28,140,145,142.5,1035,140.004597735,144.995204291,True,[],"[-0.6283559420289854, -0.7123736231884057, 0.08953043478260868]","[0.009778673974128156, 0.007557215569398617, 0.010932537586115749]",0.01650013181542759,16.50013181542759
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,29,145,150,147.5,1036,145.000862183,149.997896419,True,[],"[-0.628065637065637, -0.7121791505791506, 0.08867606177606177]","[0.009878003755055004, 0.007117425842946, 0.010129299522411038]",0.01583778449245452,15.837784492454519
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,30,150,155,152.5,1036,150.003488164,154.999353316,True,[],"[-0.6284533783783783, -0.711836583011583, 0.08913156370656371]","[0.009912137083370685, 0.007613778121387512, 0.011149343257958256]",0.016748968145083764,16.748968145083765
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,31,155,160,157.5,1035,155.004945986,159.996213958,True,[],"[-0.6280884057971015, -0.711891304347826, 0.08923652173913044]","[0.009813725027113421, 0.007323263292767682, 0.010683260619629133]",0.016250275124745105,16.250275124745105
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,32,160,165,162.5,1036,160.001816536,164.99749015,True,[],"[-0.628442084942085, -0.7119608108108109, 0.08931978764478765]","[0.009628008986440431, 0.0074218911382783435, 0.010924646445304543]",0.016344140389336403,16.344140389336403
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,33,165,170,167.5,1035,165.003027283,169.995385884,True,[],"[-0.6282617391304348, -0.7121136231884057, 0.08937971014492754]","[0.009367451350368044, 0.007053782204905745, 0.01065132474186022]",0.015841581579890334,15.841581579890335
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,34,170,175,172.5,1036,170.001008036,174.998123389,True,[],"[-0.628159749034749, -0.7118629343629344, 0.08889440154440155]","[0.009867797531483124, 0.007580579782913221, 0.010621176465284609]",0.016359951328600363,16.359951328600363
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,35,175,180,177.5,1036,175.00181404,179.999027382,True,[],"[-0.6284985521235521, -0.7120436293436293, 0.09024584942084941]","[0.010713938699639746, 0.007905749578828968, 0.010873156531833008]",0.017190546583181567,17.19054658318157
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,36,180,185,182.5,1035,180.004618997,184.997202344,True,[],"[-0.6283597101449275, -0.7127655072463768, 0.08881826086956522]","[0.010454695910577723, 0.007374440688441314, 0.010430403573906222]",0.016506857991893702,16.506857991893703
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,37,185,190,187.5,1036,185.002794255,189.999237575,True,[],"[-0.6280806949806951, -0.7121302123552123, 0.08976776061776061]","[0.010589322857971645, 0.007855473238479342, 0.010393346141638704]",0.016788801696688838,16.788801696688836
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,38,190,195,192.5,1035,190.004849282,194.996648661,True,[],"[-0.628020579710145, -0.7120457971014492, 0.08928550724637681]","[0.010127246057414337, 0.00764663351251871, 0.010956214243058707]",0.01676516469713289,16.76516469713289
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,39,195,200,197.5,1036,195.000328182,199.998374239,True,[],"[-0.6282350386100386, -0.712521718146718, 0.08931225868725869]","[0.010438216745254093, 0.007720955123119342, 0.011141287015668938]",0.017108412936319928,17.10841293631993
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,40,200,205,202.5,1035,200.003979762,204.995488135,True,[],"[-0.627907536231884, -0.7122304347826087, 0.08935710144927536]","[0.010088708052160621, 0.007561839825736494, 0.010996840798176201]",0.01673003165724015,16.73003165724015
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,41,205,210,207.5,1036,205.001080843,209.997332652,True,[],"[-0.6279451737451738, -0.7119344594594594, 0.08919932432432434]","[0.009797213469409514, 0.007094934010082818, 0.010477925385918872]",0.01600344965204353,16.00344965204353
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,42,210,215,212.5,1036,210.002947897,214.999569305,True,[],"[-0.6280242277992277, -0.712284555984556, 0.08989198841698842]","[0.009624931523711647, 0.0074234375847750675, 0.010631327255438099]",0.01614843186267355,16.148431862673547
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,43,215,220,217.5,1035,215.005162235,219.996766996,True,[],"[-0.6280846376811594, -0.712008115942029, 0.08927797101449275]","[0.010042487794396813, 0.007586260898581071, 0.010842668340993511]",0.01661223561940812,16.61223561940812
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,44,220,225,222.5,1036,220.002372223,224.998993309,True,[],"[-0.6285098455598455, -0.7121377413127412, 0.08980916988416988]","[0.010110498556314082, 0.007123924718337526, 0.010382393531835699]",0.016148268634738318,16.14826863473832
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,45,225,230,227.5,1035,225.004696757,229.996102974,True,[],"[-0.6280055072463767, -0.7121324637681159, 0.08935710144927536]","[0.009816463476093797, 0.0073706736572535046, 0.010510337920000789]",0.016160352364098404,16.160352364098404
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,46,230,235,232.5,1036,230.001731108,234.998074204,True,[],"[-0.6281296332046332, -0.7118704633204632, 0.08980164092664093]","[0.009892318900264709, 0.00714989781615606, 0.010936159392101262]",0.01638836765072874,16.38836765072874
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,47,235,240,237.5,1035,235.003678116,239.995218713,True,[],"[-0.6283031884057971, -0.7123736231884057, 0.08955304347826086]","[0.009734303082436615, 0.007188471037572107, 0.011090343012213118]",0.016414215804822732,16.41421580482273
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,48,240,245,242.5,1036,240.00081194,244.997127008,True,[],"[-0.6279376447876448, -0.7122017374517373, 0.08950048262548262]","[0.00979574664678668, 0.007721587404101346, 0.010643610195371248]",0.016397133969027023,16.397133969027024
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,49,245,250,247.5,1036,245.002724013,249.999636876,True,[],"[-0.6282237451737451, -0.7122582046332046, 0.0893988416988417]","[0.009866649290060718, 0.00753714740370336, 0.011052022413591963]",0.016622471495801913,16.622471495801914
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,50,250,255,252.5,1035,250.005244004,254.996612093,True,[],"[-0.6282617391304348, -0.7121701449275362, 0.08939855072463769]","[0.01054530254051904, 0.007726874331546863, 0.011071966071218317]",0.01713173736924556,17.13173736924556
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,51,255,260,257.5,1036,255.002210691,259.99770303,True,[],"[-0.6283366795366795, -0.7121076254826255, 0.08948918918918919]","[0.009952689542478622, 0.007436036755168408, 0.01067025684769901]",0.016376967147461903,16.376967147461905
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,52,260,265,262.5,1036,260.003292685,264.999734744,True,[],"[-0.6283743243243243, -0.7122883204633204, 0.08961341698841697]","[0.009826253003845655, 0.00718191023550796, 0.010510496844709373]",0.01608121968785718,16.081219687857182
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,53,265,270,267.5,1035,265.005337029,269.997880439,True,[],"[-0.6280055072463767, -0.7121701449275362, 0.0891272463768116]","[0.009705050162453793, 0.007083911654363157, 0.010892564128208035]",0.016217822180234036,16.217822180234037
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,54,270,275,272.5,1036,270.001637537,274.99952514,True,[],"[-0.6280468146718146, -0.7124916023166024, 0.08942519305019304]","[0.009661153929996643, 0.007502132061185642, 0.01090359618253383]",0.016386222579787123,16.386222579787123
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,55,275,280,277.5,1035,275.003220127,279.99590388,True,[],"[-0.6281373913043479, -0.7123849275362317, 0.08944753623188406]","[0.009723145499893443, 0.0072485604014383255, 0.010937657381830461]",0.016331366608698373,16.331366608698374
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,56,280,285,282.5,1036,280.001545018,284.997242994,True,[],"[-0.6279978764478765, -0.7123711389961389, 0.08942142857142857]","[0.01050550762558484, 0.007793146618916091, 0.01081494587734215]",0.01697238577881685,16.97238577881685
normal_pwm50_03_50pwm_300s_20260912_101621_906596,normal_pwm50_03,57,285,290,287.5,1036,285.002833837,289.998385004,True,[],"[-0.6282764478764478, -0.7121226833976834, 0.08949295366795366]","[0.00977957968872945, 0.00728570007740572, 0.010946748894218119]",0.01638758419838583,16.387584198385827
