name,start_s,end_s,xyz_points,observed_span_s,observed_rate_xyz_per_s,host_interval_max_ms,host_intervals_over_10ms,quality_flags_clear,gap_flagged_points,overrun_flagged_points,saturated_flagged_points,vector_ac_rms_g,mean_x_g,std_x_g,ac_rms_x_g,mean_y_g,std_y_g,ac_rms_y_g,mean_z_g,std_z_g,ac_rms_z_g
B75_300s,115,120,1035,4.993806121,207.0564965771926,5.88452,0,True,0,0,0,0.19604951320086716,-0.2183434782608695,0.1659984222714099,0.1659984222714099,-0.02629768115942025,0.03088557649134457,0.03088557649134457,-1.0721571014492743,0.09962939623673811,0.09962939623673811
B75_300s,120,125,1035,4.994290811,207.0364019897679,5.791223,0,True,0,0,0,0.19615660323552875,-0.2195643478260865,0.16576657878464532,0.16576657878464532,-0.02660666666666664,0.03069266421663285,0.03069266421663285,-1.0721457971014483,0.10028367122428108,0.10028367122428108
B75_300s,125,130,1035,4.994047037,207.04650804032866,5.864704,0,True,0,0,0,0.1971332483696508,-0.21901797101449247,0.16629169089179205,0.16629169089179205,-0.025728695652173877,0.031324802689180156,0.031324802689180156,-1.0717313043478267,0.10113035098131025,0.10113035098131025
B75_300s,130,135,1036,4.998358839,207.06796637415252,5.783001,0,True,0,0,0,0.19812561695976255,-0.219800386100386,0.16623819492399575,0.16623819492399575,-0.026091602316602337,0.03217381121845237,0.03217381121845237,-1.071811100386099,0.10287598609868849,0.10287598609868849
B75_300s,135,140,1035,4.995398751,206.99048295053714,5.892945,0,True,0,0,0,0.19829334085180714,-0.21973014492753581,0.16729709896817513,0.16729709896817513,-0.025947246376811537,0.03138373805263953,0.03138373805263953,-1.0714373913043467,0.10172015871422375,0.10172015871422375
B75_300s,140,145,1035,4.994769719,207.01655094662033,6.042186,0,True,0,0,0,0.19777798315355996,-0.21888231884057954,0.16609884504432207,0.16609884504432207,-0.026207246376811585,0.03246736921020938,0.03246736921020938,-1.0713997101449255,0.10233852760226725,0.10233852760226725
B75_300s,145,150,1035,4.992658021,207.10411080647097,5.890908,0,True,0,0,0,0.19663396992199536,-0.21968115942028968,0.16647797771874323,0.16647797771874323,-0.026177101449275327,0.030773214830737014,0.030773214830737014,-1.0712414492753626,0.10001505042213944,0.10001505042213944
B75_300s,150,155,1036,4.999349417,207.0269376412343,5.933389,0,True,0,0,0,0.19469146144828475,-0.21881785714285673,0.16544528904628528,0.16544528904628528,-0.026852027027026996,0.030553656924983918,0.030553656924983918,-1.0708210424710414,0.09797497405853395,0.09797497405853395
B75_300s,155,160,1035,4.995203627,206.99856846896864,5.847668,0,True,0,0,0,0.19676150247603508,-0.21914608695652155,0.16591462355915165,0.16591462355915165,-0.02625999999999995,0.03163603284094018,0.03163603284094018,-1.071610724637681,0.10092862810887038,0.10092862810887038
B75_300s,160,165,1035,4.993830448,207.05548791992146,5.813871,0,True,0,0,0,0.19689237202610665,-0.21942115942028984,0.16630335696487386,0.16630335696487386,-0.02638811594202898,0.029799669353061185,0.029799669353061185,-1.0711171014492749,0.10110281564194362,0.10110281564194362
B75_300s,165,170,1035,4.993486066,207.06976776011695,5.825464,0,True,0,0,0,0.19701313748864868,-0.21948898550724605,0.16570706244861025,0.16570706244861025,-0.025555362318840567,0.03157732779488825,0.03157732779488825,-1.0720026086956538,0.1017753318201802,0.1017753318201802
B75_300s,170,175,1035,4.994326703,207.0349141114247,5.940648,0,True,0,0,0,0.19703582426048308,-0.21976782608695608,0.16626206895601583,0.16626206895601583,-0.026135652173913015,0.030977060773092892,0.030977060773092892,-1.071671014492754,0.10109630148691452,0.10109630148691452
B75_300s,175,180,1036,4.997888619,207.08744810065164,5.844371,0,True,0,0,0,0.19690222105649763,-0.21983803088803064,0.16544067630436393,0.16544067630436393,-0.02647934362934364,0.031711569602803066,0.031711569602803066,-1.071957915057915,0.10195216346043395,0.10195216346043395
B75_300s,180,185,1035,4.994196515,207.04031106793562,5.807649,0,True,0,0,0,0.19652674112868188,-0.21898782608695613,0.16557913812503855,0.16557913812503855,-0.026504927536231897,0.031320343975344195,0.031320343975344195,-1.0716823188405793,0.10112044822732669,0.10112044822732669
