window,window_start_ns,window_complete_ns,elapsed_s,method,input_sha256,dispatch_ns,worker_start_ns,decision_ns,processing_ms,dispatch_to_decision_ms,score,threshold,prediction,error,window_to_decision_ms
36,10158431140640,10159041444427,22.240588606,tflite_autoencoder,4143bae71b70cb5212c6d7fb73e27927ac031502fb63bc35e8ff59cc91c38f70,10159042405815,10159043024945,10159045764463,2.739518,3.358648,0.26917184457628424,0.47720259914362284,0,,4.320036
36,10158431140640,10159041444427,22.268961154,isolation_forest,4143bae71b70cb5212c6d7fb73e27927ac031502fb63bc35e8ff59cc91c38f70,10159042405815,10159043180759,10159074137011,30.956252,31.731196,0.38230441464951453,0.4833547401595273,0,,32.692584
36,10158431140640,10159041444427,22.237792458,rms,4143bae71b70cb5212c6d7fb73e27927ac031502fb63bc35e8ff59cc91c38f70,10159042405815,10159042646093,10159042968315,0.322222,0.5625,0.5399224264956672,1.296361072562011,0,,1.523888
37,10159051991794,10159657426341,22.856088891,tflite_autoencoder,316d89a11ac569f3379376bce0303e26b98372cd104359012c78c1b322ea2f8f,10159658196915,10159658923341,10159661264748,2.341407,3.067833,0.21564404668717074,0.47720259914362284,0,,3.838407
37,10159051991794,10159657426341,22.881314051,isolation_forest,316d89a11ac569f3379376bce0303e26b98372cd104359012c78c1b322ea2f8f,10159658196915,10159659240896,10159686489908,27.249012,28.292993,0.3847705427050252,0.4833547401595273,0,,29.063567
37,10159051991794,10159657426341,22.853655447,rms,316d89a11ac569f3379376bce0303e26b98372cd104359012c78c1b322ea2f8f,10159658196915,10159658460563,10159658831304,0.370741,0.634389,0.5139970105148902,1.296361072562011,0,,1.404963
38,10159664711080,10160275062737,23.475689101,tflite_autoencoder,1fcda34be9d8150eb5ed118758b28e7d760ec71dbb3864a8899919806ae18e32,10160275946255,10160279711847,10160280864958,1.153111,4.918703,0.23660707024768732,0.47720259914362284,0,,5.802221
38,10159664711080,10160275062737,23.498026132,isolation_forest,1fcda34be9d8150eb5ed118758b28e7d760ec71dbb3864a8899919806ae18e32,10160275946255,10160276506014,10160303201989,26.695975,27.255734,0.38272946275296604,0.4833547401595273,0,,28.139252
38,10159664711080,10160275062737,23.47128362,rms,1fcda34be9d8150eb5ed118758b28e7d760ec71dbb3864a8899919806ae18e32,10160275946255,10160276187755,10160276459477,0.271722,0.513222,0.5092060244080167,1.296361072562011,0,,1.39674
39,10160281708976,10160892293522,24.090475145,tflite_autoencoder,58425205fe887435e788bb2109638146203a5db304eed14a8c2e3ed6add82b09,10160893236836,10160893821151,10160895651002,1.829851,2.414166,0.28219342025121286,0.47720259914362284,0,,3.35748
39,10160281708976,10160892293522,24.117040972,isolation_forest,58425205fe887435e788bb2109638146203a5db304eed14a8c2e3ed6add82b09,10160893236836,10160893961003,10160922216829,28.255826,28.979993,0.39357551930067347,0.4833547401595273,0,,29.923307
39,10160281708976,10160892293522,24.088596275,rms,58425205fe887435e788bb2109638146203a5db304eed14a8c2e3ed6add82b09,10160893236836,10160893472151,10160893772132,0.299981,0.535296,0.5453252990885925,1.296361072562011,0,,1.47861
40,10160900309649,10161510632547,24.709588004,tflite_autoencoder,653496ebddfa15a4335557584d48a69fc8073d69f826fefa52a335722b2a9163,10161511963343,10161513974361,10161514763861,0.7895,2.800518,0.27633677908884796,0.47720259914362284,0,,4.131314
40,10160900309649,10161510632547,24.735961182,isolation_forest,653496ebddfa15a4335557584d48a69fc8073d69f826fefa52a335722b2a9163,10161511963343,10161512561824,10161541137039,28.575215,29.173696,0.3857891858348679,0.4833547401595273,0,,30.504492
40,10160900309649,10161510632547,24.707334634,rms,653496ebddfa15a4335557584d48a69fc8073d69f826fefa52a335722b2a9163,10161511963343,10161512210343,10161512510491,0.300148,0.547148,0.5360419367558868,1.296361072562011,0,,1.877944
41,10161515974268,10162128298832,25.326764585,tflite_autoencoder,94144354bb814693d8cf6fe49333e4b4d6b2c2b8e0495295f11f79aecebd27ff,10162129263406,10162131134998,10162131940442,0.805444,2.677036,0.27510876508749266,0.47720259914362284,0,,3.64161
41,10161515974268,10162128298832,25.349457709,isolation_forest,94144354bb814693d8cf6fe49333e4b4d6b2c2b8e0495295f11f79aecebd27ff,10162129263406,10162129847128,10162154633566,24.786438,25.37016,0.393119097700341,0.4833547401595273,0,,26.334734
41,10161515974268,10162128298832,25.324621864,rms,94144354bb814693d8cf6fe49333e4b4d6b2c2b8e0495295f11f79aecebd27ff,10162129263406,10162129493425,10162129797721,0.304296,0.534315,0.5318667109829106,1.296361072562011,0,,1.498889
42,10162132937220,10162745623025,25.944495908,tflite_autoencoder,523445ddb1a60dd2b00a2ad907d3dec22544754ae976f6f1c65a35034b2c4844,10162746596469,10162747188710,10162749671765,2.483055,3.075296,0.2845799672778542,0.47720259914362284,0,,4.04874
42,10162132937220,10162745623025,25.967059291,isolation_forest,523445ddb1a60dd2b00a2ad907d3dec22544754ae976f6f1c65a35034b2c4844,10162746596469,10162747352136,10162772235148,24.883012,25.638679,0.3900911039107177,0.4833547401595273,0,,26.612123
42,10162132937220,10162745623025,25.941947464,rms,523445ddb1a60dd2b00a2ad907d3dec22544754ae976f6f1c65a35034b2c4844,10162746596469,10162746843173,10162747123321,0.280148,0.526852,0.5441461560836167,1.296361072562011,0,,1.500296
43,10162751499320,10163363093718,26.561486952,tflite_autoencoder,593d3a1e0af507b55743c4b8c3e20a191aabddddafb6f82f7ea98a3c936d6cf7,10163363974366,10163364577921,10163366662809,2.084888,2.688443,0.23203996594309237,0.47720259914362284,0,,3.569091
43,10162751499320,10163363093718,26.585816317,isolation_forest,593d3a1e0af507b55743c4b8c3e20a191aabddddafb6f82f7ea98a3c936d6cf7,10163363974366,10163364721828,10163390992174,26.270346,27.017808,0.3829060435833814,0.4833547401595273,0,,27.898456
43,10162751499320,10163363093718,26.559352749,rms,593d3a1e0af507b55743c4b8c3e20a191aabddddafb6f82f7ea98a3c936d6cf7,10163363974366,10163364222384,10163364528606,0.306222,0.55424,0.5288818103082457,1.296361072562011,0,,1.434888
44,10163370629290,10163980109485,27.179810756,tflite_autoencoder,195576e8d5ebbcf58b243d05c1a23bf185a2f0c176fd054ea26b81894b715f31,10163981263485,10163982070318,10163984986613,2.916295,3.723128,0.2633627430403145,0.47720259914362284,0,,4.877128
44,10163370629290,10163980109485,27.204868102,isolation_forest,195576e8d5ebbcf58b243d05c1a23bf185a2f0c176fd054ea26b81894b715f31,10163981263485,10163982258392,10164010043959,27.785567,28.780474,0.3908762138486123,0.4833547401595273,0,,29.934474
44,10163370629290,10163980109485,27.176727961,rms,195576e8d5ebbcf58b243d05c1a23bf185a2f0c176fd054ea26b81894b715f31,10163981263485,10163981559892,10163981903818,0.343926,0.640333,0.5320580076893311,1.296361072562011,0,,1.794333
45,10163990129779,10164598576659,27.797003153,tflite_autoencoder,9368c368b832d8aecde494625bac372d4d8cc6d8489e49dfe1bdbaf5803b1208,10164599545103,10164600160585,10164602179010,2.018425,2.633907,0.22462372033677339,0.47720259914362284,0,,3.602351
45,10163990129779,10164598576659,27.820676943,isolation_forest,9368c368b832d8aecde494625bac372d4d8cc6d8489e49dfe1bdbaf5803b1208,10164599545103,10164600293733,10164625852800,25.559067,26.307697,0.3877772429199459,0.4833547401595273,0,,27.276141
45,10163990129779,10164598576659,27.794932728,rms,9368c368b832d8aecde494625bac372d4d8cc6d8489e49dfe1bdbaf5803b1208,10164599545103,10164599789955,10164600108585,0.31863,0.563482,0.5130571732022262,1.296361072562011,0,,1.531926
46,10164603618491,10165214783575,28.413204013,tflite_autoencoder,b5dc1e1fb01dc33eb55a0becb29a2d3bf2f71e1ad8552af8b9ccdb75939e1ee8,10165215589538,10165216192538,10165218379870,2.187332,2.790332,0.25204602730349934,0.47720259914362284,0,,3.596295
46,10164603618491,10165214783575,28.436995748,isolation_forest,b5dc1e1fb01dc33eb55a0becb29a2d3bf2f71e1ad8552af8b9ccdb75939e1ee8,10165215589538,10165216330241,10165242171605,25.841364,26.582067,0.38300112989801105,0.4833547401595273,0,,27.38803
46,10164603618491,10165214783575,28.410966681,rms,b5dc1e1fb01dc33eb55a0becb29a2d3bf2f71e1ad8552af8b9ccdb75939e1ee8,10165215589538,10165215817334,10165216142538,0.325204,0.553,0.5355941411164302,1.296361072562011,0,,1.358963
47,10165221215721,10165831764546,29.029769114,tflite_autoencoder,0e1eb01fc12767b378cf7d83ff87fbbec30e359a86509a0ddbcd01bc8f7a1038,10165832625935,10165833186675,10165834944971,1.758296,2.319036,0.24442196415782888,0.47720259914362284,0,,3.180425
47,10165221215721,10165831764546,29.05224822,isolation_forest,0e1eb01fc12767b378cf7d83ff87fbbec30e359a86509a0ddbcd01bc8f7a1038,10165832625935,10165833326120,10165857424077,24.097957,24.798142,0.39138031969691806,0.4833547401595273,0,,25.659531
47,10165221215721,10165831764546,29.027965448,rms,0e1eb01fc12767b378cf7d83ff87fbbec30e359a86509a0ddbcd01bc8f7a1038,10165832625935,10165832854175,10165833141305,0.28713,0.51537,0.5185599591780128,1.296361072562011,0,,1.376759
48,10165841120970,10166449771147,29.648932196,tflite_autoencoder,90df1e48ff8ff1728534a746e58e59d3aec80285e8689cf502419783bb8b27c6,10166450785573,10166451438480,10166454108053,2.669573,3.32248,0.249477949397687,0.47720259914362284,0,,4.336906
48,10165841120970,10166449771147,29.672991172,isolation_forest,90df1e48ff8ff1728534a746e58e59d3aec80285e8689cf502419783bb8b27c6,10166450785573,10166451692276,10166478167029,26.474753,27.381456,0.38256151539650163,0.4833547401595273,0,,28.395882
48,10165841120970,10166449771147,29.646199882,rms,90df1e48ff8ff1728534a746e58e59d3aec80285e8689cf502419783bb8b27c6,10166450785573,10166451058998,10166451375739,0.316741,0.590166,0.5166842797962337,1.296361072562011,0,,1.604592
49,10166457371293,10167066806915,30.264757038,tflite_autoencoder,d7d0a5a8535db1290c9b18f46a24362ae13cef96c55e92ae57535587a6ab6ac4,10167067466007,10167068078433,10167069932895,1.854462,2.466888,0.22691822130029937,0.47720259914362284,0,,3.12598
49,10166457371293,10167066806915,30.288762088,isolation_forest,d7d0a5a8535db1290c9b18f46a24362ae13cef96c55e92ae57535587a6ab6ac4,10167067466007,10167068226766,10167093937945,25.711179,26.471938,0.37934361026895635,0.4833547401595273,0,,27.13103
49,10166457371293,10167066806915,30.262850317,rms,d7d0a5a8535db1290c9b18f46a24362ae13cef96c55e92ae57535587a6ab6ac4,10167067466007,10167067720655,10167068026174,0.305519,0.560167,0.5160773720545524,1.296361072562011,0,,1.219259
50,10167074176820,10167684088646,30.884699972,tflite_autoencoder,717031e6394d0c76d34c9d074ebea652fa2f1838247c497898ccd2ab23647499,10167684777182,10167685350830,10167689875829,4.524999,5.098647,0.25843443846697944,0.47720259914362284,0,,5.787183
50,10167074176820,10167684088646,30.909084003,isolation_forest,717031e6394d0c76d34c9d074ebea652fa2f1838247c497898ccd2ab23647499,10167684777182,10167685492645,10167714259860,28.767215,29.482678,0.38119785017682334,0.4833547401595273,0,,30.171214
50,10167074176820,10167684088646,30.88012714,rms,717031e6394d0c76d34c9d074ebea652fa2f1838247c497898ccd2ab23647499,10167684777182,10167685018516,10167685302997,0.284481,0.525815,0.5316490756948065,1.296361072562011,0,,1.214351
51,10167693040977,10168301822080,31.500258945,tflite_autoencoder,a456b15e3c3ca79e104c0124d2ffe546b31249e08d35f81a2dd5188a1cc740db,10168302728302,10168304944320,10168305434802,0.490482,2.7065,0.2650601066887835,0.47720259914362284,0,,3.612722
51,10167693040977,10168301822080,31.522425791,isolation_forest,a456b15e3c3ca79e104c0124d2ffe546b31249e08d35f81a2dd5188a1cc740db,10168302728302,10168303274450,10168327601648,24.327198,24.873346,0.3854037476654186,0.4833547401595273,0,,25.779568
51,10167693040977,10168301822080,31.498053501,rms,a456b15e3c3ca79e104c0124d2ffe546b31249e08d35f81a2dd5188a1cc740db,10168302728302,10168302938784,10168303229358,0.290574,0.501056,0.5365324021668394,1.296361072562011,0,,1.407278
52,10168311358578,10168920427978,32.119190897,tflite_autoencoder,f8ff73d59d5334ba3bc13fd2fffbfd4c702b5b8c1f6df63e4713f267b4e0a3d8,10168921373940,10168921957737,10168924366754,2.409017,2.992814,0.23309141688258941,0.47720259914362284,0,,3.938776
52,10168311358578,10168920427978,32.141148077,isolation_forest,f8ff73d59d5334ba3bc13fd2fffbfd4c702b5b8c1f6df63e4713f267b4e0a3d8,10168921373940,10168922104755,10168946323934,24.219179,24.949994,0.3817698883359026,0.4833547401595273,0,,25.895956
52,10168311358578,10168920427978,32.116730991,rms,f8ff73d59d5334ba3bc13fd2fffbfd4c702b5b8c1f6df63e4713f267b4e0a3d8,10168921373940,10168921622403,10168921906848,0.284445,0.532908,0.5195682706113887,1.296361072562011,0,,1.47887
53,10168925684717,10169536759913,32.736976629,tflite_autoencoder,31e67f3ac8e35f8395e5e29b8476606189302338f5a6e8a65226cff231603470,10169539172875,10169539743801,10169542152486,2.408685,2.979611,0.24620849114405305,0.47720259914362284,0,,5.392573
53,10168925684717,10169536759913,32.758722771,isolation_forest,31e67f3ac8e35f8395e5e29b8476606189302338f5a6e8a65226cff231603470,10169539172875,10169539915357,10169563898628,23.983271,24.725753,0.38892811118136494,0.4833547401595273,0,,27.138715
53,10168925684717,10169536759913,32.734494037,rms,31e67f3ac8e35f8395e5e29b8476606189302338f5a6e8a65226cff231603470,10169539172875,10169539360875,10169539669894,0.309019,0.497019,0.5285226592469584,1.296361072562011,0,,2.909981
54,10169543827337,10170155340922,33.354588916,tflite_autoencoder,fbc4c32aa441c5c653b6cf25d764650c2059a3d6bfa0d3a77b6129c54bc3deff,10170156088792,10170159228476,10170159764773,0.536297,3.675981,0.26276176083694214,0.47720259914362284,0,,4.423851
54,10169543827337,10170155340922,33.369922412,isolation_forest,fbc4c32aa441c5c653b6cf25d764650c2059a3d6bfa0d3a77b6129c54bc3deff,10170156088792,10170156592570,10170175098269,18.505699,19.009477,0.3829165470379081,0.4833547401595273,0,,19.757347
54,10169543827337,10170155340922,33.351372713,rms,fbc4c32aa441c5c653b6cf25d764650c2059a3d6bfa0d3a77b6129c54bc3deff,10170156088792,10170156281125,10170156548570,0.267445,0.459778,0.5360332648622973,1.296361072562011,0,,1.207648
55,10170160837476,10170772538487,33.970149203,tflite_autoencoder,ee4a0e6d2197ce0971ae49450c015901f149874d0ad2c69f786f02685658bfa6,10170773239283,10170773431838,10170775325060,1.893222,2.085777,0.21670791516412655,0.47720259914362284,0,,2.786573
55,10170160837476,10170772538487,33.988976754,isolation_forest,ee4a0e6d2197ce0971ae49450c015901f149874d0ad2c69f786f02685658bfa6,10170773239283,10170773865246,10170794152611,20.287365,20.913328,0.38571146692477565,0.4833547401595273,0,,21.614124
55,10170160837476,10170772538487,33.9686475,rms,ee4a0e6d2197ce0971ae49450c015901f149874d0ad2c69f786f02685658bfa6,10170773239283,10170773655653,10170773823357,0.167704,0.584074,0.5249066801549601,1.296361072562011,0,,1.28487
56,10170776854004,10171390161607,34.588333509,tflite_autoencoder,d3e0c33d6bda5f090529af7e1ce9eb1069481b6873681dae214d368f633ba87f,10171391107977,10171391647051,10171393509366,1.862315,2.401389,0.24519865691823015,0.47720259914362284,0,,3.347759
56,10170776854004,10171390161607,34.605077782,isolation_forest,d3e0c33d6bda5f090529af7e1ce9eb1069481b6873681dae214d368f633ba87f,10171391107977,10171391755200,10171410253639,18.498439,19.145662,0.38684365700940404,0.4833547401595273,0,,20.092032
56,10170776854004,10171390161607,34.586428546,rms,d3e0c33d6bda5f090529af7e1ce9eb1069481b6873681dae214d368f633ba87f,10171391107977,10171391315551,10171391604403,0.288852,0.496426,0.5293457543895703,1.296361072562011,0,,1.442796
57,10171395048032,10172006973987,35.2033875,tflite_autoencoder,0e640a6c21e61cf025a37ac73caa81e6c9a8a7e056cf8c985336b5e27b642d59,10172007812543,10172008291283,10172008563357,0.272074,0.750814,0.24543905767893884,0.47720259914362284,0,,1.58937
57,10171395048032,10172006973987,35.231782438,isolation_forest,0e640a6c21e61cf025a37ac73caa81e6c9a8a7e056cf8c985336b5e27b642d59,10172007812543,10172008649024,10172036958295,28.309271,29.145752,0.3944530839552188,0.4833547401595273,0,,29.984308
57,10171395048032,10172006973987,35.203028945,rms,0e640a6c21e61cf025a37ac73caa81e6c9a8a7e056cf8c985336b5e27b642d59,10172007812543,10172007998358,10172008204802,0.206444,0.392259,0.5408236626037451,1.296361072562011,0,,1.230815
58,10172014966745,10172624387830,35.823707695,tflite_autoencoder,5bdf59aa6c2e33b9ceda8b5a39e73dfab2268be7eafe79eda40e575cdf50ba95,10172625131256,10172625621608,10172628883552,3.261944,3.752296,0.26866749794639116,0.47720259914362284,0,,4.495722
58,10172014966745,10172624387830,35.839140931,isolation_forest,5bdf59aa6c2e33b9ceda8b5a39e73dfab2268be7eafe79eda40e575cdf50ba95,10172625131256,10172625743163,10172644316788,18.573625,19.185532,0.38864959717159336,0.4833547401595273,0,,19.928958
58,10172014966745,10172624387830,35.820408307,rms,5bdf59aa6c2e33b9ceda8b5a39e73dfab2268be7eafe79eda40e575cdf50ba95,10172625131256,10172625322404,10172625584164,0.26176,0.452908,0.5209369701832768,1.296361072562011,0,,1.196334
59,10172631164255,10173241530711,36.438963872,tflite_autoencoder,047886a6116d7658ce9b1ea05d8a310bb1a0cfd9269879daebc80dab762391ce,10173242326525,10173242812988,10173244139729,1.326741,1.813204,0.2506979637679656,0.47720259914362284,0,,2.609018
59,10172631164255,10173241530711,36.457781404,isolation_forest,047886a6116d7658ce9b1ea05d8a310bb1a0cfd9269879daebc80dab762391ce,10173242326525,10173242931525,10173262957261,20.025736,20.630736,0.3839528462999162,0.4833547401595273,0,,21.42655
59,10172631164255,10173241530711,36.437598298,rms,047886a6116d7658ce9b1ea05d8a310bb1a0cfd9269879daebc80dab762391ce,10173242326525,10173242517525,10173242774155,0.25663,0.44763,0.5187785846339031,1.296361072562011,0,,1.243444
60,10173249211672,10173860424350,37.058294659,tflite_autoencoder,3e7c6867c91ad8990d424c6a1475d1cfdffd4a8390460dd37072fac4b364c4e8,10173861252313,10173862867072,10173863470516,0.603444,2.218203,0.25999696239249,0.47720259914362284,0,,3.046166
60,10173249211672,10173860424350,37.074891284,isolation_forest,3e7c6867c91ad8990d424c6a1475d1cfdffd4a8390460dd37072fac4b364c4e8,10173861252313,10173861782053,10173880067141,18.285088,18.814828,0.38569450558283364,0.4833547401595273,0,,19.642791
60,10173249211672,10173860424350,37.056562845,rms,3e7c6867c91ad8990d424c6a1475d1cfdffd4a8390460dd37072fac4b364c4e8,10173861252313,10173861475331,10173861738702,0.263371,0.486389,0.5331523289458496,1.296361072562011,0,,1.314352
61,10173864674423,10174477274268,37.674918058,tflite_autoencoder,c0c503ca48b2ed08224cbd7a0c1da9ef0e3d7647fd9c08ce62115e31075da3e9,10174477844934,10174478372101,10174480093915,1.721814,2.248981,0.23994807469106583,0.47720259914362284,0,,2.819647
61,10173864674423,10174477274268,37.692662702,isolation_forest,c0c503ca48b2ed08224cbd7a0c1da9ef0e3d7647fd9c08ce62115e31075da3e9,10174477844934,10174478491897,10174497838559,19.346662,19.993625,0.38729614740115664,0.4833547401595273,0,,20.564291
61,10173864674423,10174477274268,37.673152485,rms,c0c503ca48b2ed08224cbd7a0c1da9ef0e3d7647fd9c08ce62115e31075da3e9,10174477844934,10174478063286,10174478328342,0.265056,0.483408,0.5197995686770899,1.296361072562011,0,,1.054074
62,10174481476619,10175094633593,38.292957865,tflite_autoencoder,4af7c98299e39e28ae45275811639278e4d14d504ebee9bad786e4b66e955563,10175095360445,10175095914093,10175098133722,2.219629,2.773277,0.23606465425419879,0.47720259914362284,0,,3.500129
62,10174481476619,10175094633593,38.318364821,isolation_forest,4af7c98299e39e28ae45275811639278e4d14d504ebee9bad786e4b66e955563,10175095360445,10175096066278,10175123540678,27.4744,28.180233,0.38214595519129363,0.4833547401595273,0,,28.907085
62,10174481476619,10175094633593,38.290691921,rms,4af7c98299e39e28ae45275811639278e4d14d504ebee9bad786e4b66e955563,10175095360445,10175095580741,10175095867778,0.287037,0.507333,0.5116895877495812,1.296361072562011,0,,1.234185
63,10175100965128,10175712561474,38.911264097,tflite_autoencoder,d0fd32a3dd99970c240791ce1ed8ec1cd13a95f55f31e3db905c6800d23b3d9b,10175713557251,10175714135547,10175716439954,2.304407,2.882703,0.23907825051088416,0.47720259914362284,0,,3.87848
63,10175100965128,10175712561474,38.935574702,isolation_forest,d0fd32a3dd99970c240791ce1ed8ec1cd13a95f55f31e3db905c6800d23b3d9b,10175713557251,10175714276066,10175740750559,26.474493,27.193308,0.3832549302433614,0.4833547401595273,0,,28.189085
63,10175100965128,10175712561474,38.908911635,rms,d0fd32a3dd99970c240791ce1ed8ec1cd13a95f55f31e3db905c6800d23b3d9b,10175713557251,10175713790992,10175714087492,0.2965,0.530241,0.5234101320191858,1.296361072562011,0,,1.526018
64,10175719729935,10176329030892,39.527927441,tflite_autoencoder,f0deef30115a7758a2c60406b80905c2971b7c814f9faebe04cb357879a92163,10176330023058,10176332426095,10176333103298,0.677203,3.08024,0.2448552543250798,0.47720259914362284,0,,4.072406
64,10175719729935,10176329030892,39.550510861,isolation_forest,f0deef30115a7758a2c60406b80905c2971b7c814f9faebe04cb357879a92163,10176330023058,10176330588354,10176355686718,25.098364,25.66366,0.3843549179862869,0.4833547401595273,0,,26.655826
64,10175719729935,10176329030892,39.52535996,rms,f0deef30115a7758a2c60406b80905c2971b7c814f9faebe04cb357879a92163,10176330023058,10176330250114,10176330535817,0.285703,0.512759,0.5214206349057593,1.296361072562011,0,,1.504925
65,10176334242150,10176946970125,40.145302156,tflite_autoencoder,20e6b50c89b8e370a3f22a7f3e2a47176140b733b9189f48e44d06ef31c426aa,10176947572699,10176947991976,10176950478013,2.486037,2.905314,0.2517246294410409,0.47720259914362284,0,,3.507888
65,10176334242150,10176946970125,40.169196668,isolation_forest,20e6b50c89b8e370a3f22a7f3e2a47176140b733b9189f48e44d06ef31c426aa,10176947572699,10176948139476,10176974372525,26.233049,26.799826,0.3757333811299887,0.4833547401595273,0,,27.4024
65,10176334242150,10176946970125,40.14276236,rms,20e6b50c89b8e370a3f22a7f3e2a47176140b733b9189f48e44d06ef31c426aa,10176947572699,10176947729328,10176947938217,0.208889,0.365518,0.5223634158196874,1.296361072562011,0,,0.968092
66,10176952340012,10177564096432,40.765125092,tflite_autoencoder,42897fbc7968bfc114eeffeb7a17bb61b2b60f7f9ea8cf42e3f5eea87961a06b,10177565364302,10177565916931,10177570300949,4.384018,4.936647,0.2451331030129739,0.47720259914362284,0,,6.204517
66,10176952340012,10177564096432,40.786609161,isolation_forest,42897fbc7968bfc114eeffeb7a17bb61b2b60f7f9ea8cf42e3f5eea87961a06b,10177565364302,10177566059617,10177591785018,25.725401,26.420716,0.38814392476267284,0.4833547401595273,0,,27.688586
66,10176952340012,10177564096432,40.76069526,rms,42897fbc7968bfc114eeffeb7a17bb61b2b60f7f9ea8cf42e3f5eea87961a06b,10177565364302,10177565583524,10177565871117,0.287593,0.506815,0.5147419196060975,1.296361072562011,0,,1.774685
67,10177571996263,10178186089034,41.386432972,tflite_autoencoder,45ac8840cd2449c5011d7b3ce1c3e1e6fd0c0655d963974c849c07329627de36,10178187360293,10178191453607,10178191608829,0.155222,4.248536,0.2383745295193107,0.47720259914362284,0,,5.519795
67,10177571996263,10178186089034,41.425851314,isolation_forest,45ac8840cd2449c5011d7b3ce1c3e1e6fd0c0655d963974c849c07329627de36,10178187360293,10178189348848,10178231027171,41.678323,43.666878,0.37725874845990043,0.4833547401595273,0,,44.938137
67,10177571996263,10178186089034,41.38622662,rms,45ac8840cd2449c5011d7b3ce1c3e1e6fd0c0655d963974c849c07329627de36,10178187360293,10178191254996,10178191402477,0.147481,4.042184,0.515836216767172,1.296361072562011,0,,5.313443
68,10178189050108,10178799752361,41.997567596,tflite_autoencoder,acf3d754e2532fa26a86479a8018bad2de590269582d1b515c1e99c36a0806e4,10178800700657,10178801204546,10178802743453,1.538907,2.042796,0.23022154768615147,0.47720259914362284,0,,2.991092
68,10178189050108,10178799752361,42.014823629,isolation_forest,acf3d754e2532fa26a86479a8018bad2de590269582d1b515c1e99c36a0806e4,10178800700657,10178801323639,10178819999486,18.675847,19.298829,0.38889518009178686,0.4833547401595273,0,,20.247125
68,10178189050108,10178799752361,41.995986448,rms,acf3d754e2532fa26a86479a8018bad2de590269582d1b515c1e99c36a0806e4,10178800700657,10178800898102,10178801162305,0.264203,0.461648,0.5091770390687644,1.296361072562011,0,,1.409944
69,10178804247990,10179416155502,42.614405922,tflite_autoencoder,f53b281b03be4017f191fc2776565183df4a03200d4ac29bbfad12b095384fa4,10179416807428,10179417146984,10179419581779,2.434795,2.774351,0.23955809375518608,0.47720259914362284,0,,3.426277
69,10178804247990,10179416155502,42.6307074,isolation_forest,f53b281b03be4017f191fc2776565183df4a03200d4ac29bbfad12b095384fa4,10179416807428,10179417235502,10179435883257,18.647755,19.075829,0.38183726394084244,0.4833547401595273,0,,19.727755
69,10178804247990,10179416155502,42.611940516,rms,f53b281b03be4017f191fc2776565183df4a03200d4ac29bbfad12b095384fa4,10179416807428,10179416969132,10179417116373,0.147241,0.308945,0.520484641337335,1.296361072562011,0,,0.960871
70,10179421138168,10180034950680,43.234944118,tflite_autoencoder,ae3e26d4f10aeb116e894b072783f70a0650918f3bdc237bb37de2b877d4ba88,10180035985717,10180036588587,10180040119975,3.531388,4.134258,0.2603603155817898,0.47720259914362284,0,,5.169295
70,10179421138168,10180034950680,43.251000577,isolation_forest,ae3e26d4f10aeb116e894b072783f70a0650918f3bdc237bb37de2b877d4ba88,10180035985717,10180036723624,10180056176434,19.45281,20.190717,0.3884402406022511,0.4833547401595273,0,,21.225754
70,10179421138168,10180034950680,43.231363323,rms,ae3e26d4f10aeb116e894b072783f70a0650918f3bdc237bb37de2b877d4ba88,10180035985717,10180036240272,10180036539180,0.298908,0.553463,0.5314986882215204,1.296361072562011,0,,1.5885
71,10180041518308,10180652621025,43.850361649,tflite_autoencoder,db96359fdf721fd09efb633d6d655300a65584edca1c186600cf145aba9113c4,10180653500895,10180653997895,10180655537506,1.539611,2.036611,0.23736521560474935,0.47720259914362284,0,,2.916481
71,10180041518308,10180652621025,43.86742783,isolation_forest,db96359fdf721fd09efb633d6d655300a65584edca1c186600cf145aba9113c4,10180653500895,10180654112599,10180672603687,18.491088,19.102792,0.3861500360397527,0.4833547401595273,0,,19.982662
71,10180041518308,10180652621025,43.848782038,rms,db96359fdf721fd09efb633d6d655300a65584edca1c186600cf145aba9113c4,10180653500895,10180653687265,10180653957895,0.27063,0.457,0.515232352284217,1.296361072562011,0,,1.33687
72,10180657216339,10181270213333,44.467960901,tflite_autoencoder,5c7c68a833fcd197277540d34c8edd6ded39d037470bbfc3f99be5fc26c4fe15,10181271050222,10181271551462,10181273136758,1.585296,2.086536,0.25234756446788786,0.47720259914362284,0,,2.923425
72,10180657216339,10181270213333,44.486266934,isolation_forest,5c7c68a833fcd197277540d34c8edd6ded39d037470bbfc3f99be5fc26c4fe15,10181271050222,10181271668851,10181291442791,19.77394,20.392569,0.3818774958713632,0.4833547401595273,0,,21.229458
72,10180657216339,10181270213333,44.466334216,rms,5c7c68a833fcd197277540d34c8edd6ded39d037470bbfc3f99be5fc26c4fe15,10181271050222,10181271248759,10181271510073,0.261314,0.459851,0.5252247690567247,1.296361072562011,0,,1.29674
73,10181274712184,10181887786641,45.085038246,tflite_autoencoder,8135f8d124227fe7b411f09c89bb71f47dd9d73255c1a39afa8c6f2d2bf569ed,10181888304419,10181888862307,10181890214103,1.351796,1.909684,0.22718176242817142,0.47720259914362284,0,,2.427462
